,UTC,x,y,z,xv,yv,zv
0,2023-05-04 21:59:42,-2183936.376873877,84467.01725375823,-6512114.4039254645,7178.2973890768835,-704.2714938103053,-2426.7719882272863
1,2023-05-04 21:59:47,-2148011.664468467,80944.38487746505,-6524148.303974906,7191.550837321267,-704.777861928852,-2386.776018760867
2,2023-05-04 21:59:52,-2112021.2361762947,77419.27459366118,-6535982.045003647,7204.583680409418,-705.2626545539426,-2346.708583708117
3,2023-05-04 21:59:57,-2075966.195968158,73891.79431318567,-6547615.272741911,7217.395541449798,-705.7258584446853,-2306.5709066779123
4,2023-05-04 22:00:02,-2039847.6496825619,70362.05201145839,-6559047.63904311,7229.986050256297,-706.1674610109338,-2266.3642133250573
5,2023-05-04 22:00:07,-2003666.7049920955,66830.15572520762,-6570278.80189394,7242.3548433882615,-706.5874503205758,-2226.0897313029495
6,2023-05-04 22:00:12,-1967424.4713696097,63296.21354916329,-6581308.425424251,7254.501564188645,-706.9858151061687,-2185.748690210951
7,2023-05-04 22:00:17,-1931122.0600542063,59760.333632718415,-6592136.179916644,7266.425862819416,-707.3625447707972,-2145.3423215368184
8,2023-05-04 22:00:22,-1894760.5840170598,56222.62417656375,-6602761.741815741,7278.127396293441,-707.7176293930327,-2104.871858594687
9,2023-05-04 22:00:27,-1858341.1579270975,52683.19342929996,-6613184.793737173,7289.605828502109,-708.0510597309028,-2064.338536459215
10,2023-05-04 22:00:32,-1821864.8981165444,49142.149684032694,-6623405.0244761985,7300.8608302381,-708.3628272247965,-2023.7435918966426
11,2023-05-04 22:00:37,-1785332.9225463704,45599.60127495574,-6633422.129015988,7311.892079212757,-708.6529239992675,-1983.088263293588
12,2023-05-04 22:00:42,-1748746.3507716681,42055.65657392812,-6643235.808535543,7322.699260067782,-708.9213428637021,-1942.3737905845014
13,2023-05-04 22:00:47,-1712106.3039069814,38510.42398705041,-6652845.770417259,7333.2820643809655,-709.1680773118749,-1901.601415178735
14,2023-05-04 22:00:52,-1675413.904591624,34964.01195124653,-6662251.728254114,7343.64019066595,-709.393121520416,-1860.7723798882053
15,2023-05-04 22:00:57,-1638670.2769550136,31416.528930855024,-6671453.401856504,7353.7733443661555,-709.5964703462588,-1819.887928856632
16,2023-05-04 22:01:02,-1601876.546582051,27868.083414236215,-6680450.517258723,7363.6812378431105,-709.7781193231543,-1778.9493074912828
17,2023-05-04 22:01:07,-1565033.840478566,24318.783910398382,-6689242.80672514,7373.363590359675,-709.9380646573622,-1737.957762398096
18,2023-05-04 22:01:12,-1528143.2870368646,20768.738945647576,-6697830.008756007,7382.820128058663,-710.0763032226474,-1696.9145413209683
19,2023-05-04 22:01:17,-1491206.016001392,17218.057060263684,-6706211.868093026,7392.050583937624,-710.1928325547332,-1655.820893085859
20,2023-05-04 22:01:22,-1454223.1584345263,13666.846805205432,-6714388.135724641,7401.054697820583,-710.2876508453636,-1614.6780675502484
21,2023-05-04 22:01:27,-1417195.846682522,10115.216738845547,-6722358.568891051,7409.832216327615,-710.3607569361526,-1573.487315558323
22,2023-05-04 22:01:32,-1380125.2143416095,6563.275423736936,-6730122.931089067,7418.382892843188,-710.4121503123732,-1532.2498889020903
23,2023-05-04 22:01:37,-1343012.396224253,3011.131423409777,-6737680.99207676,7426.706487484267,-710.4418310968724,-1490.9670402884724
24,2023-05-04 22:01:42,-1305858.5283255642,-541.1067008017939,-6745032.527877964,7434.802767069153,-710.4498000442592,-1449.6400233122363
25,2023-05-04 22:01:47,-1268664.7477898737,-4093.3303929047606,-6752177.320786666,7442.671505087928,-710.4360585355214,-1408.270092434461
26,2023-05-04 22:01:52,-1231432.1928774377,-7645.431105366779,-6759115.159371279,7450.3124816754635,-710.4006085732061,-1366.8585029660978
27,2023-05-04 22:01:57,-1194162.0029312782,-11197.30030221335,-6765845.838478877,7457.72548358768,-710.3434527772713,-1325.406511055997
28,2023-05-04 22:02:02,-1156855.3183441244,-14748.829462106107,-6772369.1592393555,7464.910304181817,-710.2645943817075,-1283.9153736827043
