,UTC,x,y,z,xv,yv,zv
0,2018-12-31 21:59:42,-5286189.403442418,-2849380.8727695816,-3381948.4055254557,3196.4642340685214,1905.2813593500312,-6619.235875305172
1,2018-12-31 21:59:47,-5270126.734905239,-2839811.1635807916,-3414992.815455075,3228.5866098496035,1922.592458946438,-6598.494667533673
2,2018-12-31 21:59:52,-5253903.703856252,-2830155.0471842983,-3447933.0184547137,3260.609078338202,1939.84415609734,-6577.553212316087
3,2018-12-31 21:59:57,-5237520.812236103,-2820412.821885762,-3480768.014927193,3292.5306783866163,1957.0359337455757,-6556.412166672324
4,2018-12-31 22:00:02,-5220978.566783214,-2810584.7885713633,-3513496.808575413,3324.3504520447464,1974.1672767454852,-6535.072193612559
5,2018-12-31 22:00:07,-5204277.47901766,-2800671.25069818,-3546118.406432266,3356.0674446090516,1991.2376718877847,-6513.5339621190815
6,2018-12-31 22:00:12,-5187418.065224815,-2790672.5142844403,-3578631.8188904393,3387.680704670286,2008.2466079229687,-6491.798147124386
7,2018-12-31 22:00:17,-5170400.8464387655,-2780588.887899685,-3611036.0597321084,3419.1892841600156,2025.1935755835939,-6469.865429486493
8,2018-12-31 22:00:22,-5153226.348425494,-2770420.6826547803,-3643330.1461585006,3450.5922383958773,2042.0780676058703,-6447.736495962159
9,2018-12-31 22:00:27,-5135895.101665843,-2760168.2121918676,-3675513.098819307,3481.8886261254706,2058.899578751015,-6425.412039178509
10,2018-12-31 22:00:32,-5118407.641338248,-2749831.7926741675,-3707583.9418419767,3513.0775095686413,2075.657605826972,-6402.892757603663
11,2018-12-31 22:00:37,-5100764.507301278,-2739411.7427757005,-3739541.7028608373,3544.1579544580086,2092.351647711268,-6380.179355517073
12,2018-12-31 22:00:42,-5082966.244075981,-2728908.3836708725,-3771385.413046078,3575.1290300779115,2108.981205376053,-6357.272542980086
13,2018-12-31 22:00:47,-5065013.400828026,-2718322.0390239335,-3803114.107132593,3605.9898093023858,2125.545781916523,-6334.173035807051
14,2018-12-31 22:00:52,-5046906.531349651,-2707653.0349782836,-3834726.8234486706,3636.7393686332975,2142.0448825837616,-6310.8815555365145
15,2018-12-31 22:00:57,-5028646.194041439,-2696901.7001456013,-3866222.6039445354,3667.376788240002,2158.4780148225495,-6287.398829401164
