,UTC,x,y,z,xv,yv,zv
0,2018-12-31 21:59:42,-3332375.2717126603,-1720945.4409304697,-5760944.275255938,5548.240720595712,3155.323673291824,-4139.357077655811
1,2018-12-31 21:59:47,-3304583.27740475,-1705142.600224791,-5781552.656994325,5568.528640342122,3165.7964860000393,-4103.974634348061
2,2018-12-31 21:59:52,-3276690.269439941,-1689287.6375622216,-5801983.812667869,5588.646081842625,3176.172403756515,-4068.4668322331813
3,2018-12-31 21:59:57,-3248697.101727768,-1673381.0381994008,-5822237.118193248,5608.59243865319,3186.4511143082514,-4032.8347561953597
4,2018-12-31 22:00:02,-3220604.631196791,-1657423.2889467352,-5842311.954920552,5628.367109612138,3196.6323084030487,-3997.079494712598
5,2018-12-31 22:00:07,-3192413.7177681234,-1641414.8781533644,-5862207.709651161,5647.969498862579,3206.7156798019428,-3961.202139816898
6,2018-12-31 22:00:12,-3164125.2243288574,-1625356.295692066,-5881923.774655414,5667.399015875561,3216.700925291857,-3925.2037870524514
7,2018-12-31 22:00:17,-3135740.0167053584,-1609248.0329440883,-5901459.5476900665,5686.655075473721,3226.5877446982477,-3889.0855354310083
8,2018-12-31 22:00:22,-3107258.9636364486,-1593090.5827839323,-5920814.432015494,5705.737097854849,3236.3758408973654,-3852.848487383599
9,2018-12-31 22:00:27,-3078682.93674648,-1576884.4395640665,-5939987.836412673,5724.6445086143285,3246.0649198275573,-3816.493748708054
10,2018-12-31 22:00:32,-3050012.8105182885,-1560630.099099593,-5958979.175199861,5743.376738765215,3255.6546904988995,-3780.0224285121726
11,2018-12-31 22:00:37,-3021249.462266066,-1544328.0586528652,-5977787.86824901,5761.933224754436,3265.1448650004254,-3743.435639152853
12,2018-12-31 22:00:42,-2992393.772108163,-1527978.8169180893,-5996413.341001847,5780.313408473634,3274.5351585041344,-3706.7344961720983
13,2018-12-31 22:00:47,-2963446.622939849,-1511582.8740058998,-6014855.024485628,5798.516737263288,3283.8252892650626,-3669.920118231283
14,2018-12-31 22:00:52,-2934408.900406073,-1495140.731427958,-6033112.355328587,5816.542663909028,3293.014978616706,-3632.993627045638
15,2018-12-31 22:00:57,-2905281.492874268,-1478652.8920815813,-6051184.775775024,5834.3906466295275,3302.103950961198,-3595.9561473214003
16,2018-12-31 22:01:02,-2876065.291407232,-1462119.8602344343,-6069071.73370014,5852.060149056075,3311.0919337539676,-3558.8088066984674
17,2018-12-31 22:01:07,-2846761.1897361344,-1445542.1415093148,-6086772.682624561,5869.550640204738,3319.9786574829227,-3521.552735701598
18,2018-12-31 22:01:12,-2817370.084233664,-1428920.242869052,-6104287.081728663,5886.861594443061,3328.763855642956,-3484.189067703077
19,2018-12-31 22:01:17,-2787892.8738873755,-1412254.672601542,-6121614.39586676,5903.992491454138,3337.4472647072107,-3446.7189388991255
20,2018-12-31 22:01:22,-2758330.4602731867,-1395545.9403049317,-6138754.095581176,5920.9428162015665,3346.0286240974046,-3409.1434883012535
21,2018-12-31 22:01:27,-2728683.747529067,-1378794.556872948,-6155705.657116347,5937.712058899006,3354.507676156078,-3371.4638577422775
22,2018-12-31 22:01:32,-2698953.642328835,-1362001.0344803494,-6172468.56243296,5954.299714987767,3362.8841661238666,-3333.6811918950716
