,UTC,x,y,z,xv,yv,zv
0,2018-12-31 21:59:42,162274.6013927202,234463.75937706485,-6881948.877136899,6647.954337018828,3667.0165070899557,298.3216136274297
1,2018-12-31 21:59:47,195511.74495495684,252795.19590372185,-6880352.634864442,6646.869482719205,3665.5395618375946,340.173952197677
2,2018-12-31 21:59:52,228742.96018364254,271118.9696085523,-6878547.152093962,6645.583006850192,3663.9513845591196,382.01760334319295
3,2018-12-31 21:59:57,261967.23902452472,289434.5244270998,-6876532.47540503,6644.094931814137,3662.2520140598754,423.8513100765852
4,2018-12-31 22:00:02,295183.57354985573,307741.3044969748,-6874308.657662258,6642.4052858157465,3660.441492362369,465.67381537277345
5,2018-12-31 22:00:07,328390.95598748873,326038.7541739618,-6871875.75801546,6640.5141028971375,3658.519864715787,507.4838621737174
6,2018-12-31 22:00:12,361588.3787501634,344326.31804818474,-6869233.841899807,6638.421422977718,3656.4871796090656,549.2801934040764
7,2018-12-31 22:00:17,394774.8344649984,362603.44096034486,-6866382.981035815,6636.127291896512,3654.3434887869053,591.0615519995672
8,2018-12-31 22:00:22,427949.3160031939,380869.5680180425,-6863323.253429225,6633.63176145448,3652.0888472676525,632.8266809493599
9,2018-12-31 22:00:27,461110.8165099435,399124.14461219223,-6860054.743370575,6630.9348894538725,3649.7233133613136,674.5743233530624
10,2018-12-31 22:00:32,494258.32943452615,417366.6164335221,-6856577.541434484,6628.036739731496,3647.246948685528,716.303222491688
11,2018-12-31 22:00:37,527390.848560544,435596.42948914197,-6852891.744478543,6624.937382182848,3644.6598181771587,758.012121910552
12,2018-12-31 22:00:42,560507.3680362515,453813.0301191568,-6848997.455641769,6621.636892774743,3641.961990097475,799.6997655106471
13,2018-12-31 22:00:47,593606.8824049184,472015.86501328566,-6844894.784342579,6618.135353544807,3639.1535360295857,841.3648976439243
14,2018-12-31 22:00:52,626688.3866351525,490204.38122744666,-6840583.846276313,6614.432852587594,3636.234530867833,883.0062632073688
15,2018-12-31 22:00:57,659750.8761511242,508378.026200272,-6836064.763412277,6610.529484028148,3633.205052799912,924.6226077308723
16,2018-12-31 22:01:02,692793.3468626307,526536.2477695179,-6831337.66399038,6606.425347984954,3630.065183283395,966.2126774546166
17,2018-12-31 22:01:07,725814.7951949516,544678.4941883475,-6826402.682517421,6602.120550525016,3626.8150070189413,1007.7752193927719
18,2018-12-31 22:01:12,758814.2181184712,562804.2141414769,-6821259.959763085,6597.615203614236,3623.454611922601,1049.308981381656
19,2018-12-31 22:01:17,791790.6131780437,580912.8567611864,-6815909.64275575,6592.909425066561,3619.984089099409,1090.8127121117534
20,2018-12-31 22:01:22,824742.9785221114,599003.8716432026,-6810351.884778176,6588.0033384954695,3616.4035328199984,1132.2851611442427
21,2018-12-31 22:01:27,857670.3129315918,617076.7088624801,-6804586.845363126,6582.897073271193,3612.7130405013463,1173.7250789137943
22,2018-12-31 22:01:32,890571.615848573,635130.8189888919,-6798614.690289024,6577.590764486772,3608.9127126921912,1215.131216720433
23,2018-12-31 22:01:37,923445.8874048651,653165.6531028628,-6792435.591575658,6572.084552935321,3605.002653063193,1256.5023267142087
24,2018-12-31 22:01:42,956292.1284504697,671180.662810963,-6786049.72747998,6566.37858509971,3600.982968401474,1297.8371618770493
25,2018-12-31 22:01:47,989109.3405820287,689175.3002614859,-6779457.282491987,6560.473013154277,3596.853768608902,1339.1344760063548
26,2018-12-31 22:01:52,1021896.5261713073,707149.0181600237,-6772658.447330681,6554.367994976456,3592.6151667032264,1380.393023704316
27,2018-12-31 22:01:57,1054652.6883937512,725101.2697850509,-6765653.418940033,6548.063694164641,3588.267278821062,1421.6115603755582
28,2018-12-31 22:02:02,1087376.8312571421,743031.5090035318,-6758442.400484992,6541.56028005778,3583.8102242217587,1462.7888422335977
29,2018-12-31 22:02:07,1120067.959630344,760939.1902865429,-6751025.601347376,6534.857927752385,3579.244125291518,1503.9236263142086
30,2018-12-31 22:02:12,1152725.0792721238,778823.7687249167,-6743403.237121734,6527.956818114173,3574.569107547679,1545.0146704917606
31,2018-12-31 22:02:17,1185347.1968600117,796684.7000449117,-6735575.52961113,6520.857137783938,3569.785299643938,1586.0607334935532
32,2018-12-31 22:02:22,1217933.3200191862,814521.4406239107,-6727542.706822826,6513.559079180286,3564.8928333781573,1627.0605749077401
33,2018-12-31 22:02:27,1250482.4573513716,832333.4475061715,-6719305.002963998,6506.062840504193,3559.891843705067,1668.0129551826526
34,2018-12-31 22:02:32,1282993.6184637777,850120.1784186576,-6710862.658437446,6498.368625751715,3554.7824687564025,1708.9166356189223
35,2018-12-31 22:02:37,1315465.813998132,867881.0917869934,-6702215.919837347,6490.476644740493,3549.564849870505,1749.7703783598092
36,2018-12-31 22:02:42,1347898.055659893,885615.646751592,-6693365.039945079,6482.387113153252,3544.2391316321628,1790.5729463885805
37,2018-12-31 22:02:47,1380289.356247717,903323.3031840085,-6684310.277724968,6474.100252597395,3538.8054619215827,1831.3231035434615
38,2018-12-31 22:02:52,1412638.729683253,921003.5217035493,-6675051.89831993,6465.616290675356,3533.2639919692206,1872.0196145599111
39,2018-12-31 22:02:57,1444945.1910413024,938655.7636941657,-6665590.173046813,6456.935461056416,3527.6148764112645,1912.6612451466585
40,2018-12-31 22:03:02,1477207.7565803095,956279.4913216106,-6655925.37939126,6448.058003538564,3521.858273339237,1953.2467620965765
41,2018-12-31 22:03:07,1509425.443773125,973874.1675508127,-6646057.801001955,6438.984164089245,3515.994344336999,1993.7749334272853
42,2018-12-31 22:03:12,1541597.2713378875,991439.2561633934,-6635987.727684102,6429.714194856542,3510.023254499405,2034.2445285406977
43,2018-12-31 22:03:17,1573722.2592688897,1008974.2217752249,-6625715.455392088,6420.248354147075,3503.9451724289083,2074.6543183869367
44,2018-12-31 22:03:22,1605799.428867248,1026478.5298539095,-6615241.28622136,6410.586906372285,3497.7602702092354,2115.0030756169344
45,2018-12-31 22:03:27,1637827.8027712372,1043951.6467360774,-6604565.528399589,6400.73012196997,3491.468723358167,2155.289574709922
46,2018-12-31 22:03:32,1669806.404986196,1061393.0396444027,-6593688.496277267,6390.678277311461,3485.0707107641315,2195.512592066251
47,2018-12-31 22:03:37,1701734.260913954,1078802.176704278,-6582610.510317969,6380.4316546061045,3478.5664146130202,2235.670906061652
48,2018-12-31 22:03:42,1733610.3973817965,1096178.526960109,-6571331.897088415,6369.990541813911,3471.956020312422,2275.7632970648096
49,2018-12-31 22:03:47,1765433.8426710349,1113521.5603912442,-6559852.989248503,6359.355232574299,3465.2397164199524,2315.788547424826
50,2018-12-31 22:03:52,1797203.626545263,1130830.747927563,-6548174.1255415175,6348.526026155174,3458.4176945811587,2355.745441438014
51,2018-12-31 22:03:57,1828918.7802784208,1148105.561464786,-6536295.650784471,6337.503227422679,3451.490149480562,2395.632765304146
52,2018-12-31 22:04:02,1860578.3366827446,1165345.473879582,-6524217.915858722,6326.287146829119,3444.457278807423,2435.4493070812587
53,2018-12-31 22:04:07,1892181.3301366996,1182549.9590445315,-6511941.277700777,6314.878100414652,3437.319283236083,2475.1938566457693
54,2018-12-31 22:04:12,1923726.7966129424,1199718.491843035,-6499466.099293278,6303.276409818141,3430.076366419346,2514.865205661966
55,2018-12-31 22:04:17,1955213.773706354,1216850.5481842086,-6486792.749656115,6291.48240229317,3422.7287349926737,2554.4621475625763
56,2018-12-31 22:04:22,1986641.3006621574,1233945.6050178285,-6473921.603837621,6279.496410726471,3415.27659858659,2593.983477540367
57,2018-12-31 22:04:27,2018008.4184041326,1251003.1403493462,-6460853.042905758,6267.318773657293,3407.720169844898,2633.4279925499945
58,2018-12-31 22:04:32,2049314.1695629286,1268022.6332550126,-6447587.453939289,6254.949835297094,3400.0596644464304,2672.794491319133
59,2018-12-31 22:04:37,2080557.5985044737,1285003.5638971075,-6434125.230018867,6242.389945549239,3392.295301128511,2712.0817743681896
60,2018-12-31 22:04:42,2111737.751358481,1301945.4135392916,-6420466.770218008,6229.639460028249,3384.427301710455,2751.2886440381626
61,2018-12-31 22:04:47,2142853.676047054,1318847.6645620773,-6406612.479593894,6216.698740077744,3376.4558911156873,2790.413904526179
62,2018-12-31 22:04:52,2173904.42231337,1335709.8004783911,-6392562.769177998,6203.568152785775,3368.381297391195,2829.456361927969
63,2018-12-31 22:04:57,2204889.041750429,1352531.3059492416,-6378318.055966467,6190.248070996192,3360.203751723245,2868.414824285918
