,UTC,x,y,z,xv,yv,zv
0,2023-05-04 21:59:42,-2183935.072208393,84467.8463847374,-6512114.161383487,7179.490537032656,-703.3543759740108,-2424.996159031667
1,2023-05-04 21:59:47,-2148004.3940551886,80949.79955932454,-6524139.182159608,7192.743992149254,-703.8607644567817,-2385.00011792338
2,2023-05-04 21:59:52,-2112007.9999276395,77429.2746490909,-6535964.043246111,7205.77686304477,-704.3456076081685,-2344.9324869203388
3,2023-05-04 21:59:57,-2075946.9936971634,73906.37941456826,-6547588.389751314,7218.588770709412,-704.8088919859921,-2304.7944894874836
4,2023-05-04 22:00:02,-2039822.4811134778,70381.22168187657,-6559011.872906057,7231.179342839398,-705.2506047984068,-2264.58735116374
5,2023-05-04 22:00:07,-2003635.5697709667,66853.90933945375,-6570234.150073967,7243.54821387734,-705.6707339112239,-2224.3122995146878
6,2023-05-04 22:00:12,-1967387.3690748576,63324.550334750624,-6581254.884761455,7255.695025050742,-706.0692678545871,-2183.9705640799293
7,2023-05-04 22:00:17,-1931078.9902072009,59793.2526708939,-6592073.746627446,7267.619424407783,-706.4461958288668,-2143.563376315497
8,2023-05-04 22:00:22,-1894711.5460926872,56260.12440332217,-6602690.41149281,7279.321066849574,-706.8015077096611,-2103.09196953181
9,2023-05-04 22:00:27,-1858286.1513643106,52725.27363639957,-6613104.561349468,7290.799614158146,-707.1351940518052,-2062.5575788277797
10,2023-05-04 22:00:32,-1821803.9223289024,49188.80852001155,-6623315.88436916,7302.054735019588,-707.4472460923205,-2021.9614410218076
11,2023-05-04 22:00:37,-1785265.9769325654,45650.837246148745,-6633324.074911873,7313.086105041815,-707.7376557522539,-1981.3047945805115
12,2023-05-04 22:00:42,-1748673.4347260322,42111.468045485,-6643128.833533893,7323.893406766596,-708.0064156373904,-1940.5888795461058
13,2023-05-04 22:00:47,-1712027.416829978,38570.80918395393,-6652729.866995509,7334.476329675661,-708.2535190378454,-1899.814937463363
14,2023-05-04 22:00:52,-1675329.0459003171,35028.96895933056,-6662126.88826833,7344.83457019083,-708.4789599265712,-1858.9842113071818
15,2023-05-04 22:00:57,-1638579.4460935174,31486.055697823234,-6671319.616542276,7354.967831668268,-708.6827329568401,-1818.0979454117023
16,2023-05-04 22:01:02,-1601779.7430319495,27942.17775068009,-6680307.777232188,7364.875824387161,-708.8648334587929,-1777.1573854019264
17,2023-05-04 22:01:07,-1564931.063769316,24397.443490815036,-6689091.101984123,7374.558265533255,-709.0252574351615,-1736.1637781287138
18,2023-05-04 22:01:12,-1528034.5367561672,20851.961309457274,-6697669.328681333,7384.0148791778,-709.1640015562972,-1695.1183716079279
19,2023-05-04 22:01:17,-1491091.2918055342,17305.839612826527,-6706042.201449942,7393.245396252629,-709.2810631546474,-1654.0224149644082
20,2023-05-04 22:01:22,-1454102.4600586942,13759.18681883717,-6714209.470664356,7402.249554522189,-709.3764402188483,-1612.8771583812872
21,2023-05-04 22:01:27,-1417069.1739510857,10212.111353832888,-6722170.892952461,7411.027098553388,-709.4501313875901,-1571.6838530550458
22,2023-05-04 22:01:32,-1379992.5671783688,6664.721649351569,-6729926.231200567,7419.577779684213,-709.5021359434342,-1530.443751156493
23,2023-05-04 22:01:37,-1342873.7746626541,3117.126138921216,-6737475.254558208,7427.901355992102,-709.5324538067425,-1489.1581057977342
24,2023-05-04 22:01:42,-1305713.9325188803,-430.56674511413223,-6744817.73844277,7435.997592263018,-709.5410855298857,-1447.8281710049864
25,2023-05-04 22:01:47,-1268514.1780213467,-3978.2485747411556,-6751953.464544017,7443.866259962169,-709.5280322918775,-1406.4552016969374
26,2023-05-04 22:01:52,-1231275.6495703834,-7525.810929398115,-6758882.220828491,7451.507137207243,-709.4932958935702,-1365.0404536681947
27,2023-05-04 22:01:57,-1193999.4866591536,-11073.1453990732,-6765603.80154388,7458.9200087449335,-709.4368787535261,-1323.5851835772294
28,2023-05-04 22:02:02,-1156686.829840553,-14620.143587384648,-6772118.0072233025,7466.104665931443,-709.3587839046529,-1282.0906489380818
29,2023-05-04 22:02:07,-1119338.8206942056,-18166.697114645678,-6778424.644689575,7473.060906717484,-709.2590149916765,-1240.5581081150056
30,2023-05-04 22:02:12,-1081956.601793519,-21712.697620918894,-6784523.527059452,7479.788535638157,-709.1375762694827,-1198.988820319168
31,2023-05-04 22:02:17,-1044541.3166727746,-25258.03676906503,-6790414.473747857,7486.287363807992,-708.9944726023405,-1157.3840456064456
32,2023-05-04 22:02:22,-1007094.1097942324,-28802.606247789725,-6796097.310472105,7492.557208921144,-708.8297094639933,-1115.7450448753723
33,2023-05-04 22:02:27,-969616.1265152253,-32346.29777469253,-6801571.8692561,7498.597895256712,-708.6432929385657,-1074.0730798643128
34,2023-05-04 22:02:32,-932108.5130552055,-35889.00309932304,-6806837.988434525,7504.409253688899,-708.435229722222,-1032.3694131469497
35,2023-05-04 22:02:37,-894572.4164627369,-39430.61400624647,-6811895.512657016,7509.991121701623,-708.205527125482,-990.6353081252851
36,2023-05-04 22:02:42,-857008.9845824037,-42971.022318122305,-6816744.2928922605,7515.343343407033,-707.9541930760731,-948.8720290194437
37,2023-05-04 22:02:47,-819419.3660216128,-46510.11989879842,-6821384.186432066,7520.465769567313,-707.6812361222035,-907.080840853678
38,2023-05-04 22:02:52,-781804.7101172837,-50047.7986564224,-6825815.056895337,7525.358257619046,-707.3866654361013,-865.2630094381203
39,2023-05-04 22:02:57,-744166.166902415,-53583.95054657051,-6830036.774231944,7530.0206716993025,-707.0704908176835,-823.4198013459975
