MJD,EDR,EDR60,EDR180,rho_eff,rho_eff_60,rho_eff_180,jb08_rho,nrlmsise00_rho,rho_eff_360
60068.91645833333,-0.0,-0.0,-0.0,0.0,0.0,0.0,2.3294083808579785e-13,3.5967900911785287e-13,0.0
60068.91680555556,14.516440715640783,7.258220357820392,7.258220357820392,-5.006666531427062e-13,-2.503333265713531e-13,-2.503333265713531e-13,2.361462294133391e-13,3.581414380601724e-13,-2.503333265713531e-13
60068.91715277778,15.583401042968035,10.03328058620294,10.03328058620294,-5.374793340937133e-13,-3.4605289008339867e-13,-3.4605289008339867e-13,2.3940537262808533e-13,3.5669866099889465e-13,-3.4605289008339867e-13
60068.9175,-1.4047342389822006,7.173776879906654,7.173776879906654,4.845073680563568e-14,-2.4743098435654757e-13,-2.4743098435654757e-13,2.430977033840244e-13,3.554610894951324e-13,-2.4743098435654757e-13
60068.91784722222,-33.20902606099844,-0.9027837082743645,-0.9027837082743645,1.14541987417316e-12,3.113811286238341e-14,3.113811286238341e-14,2.4190237411407216e-13,3.545507733732895e-13,3.113811286238341e-14
60068.91819444444,-67.59383787214756,-12.017959402253231,-12.017959402253231,2.3313831032703323e-12,4.145121562589536e-13,4.145121562589536e-13,2.4142990929503637e-13,3.5411777740829565e-13,4.145121562589536e-13
60068.918541666666,-94.606490354985,-23.816320966929197,-23.816320966929197,3.2630298795228075e-12,8.21438007517215e-13,8.21438007517215e-13,2.4392407167427866e-13,3.543280148631079e-13,8.21438007517215e-13
60068.91888888889,-112.3202628865838,-34.87931370688602,-34.87931370688602,3.873891260711759e-12,1.2029767833179545e-12,1.2029767833179545e-12,2.4793591689615735e-13,3.553405157922513e-13,1.2029767833179545e-12
60068.91923611111,-122.82359634712338,-44.6509006669124,-44.6509006669124,4.236000167947327e-12,1.5399420660952674e-12,1.5399420660952674e-12,2.527170842157241e-13,3.572984392215262e-13,1.5399420660952674e-12
60068.919583333336,-128.54649924486876,-53.04046052470803,-53.04046052470803,4.433175816213097e-12,1.8292033486732793e-12,1.8292033486732793e-12,2.5795512356698623e-13,3.603308331972674e-13,1.8292033486732793e-12
60068.91993055555,-131.31196085363626,-60.15605146370151,-60.15605146370151,4.528301183636807e-12,2.0744851975032616e-12,2.0744851975032616e-12,2.635404945849979e-13,3.645546377767292e-13,2.0744851975032616e-12
60068.920277777775,-132.09031603857875,-66.15057351160794,-66.15057351160794,4.554850654734365e-12,2.281060354056544e-12,2.281060354056544e-12,2.694462336360471e-13,3.70074809037179e-13,2.281060354056544e-12
60068.920625,-130.74364748224616,-71.11927150934935,-71.11927150934935,4.508082369494149e-12,2.452215003915212e-12,2.452215003915212e-12,2.756760753811278e-13,3.76983468661518e-13,2.452215003915212e-12
60068.92097222222,-127.04181095212698,-75.11373861240489,-75.11373861240489,4.38007977039104e-12,2.589731400307362e-12,2.589731400307362e-12,2.822436491510501e-13,3.8535872094001757e-13,2.589731400307362e-12
60068.921319444446,-121.87547355517745,-78.23118760858974,-78.23118760858974,4.201572685681796e-12,2.696966103486663e-12,2.696966103486663e-12,2.8916447786826534e-13,3.9526344945796663e-13,2.696966103486663e-12
60068.92166666667,-116.90733657032251,-80.64844691869803,-80.64844691869803,4.0298957913823355e-12,2.78002088109915e-12,2.78002088109915e-12,2.964530185939169e-13,4.067441877086696e-13,2.78002088109915e-12
60068.92201388889,-114.08828309178352,-82.61549610535012,-82.61549610535012,3.932294252490956e-12,2.8475180070893167e-12,2.8475180070893167e-12,3.0412165461599867e-13,4.198302270438298e-13,2.8475180070893167e-12
60068.92236111111,-115.49167954921722,-84.44195074112051,-84.44195074112051,3.98020277192697e-12,2.910132467711667e-12,2.910132467711667e-12,3.1218043370721305e-13,4.34533144902451e-13,2.910132467711667e-12
60068.92270833333,-122.83443291857839,-86.46260769782882,-86.46260769782882,4.232733758504734e-12,2.9794023528690773e-12,2.9794023528690773e-12,3.20637006679449e-13,4.5084678945822586e-13,2.9794023528690773e-12
60068.923055555555,-136.4613126218319,-88.96254294402897,-88.96254294402897,4.70168687827392e-12,3.06514727714046e-12,3.06514727714046e-12,3.294966685289999e-13,4.687478946511128e-13,3.06514727714046e-12
60068.92340277778,-155.32309363782406,-92.12256916754302,-92.12256916754302,5.35082425874032e-12,3.173589105999716e-12,3.173589105999716e-12,3.387623196086688e-13,4.88197120941164e-13,3.173589105999716e-12
60068.92375,-177.97849387675524,-96.02511119977994,-96.02511119977994,6.130416805557549e-12,3.307556675146956e-12,3.307556675146956e-12,3.484345112575029e-13,5.091406298398819e-13,3.307556675146956e-12
60068.924097222225,-201.87007220089436,-100.62706602591535,-100.62706602591535,6.95231924281918e-12,3.465553263309865e-12,3.465553263309865e-12,3.585113364062998e-13,5.315116207935196e-13,3.465553263309865e-12
60068.92444444444,-223.5752368941903,-105.74990647876014,-105.74990647876014,7.698646378406827e-12,3.641419084864326e-12,3.641419084864326e-12,3.6898841046248e-13,5.552318904258779e-13,3.641419084864326e-12
60068.924791666665,-241.406608954072,-111.17617457777261,-111.17617457777261,8.311328714636927e-12,3.827657147230489e-12,3.827657147230489e-12,3.798588040119887e-13,5.802129460190072e-13,3.827657147230489e-12
60068.92513888889,-255.19681673124433,-116.71543004521384,-116.71543004521384,8.784663293429247e-12,4.0177058915855536e-12,4.0177058915855536e-12,3.9111293375265136e-13,6.063564828541081e-13,4.0177058915855536e-12
60068.92548611111,-264.1863264515996,-122.1773150973022,-122.1773150973022,9.092574702634869e-12,4.205010832357001e-12,4.205010832357001e-12,4.027384389396161e-13,6.335541975321763e-13,4.205010832357001e-12
60068.925833333335,-267.65616105496883,-127.37298816721886,-127.37298816721886,9.210405587727355e-12,4.383074453869756e-12,4.383074453869756e-12,4.1472008327833544e-13,6.616870873679107e-13,4.383074453869756e-12
60068.92618055556,-265.80836030840874,-132.14662168932887,-132.14662168932887,9.145208428903008e-12,4.546540210857607e-12,4.546540210857607e-12,4.270396547880289e-13,6.906244383890565e-13,4.546540210857607e-12
60068.92652777778,-259.8389589674771,-136.4030329319338,-136.4030329319338,8.938227712695293e-12,4.6921422941834585e-12,4.6921422941834585e-12,4.3967586861934357e-13,7.202228654687005e-13,4.6921422941834585e-12
60068.926875,-251.70721908286214,-140.1225228077702,-140.1225228077702,8.656931052472507e-12,4.81921425720429e-12,4.81921425720429e-12,4.5260430776992067e-13,7.50325872915083e-13,4.81921425720429e-12
60068.92722222222,-243.23404984921217,-143.34475802781526,-143.34475802781526,8.363979939570148e-12,4.929131761488315e-12,4.929131761488315e-12,4.657972889873408e-13,7.807641487578847e-13,4.929131761488315e-12
60068.927569444444,-235.6875165067613,-146.14302343626818,-146.14302343626818,8.10298378453585e-12,5.024426268640121e-12,5.024426268640121e-12,4.792238104731245e-13,8.113571342936729e-13,5.024426268640121e-12
60068.92791666667,-229.63207384198904,-148.5985837423188,-148.5985837423188,7.89333238870385e-12,5.107901498010556e-12,5.107901498010556e-12,4.928495303341415e-13,8.419159320922075e-13,5.107901498010556e-12
60068.92826388889,-224.62742196395993,-150.7708362629371,-150.7708362629371,7.719869539131053e-12,5.1816077310556916e-12,5.1816077310556916e-12,5.066367560218612e-13,8.722474684662654e-13,5.1816077310556916e-12
60068.928611111114,-219.7346630692482,-152.68649811866797,-152.68649811866797,7.550317152893952e-12,5.246470764593843e-12,5.246470764593843e-12,5.205445100075392e-13,9.021597654288387e-13,5.246470764593843e-12
60068.92895833333,-214.54646888002753,-154.35838922032633,-154.35838922032633,7.370682742144776e-12,5.302938433201304e-12,5.302938433201304e-12,5.345286383054259e-13,9.314678501222026e-13,5.302938433201304e-12
60068.92930555555,-209.4545701444149,-155.80828871832867,-155.80828871832867,7.194429736049319e-12,5.351765706068035e-12,5.351765706068035e-12,5.485418924264254e-13,9.599996578114538e-13,5.351765706068035e-12
60068.92965277778,-205.01376730576158,-157.06996765646798,-157.06996765646798,7.040612523801284e-12,5.3941196043965015e-12,5.3941196043965015e-12,5.625340079176531e-13,9.876014064065471e-13,5.3941196043965015e-12
60068.93,-201.53598492965102,-158.18161808829754,-158.18161808829754,6.9199313691707875e-12,5.431317595304338e-12,5.431317595304338e-12,5.764518097821107e-13,1.0141419982663277e-12,5.431317595304338e-12
60068.930347222224,-199.5193460136652,-159.18985535476992,-159.18985535476992,6.849471167895739e-12,5.464965409416037e-12,5.464965409416037e-12,5.902391584088354e-13,1.0395158193167631e-12,5.464965409416037e-12
60068.93069444445,-199.98346557468176,-160.16113178857736,-160.16113178857736,6.864204829910112e-12,5.497348549430308e-12,5.497348549430308e-12,6.038367409491089e-13,1.0636439602764145e-12,5.497348549430308e-12
60068.93104166666,-203.59190759807825,-161.17114983065878,-161.17114983065878,6.986863177864946e-12,5.53106842688974e-12,5.53106842688974e-12,6.171808460004789e-13,1.0864734934353025e-12,5.53106842688974e-12
60068.93138888889,-210.09973660856485,-162.28316316652027,-162.28316316652027,7.2089899826933285e-12,5.568296831360901e-12,5.568296831360901e-12,6.302025000720577e-13,1.1079751696720335e-12,5.568296831360901e-12
60068.93173611111,-219.31329729035497,-163.55049948038325,-163.55049948038325,7.523897029849245e-12,5.61086414948052e-12,5.61086414948052e-12,6.428615274044357e-13,1.1281395980030398e-12,5.61086414948052e-12
60068.93208333333,-231.76008493080735,-165.03331655539247,-165.03331655539247,7.949638832622626e-12,5.660833539808801e-12,5.660833539808801e-12,6.551263192862786e-13,1.1469726682122874e-12,5.660833539808801e-12
60068.93243055556,-247.1074264794588,-166.77957421335134,-166.77957421335134,8.474761343101811e-12,5.719848684838219e-12,5.719848684838219e-12,6.669614784437317e-13,1.1644900850396265e-12,5.719848684838219e-12
60068.93277777778,-263.6082921884954,-168.79683917116685,-168.79683917116685,9.039320986582643e-12,5.788166973509699e-12,5.788166973509699e-12,6.783310869456664e-13,1.180712101709854e-12,5.788166973509699e-12
60068.933125,-279.4294331073761,-171.0546472106813,-171.0546472106813,9.580455603771682e-12,5.864741717423257e-12,5.864741717423257e-12,6.89199897208814e-13,1.1956585955961714e-12,5.864741717423257e-12
60068.93347222222,-293.71650698035955,-173.50788440607488,-173.50788440607488,1.0068897815349113e-11,5.948025108302801e-12,5.948025108302801e-12,6.9953416841687e-13,1.2093450594531304e-12,5.948025108302801e-12
60068.93381944444,-306.92122085392475,-176.12383217956213,-176.12383217956213,1.0520161827049527e-11,6.036895106092868e-12,6.036895106092868e-12,7.093021573597045e-13,1.2217794245196144e-12,6.036895106092868e-12
60068.934166666666,-320.6862235702574,-178.90387816784474,-178.90387816784474,1.099057026221159e-11,6.1314004115772786e-12,6.1314004115772786e-12,7.184746071110901e-13,1.2329603795924513e-12,6.1314004115772786e-12
60068.93451388889,-336.5914037413895,-181.87911449942106,-181.87911449942106,1.153426589003695e-11,6.232607378448129e-12,6.232607378448129e-12,7.270250445957656e-13,1.2428769893684713e-12,6.232607378448129e-12
60068.93486111111,-355.27301735803485,-185.0901127005065,-185.0901127005065,1.2173034601271253e-11,6.341906748256757e-12,6.341906748256757e-12,7.349300533825871e-13,1.2515099078106203e-12,6.341906748256757e-12
60068.935208333336,-376.5851388052106,-188.57184044786476,-188.57184044786476,1.2901857376177747e-11,6.4604965515650195e-12,6.4604965515650195e-12,7.421695511177379e-13,1.2588341687593044e-12,6.4604965515650195e-12
60068.93555555555,-400.1029994338751,-192.34918257261492,-192.34918257261492,1.3706168563910912e-11,6.5892290815141645e-12,6.5892290815141645e-12,7.487269772223153e-13,1.2648232369616772e-12,6.5892290815141645e-12
60068.935902777775,-425.8322694450617,-196.4453770791491,-196.4453770791491,1.4586154146215855e-11,6.728899515112117e-12,6.728899515112117e-12,7.545895281606899e-13,1.2694542516666367e-12,6.728899515112117e-12
60068.93625,-453.04963466897607,-200.86958841690472,-200.86958841690472,1.551703615582501e-11,6.8798216079529225e-12,6.8798216079529225e-12,7.597481388738727e-13,1.272713617501976e-12,6.8798216079529225e-12
60068.93659722222,-479.0677751041949,-205.58481192007915,-205.58481192007915,1.6406783125342726e-11,7.040727008414426e-12,7.040727008414426e-12,7.641976406102193e-13,1.2746031274639301e-12,7.040727008414426e-12
