MJD,EDR,EDR60,EDR180,rho_eff,rho_eff_60,rho_eff_180,jb08_rho,rho_eff_360
60068.91645833333,-0.0,-0.0,-0.0,0.0,0.0,0.0,3.787469310310777e-13,0.0
60068.91680555556,7.889653831720352,3.944826915860176,3.944826915860176,-1.8650125768536486e-13,-9.325062884268243e-14,-9.325062884268243e-14,3.763476217048279e-13,-9.325062884268243e-14
60068.91715277778,10.760653633624315,6.216769155114889,6.216769155114889,-2.544183105689842e-13,-1.4698548615108426e-13,-1.4698548615108426e-13,3.741120445653058e-13,-1.4698548615108426e-13
60068.9175,8.173102792352438,6.705852564424276,6.705852564424276,-1.932767911490622e-13,-1.5857939126660437e-13,-1.5857939126660437e-13,3.7231520483764437e-13,-1.5857939126660437e-13
60068.91784722222,1.632455050945282,5.6911730617284775,5.6911730617284775,-3.861126080569796e-14,-1.3460913808898887e-13,-1.3460913808898887e-13,3.7094891212837975e-13,-1.3460913808898887e-13
60068.91819444444,-6.892021115869284,3.5939740321288505,3.5939740321288505,1.630407304607682e-13,-8.502065527717308e-14,-8.502065527717308e-14,3.6999957665104907e-13,-8.502065527717308e-14
60068.918541666666,-16.567339938133955,0.713786322091307,0.713786322091307,3.9199062791492373e-13,-1.6888501692998405e-14,-1.6888501692998405e-14,3.694460841033278e-13,-1.6888501692998405e-14
60068.91888888889,-26.883733745664358,-2.735903686378151,-2.735903686378151,6.361834649410757e-13,6.474311579677125e-14,6.474311579677125e-14,3.692687548623158e-13,6.474311579677125e-14
60068.91923611111,-33.80351385846734,-6.187860372165839,-6.187860372165839,8.000570375029509e-13,1.4645345032959754e-13,1.4645345032959754e-13,3.6962568429036534e-13,1.4645345032959754e-13
60068.919583333336,-11.877546805888414,-6.756829015538097,-6.756829015538097,2.8115674095104646e-13,1.5994279426710821e-13,1.5994279426710821e-13,3.755253578223905e-13,1.5994279426710821e-13
60068.91993055555,-116.30926859751344,-16.71614170480858,-16.71614170480858,2.7535628170361056e-12,3.957461584764148e-13,3.957461584764148e-13,3.7568823138456177e-13,3.957461584764148e-13
