MJD,EDR,EDR60,EDR180,rho_eff,rho_eff_60,rho_eff_180,jb08_rho,rho_eff_360,dtm2000_rho,nrlmsise00_rho
60068.96958333333,-184.41882269084454,-70.01607952571163,-77.39031257161072,4.309257357941062e-12,1.63604398655202e-12,1.8083554000430592e-12,6.65084350585978e-13,1.8083554000430592e-12,"(1.0147965125413018e-12, Timestamp('2023-05-04 23:16:12'))","(1.111933308817995e-12, Timestamp('2023-05-04 23:16:12'))"
60068.969930555555,-191.47539473325014,-68.53311359795431,-78.12634535975033,4.474595736554178e-12,1.6015529219584767e-12,1.8257375175871204e-12,6.585846463317493e-13,1.8257375175871204e-12,"(9.981066483370753e-13, Timestamp('2023-05-04 23:16:42'))","(1.1118780147482918e-12, Timestamp('2023-05-04 23:16:42'))"
60068.97027777778,-199.6988926678896,-67.01662973146885,-78.90565656044353,4.667288333501138e-12,1.566287774146202e-12,1.8441536925508558e-12,6.516210784168303e-13,1.8441536925508558e-12,"(9.821394816194329e-13, Timestamp('2023-05-04 23:17:12'))","(1.1106646500390365e-12, Timestamp('2023-05-04 23:17:12'))"
60068.970625,-209.5960559695959,-65.55131801428894,-79.73807948661648,4.899194367499865e-12,1.5322265798951043e-12,1.863834450934307e-12,6.442039348284726e-13,1.863834450934307e-12,"(9.669458473392076e-13, Timestamp('2023-05-04 23:17:42'))","(1.1079502071386402e-12, Timestamp('2023-05-04 23:17:42'))"
60068.970972222225,-219.62532763183117,-64.18441615514458,-80.62344181664949,5.134296171859585e-12,1.500472671853351e-12,1.884776374131509e-12,6.363442728039001e-13,1.884776374131509e-12,"(9.525396504665092e-13, Timestamp('2023-05-04 23:18:12'))","(1.1034271787323145e-12, Timestamp('2023-05-04 23:18:12'))"
60068.97131944444,-227.8871554657817,-62.91330129696677,-81.54962869494591,5.328187338873357e-12,1.4709642354878444e-12,1.906696751794237e-12,6.28052949788495e-13,1.906696751794237e-12,"(9.389014068322307e-13, Timestamp('2023-05-04 23:18:42'))","(1.0968347874560167e-12, Timestamp('2023-05-04 23:18:42'))"
60068.971666666665,-233.69619593396783,-61.72400033225616,-82.5005447401898,5.464827650147683e-12,1.4433740452871872e-12,1.9292194990449298e-12,6.193386134405073e-13,1.9292194990449298e-12,"(9.259822440829422e-13, Timestamp('2023-05-04 23:19:12'))","(1.0879689792995835e-12, Timestamp('2023-05-04 23:19:12'))"
60068.97201388889,-237.3764021024108,-60.630056267542145,-83.46250658716012,5.5517704402661705e-12,1.4180186033512916e-12,1.952025023705632e-12,6.10200494731726e-13,1.952025023705632e-12,"(9.137078957387186e-13, Timestamp('2023-05-04 23:19:42'))","(1.0766902276720408e-12, Timestamp('2023-05-04 23:19:42'))"
60068.97236111111,-239.9873023852706,-59.67896241278698,-84.42870903035833,5.613777069373888e-12,1.3960088195794983e-12,1.9749542831669232e-12,6.006629292765664e-13,1.9749542831669232e-12,"(9.019831081323913e-13, Timestamp('2023-05-04 23:20:12'))","(1.0629291758183166e-12, Timestamp('2023-05-04 23:20:12'))"
60068.972708333335,-242.37178758904338,-58.94359129176785,-85.39768497243615,5.670555220151807e-12,1.3790503119973626e-12,1.9979730030724844e-12,5.908141255307612e-13,1.9979730030724844e-12,"(8.906959181868543e-13, Timestamp('2023-05-04 23:20:42'))","(1.0466891268680167e-12, Timestamp('2023-05-04 23:20:42'))"
60068.97305555556,-244.21932059898973,-58.607436198554936,-86.36610957991513,5.714834724585348e-12,1.3714386342773553e-12,2.02100325577879e-12,5.807296209538003e-13,2.02100325577879e-12,"(8.797224404476642e-13, Timestamp('2023-05-04 23:21:12'))","(1.0280458556362708e-12, Timestamp('2023-05-04 23:21:12'))"
60068.97340277778,-244.50845205411315,-60.31550166495144,-87.3245480191527,5.722700201904544e-12,1.4116793536429613e-12,2.043823861229265e-12,5.704764478119439e-13,2.043823861229265e-12,"(8.689318069507467e-13, Timestamp('2023-05-04 23:21:42'))","(1.0071442733268304e-12, Timestamp('2023-05-04 23:21:42'))"
60068.97375,-242.52165908366442,-60.796844022534785,-88.25947037496302,5.677331258311008e-12,1.4232288541978095e-12,2.0661175249048224e-12,5.601162880722591e-13,2.0661175249048224e-12,"(8.581915821619771e-13, Timestamp('2023-05-04 23:22:12'))","(9.841924626002628e-13, Timestamp('2023-05-04 23:22:12'))"
60068.97409722222,-238.36498047038913,-60.147978259188434,-89.15830576475598,5.5811748549851685e-12,1.4083292905523046e-12,2.0875889288156175e-12,5.49706553077993e-13,2.0875889288156175e-12,"(8.473734740021272e-13, Timestamp('2023-05-04 23:22:42'))","(9.59453262348461e-13, Timestamp('2023-05-04 23:22:42'))"
60068.974444444444,-233.21689941734076,-59.44572116080671,-90.01579739364041,5.461794888734112e-12,1.392181856479419e-12,2.1081140489313714e-12,5.393008135970472e-13,2.1081140489313714e-12,"(8.363592312102039e-13, Timestamp('2023-05-04 23:23:12'))","(9.33233887136374e-13, Timestamp('2023-05-04 23:23:12'))"
60068.97479166667,-228.50598073378205,-58.99402236168583,-90.83526593411463,5.352635278932527e-12,1.3819046850558445e-12,2.127769467778659e-12,5.289489457976326e-13,2.127769467778659e-12,"(8.250465534402076e-13, Timestamp('2023-05-04 23:23:42'))","(9.058741956771117e-13, Timestamp('2023-05-04 23:23:42'))"
60068.97513888889,-224.4635777361691,-58.934680225824316,-91.62131482706789,5.259118845153227e-12,1.3808230739911655e-12,2.1466617804297196e-12,5.186972492418332e-13,2.1466617804297196e-12,"(8.133549181427955e-13, Timestamp('2023-05-04 23:24:12'))","(8.777344527618744e-13, Timestamp('2023-05-04 23:24:12'))"
60068.975486111114,-220.3616610094905,-59.331700785333915,-92.37418234860252,5.1641903218122045e-12,1.3904423916966344e-12,2.1647951657499254e-12,5.085884776150864e-13,2.1647951657499254e-12,"(8.012307647565575e-13, Timestamp('2023-05-04 23:24:42'))","(8.491830125789961e-13, Timestamp('2023-05-04 23:24:42'))"
60068.97583333333,-215.6776146106422,-60.21027256269008,-93.09106276873067,5.055594159046084e-12,1.4113597409357135e-12,2.1821023662683105e-12,4.986619449704736e-13,2.1821023662683105e-12,"(7.886517801536379e-13, Timestamp('2023-05-04 23:25:12'))","(8.205847044312838e-13, Timestamp('2023-05-04 23:25:12'))"
60068.97618055555,-210.16568022593856,-61.57487200237811,-93.76779466154689,4.9275542205462604e-12,1.4436872856154696e-12,2.1984840333545335e-12,4.889536218477808e-13,2.1984840333545335e-12,"(7.756296451951553e-13, Timestamp('2023-05-04 23:25:42'))","(7.922902288828762e-13, Timestamp('2023-05-04 23:25:42'))"
60068.97652777778,-203.40500362962484,-63.40520494058728,-94.39789356366228,4.770183148368492e-12,1.4869567352294436e-12,2.213786451088469e-12,4.794961808528306e-13,2.213786451088469e-12,"(7.622107262157326e-13, Timestamp('2023-05-04 23:26:12'))","(7.646268723529879e-13, Timestamp('2023-05-04 23:26:12'))"
60068.976875,-194.5407688394189,-65.64747510403394,-94.97013856523803,4.56340392786975e-12,1.5399134460692973e-12,2.227744374325339e-12,4.703191251079267e-13,2.227744374325339e-12,"(7.484745862053058e-13, Timestamp('2023-05-04 23:26:42'))","(7.37891004238547e-13, Timestamp('2023-05-04 23:26:42'))"
60068.977222222224,-182.43377008661628,-68.2087256355832,-95.46709101706405,4.280447392967361e-12,1.6003827673233906e-12,2.2399463688337622e-12,4.614489414289848e-13,2.2399463688337622e-12,"(7.345301462604992e-13, Timestamp('2023-05-04 23:27:12'))","(7.123424422282318e-13, Timestamp('2023-05-04 23:27:12'))"
60068.97756944445,-166.06064353883266,-70.96171913395325,-95.86592464713054,3.897236925087162e-12,1.6653833574469772e-12,2.2498541101043776e-12,4.529092043597899e-13,2.2498541101043776e-12,"(7.2050954126966e-13, Timestamp('2023-05-04 23:27:42'))","(6.882006182903886e-13, Timestamp('2023-05-04 23:27:42'))"
60068.97791666666,-145.27671747282147,-73.77062234381835,-96.14351337087037,3.410299630540377e-12,1.731729147658662e-12,2.256921782314312e-12,4.4472079337319904e-13,2.256921782314312e-12,"(7.065603967398992e-13, Timestamp('2023-05-04 23:28:12'))","(6.656427594404426e-13, Timestamp('2023-05-04 23:28:12'))"
60068.97826388889,-120.94518679752946,-76.52578743230552,-96.28207020565618,2.8398247475023453e-12,1.7968455853987266e-12,2.260728293127626e-12,4.369020240559625e-13,2.260728293127626e-12,"(6.928369272120745e-13, Timestamp('2023-05-04 23:28:42'))","(6.448036440976667e-13, Timestamp('2023-05-04 23:28:42'))"
60068.97861111111,-93.95392426475883,-79.14802687714497,-96.26913606154008,2.206602516013461e-12,1.8588711074212996e-12,2.2609775963079817e-12,4.2946882714737447e-13,2.2609775963079817e-12,"(6.794909373540804e-13, Timestamp('2023-05-04 23:29:12'))","(6.257769251275539e-13, Timestamp('2023-05-04 23:29:12'))"
60068.97895833333,-65.88766978308558,-81.59060244504363,-96.63517867144611,1.5478153278665584e-12,1.9167043771629204e-12,2.2701274950413514e-12,4.224348827805941e-13,2.2575853541847693e-12,"(6.666634789237638e-13, Timestamp('2023-05-04 23:29:42'))","(6.086176086408555e-13, Timestamp('2023-05-04 23:29:42'))"
60068.97930555556,-39.74663828313351,-83.85530483846863,-96.87680418342352,9.33943456628832e-13,1.9703833239838367e-12,2.276354964203732e-12,4.15811837375735e-13,2.250856446730279e-12,"(6.544781599325512e-13, Timestamp('2023-05-04 23:30:12'))","(5.933455694241059e-13, Timestamp('2023-05-04 23:30:12'))"
60068.97965277778,-17.93380706757307,-85.98118440055599,-96.99088303196348,4.214994820942196e-13,2.0208216001281164e-12,2.279583292704956e-12,4.096094042146154e-13,2.2413980013049967e-12,"(6.43036375933814e-13, Timestamp('2023-05-04 23:30:42'))","(5.79949507067762e-13, Timestamp('2023-05-04 23:30:42'))"
60068.98,-1.7949106022715569,-88.02950433300187,-96.98002923803611,4.219594534179569e-14,2.06945579829983e-12,2.2798706563965154e-12,4.038355339542897e-13,2.229976351194765e-12,"(6.324150579274805e-13, Timestamp('2023-05-04 23:31:12'))","(5.683913279951047e-13, Timestamp('2023-05-04 23:31:12'))"
60068.98034722222,7.794749852269888,-90.08196879979224,-96.86220552018948,-1.8328722231253925e-13,2.118204452314869e-12,2.2776362209611968e-12,3.9849657770970036e-13,2.217453210338929e-12,"(6.226668212766491e-13, Timestamp('2023-05-04 23:31:42'))","(5.586106018564872e-13, Timestamp('2023-05-04 23:31:42'))"
60068.98069444444,11.21283296495676,-92.22195212040097,-96.6648854466776,-2.6372176337541383e-13,2.1690268562035e-12,2.273523036163279e-12,3.9359745183809983e-13,2.2046245655288165e-12,"(6.138222724647894e-13, Timestamp('2023-05-04 23:32:12'))","(5.50528922780931e-13, Timestamp('2023-05-04 23:32:12'))"
60068.981041666666,10.07357233017683,-94.50901036753008,-96.41033881879929,-2.369807218008377e-13,2.2233238378094795e-12,2.2680525769294114e-12,3.89141740003565e-13,2.192067226224987e-12,"(6.058939133183344e-13, Timestamp('2023-05-04 23:32:42'))","(5.440539648308862e-13, Timestamp('2023-05-04 23:32:42'))"
60068.98138888889,6.1703796572983265,-96.96948879125218,-96.11219576148109,-1.4519053368366645e-13,2.2817156496977475e-12,2.2615433362537074e-12,3.8513185238135676e-13,2.1801215831592747e-12,"(5.988812381835718e-13, Timestamp('2023-05-04 23:33:12'))","(5.390833337628476e-13, Timestamp('2023-05-04 23:33:12'))"
60068.98173611111,1.2615905404090881,-99.59115578184525,-95.79475470400519,-2.969200443277157e-14,2.3439150375846393e-12,2.2545653206826292e-12,3.815690322609524e-13,2.168902258900978e-12,"(5.92776077116984e-13, Timestamp('2023-05-04 23:33:42'))","(5.355079091370355e-13, Timestamp('2023-05-04 23:33:42'))"
60068.982083333336,-3.2845818996429443,-102.32567438172798,-95.61672205144747,7.732027827117542e-14,2.408784393027607e-12,2.250853162528611e-12,3.784533869411239e-13,2.1583521130268644e-12,"(5.875678575803821e-13, Timestamp('2023-05-04 23:34:12'))","(5.332149533274211e-13, Timestamp('2023-05-04 23:34:12'))"
60068.98243055555,-7.805699523538351,-105.12218303276846,-94.88393228888097,1.8378696990010807e-13,2.4751256989353343e-12,2.2340637575138886e-12,3.757837040612181e-13,2.1484569604711204e-12,"(5.832479430235665e-13, Timestamp('2023-05-04 23:34:42'))","(5.320907341493949e-13, Timestamp('2023-05-04 23:34:42'))"
60068.982777777775,-14.348775167018175,-107.95875915655246,-93.21408717098335,3.3791266634276956e-13,2.542421338199042e-12,2.19518532906248e-12,3.735571196143381e-13,2.1394540137618794e-12,"(5.798128424366628e-13, Timestamp('2023-05-04 23:35:12'))","(5.320228946742763e-13, Timestamp('2023-05-04 23:35:12'))"
60068.983125,-23.282962948083878,-110.80919091490408,-91.24670398587153,5.484180028540219e-13,2.6100524797864224e-12,2.149268341770996e-12,3.7176832889415567e-13,2.1316211012113963e-12,"(5.772657805896722e-13, Timestamp('2023-05-04 23:35:42'))","(5.32902386466141e-13, Timestamp('2023-05-04 23:35:42'))"
60068.98347222222,-32.68140568956733,-113.60137928482145,-89.08436803087179,7.699364459676532e-13,2.6763182420730436e-12,2.0987255678191087e-12,3.7040830913765224e-13,2.1249961689689253e-12,"(5.756168433917196e-13, Timestamp('2023-05-04 23:36:12'))","(5.346253390917323e-13, Timestamp('2023-05-04 23:36:12'))"
60068.983819444446,-41.151773765683174,-116.2403269763415,-86.75713159336398,9.696613808461882e-13,2.738976856931613e-12,2.0442627940676614e-12,3.6946226159693063e-13,2.1194481340773128e-12,"(5.74881735284591e-13, Timestamp('2023-05-04 23:36:42'))","(5.37095011904899e-13, Timestamp('2023-05-04 23:36:42'))"
60068.98416666667,-49.023995850235224,-118.65465921064218,-84.29281046715461,1.1553516469154514e-12,2.796341945523996e-12,1.9865340576046045e-12,3.6890759440197177e-13,2.114888312251665e-12,"(5.750791789212026e-13, Timestamp('2023-05-04 23:37:12'))","(5.402241262115027e-13, Timestamp('2023-05-04 23:37:12'))"
60068.98451388889,-57.50052969530225,-120.81800382975489,-81.72970249199619,1.355338330494552e-12,2.8477871851271415e-12,1.926441358267496e-12,3.6872779784983036e-13,2.1113738169823414e-12,"(5.762274395675819e-13, Timestamp('2023-05-04 23:37:42'))","(5.439393641154652e-13, Timestamp('2023-05-04 23:37:42'))"
60068.98486111111,-64.77558963745832,-122.69739487531284,-79.09760908409953,1.527052709313991e-12,2.892530817840147e-12,1.8646872830978456e-12,3.691702147710857e-13,2.1087457321783346e-12,"(5.783401115896237e-13, Timestamp('2023-05-04 23:38:12'))","(5.481944545785579e-13, Timestamp('2023-05-04 23:38:12'))"
60068.98520833333,-38.72089795395732,-123.75012027261158,-76.24919775606443,9.129586761524848e-13,2.9177718479601446e-12,1.79779835487909e-12,3.787404249105139e-13,2.1030413651042415e-12,"(5.814219735746631e-13, Timestamp('2023-05-04 23:38:42'))","(5.52974448866783e-13, Timestamp('2023-05-04 23:38:42'))"
60068.985555555555,-41.54927169904113,-124.48900947483877,-73.38219340785096,9.797795730502481e-13,2.935593900085634e-12,1.7304364477775963e-12,3.761815379467369e-13,2.0977106284367387e-12,"(5.854650850277309e-13, Timestamp('2023-05-04 23:39:12'))","(5.571288196137709e-13, Timestamp('2023-05-04 23:39:12'))"
60068.98590277778,-167.98739356175065,-127.00318706389517,-71.21836209758702,3.961841330529985e-12,2.9952633048849084e-12,1.6796251460806939e-12,3.8012207781231325e-13,2.107251289421122e-12,"(5.904455481162114e-13, Timestamp('2023-05-04 23:39:42'))","(5.625137878148828e-13, Timestamp('2023-05-04 23:39:42'))"
60068.98625,-219.75506707280874,-130.0592736367757,-69.37633150263379,5.183353438869471e-12,3.067702566506425e-12,1.6363765862617526e-12,3.7986504932259163e-13,2.122728368056491e-12,"(5.963210864057018e-13, Timestamp('2023-05-04 23:40:12'))","(5.681946181413111e-13, Timestamp('2023-05-04 23:40:12'))"
60068.986597222225,-255.965906675905,-133.39866077906143,-67.79955969488041,6.03811900762668e-12,3.1468135725663697e-12,1.599360693847099e-12,3.789314880736632e-13,2.1422476259866935e-12,"(6.030297946799554e-13, Timestamp('2023-05-04 23:40:42'))","(5.740948653281499e-13, Timestamp('2023-05-04 23:40:42'))"
60068.98694444444,-287.2963118106127,-136.9429266925901,-66.48364541458173,6.7778704501688344e-12,3.230746020858095e-12,1.5684765767965927e-12,3.7806321865948133e-13,2.165185622876547e-12,"(6.10490108219531e-13, Timestamp('2023-05-04 23:41:12'))","(5.802241156481363e-13, Timestamp('2023-05-04 23:41:12'))"
60068.987291666665,-314.76914321258664,-140.64849248429138,-65.42062031663954,7.426684941151928e-12,3.318470261944782e-12,1.543538641645916e-12,3.774781638389105e-13,2.191048122551645e-12,"(6.18602028378727e-13, Timestamp('2023-05-04 23:41:42'))","(5.86582014717873e-13, Timestamp('2023-05-04 23:41:42'))"
60068.98763888889,-337.3041898161173,-144.4820338578274,-64.58890902145455,7.959030361418671e-12,3.4091983701147064e-12,1.524040031026326e-12,3.7725869310701137e-13,2.219226661526855e-12,"(6.27249601787002e-13, Timestamp('2023-05-04 23:42:12'))","(5.931686604658352e-13, Timestamp('2023-05-04 23:42:12'))"
60068.98798611111,-354.08076674491167,-148.40607805922627,-63.96138187891079,8.355496131339029e-12,3.5020439615812105e-12,1.5093422999429759e-12,3.7744027477186487e-13,2.2490305646741684e-12,"(6.363043744571458e-13, Timestamp('2023-05-04 23:42:42'))","(5.999868451916362e-13, Timestamp('2023-05-04 23:42:42'))"
60068.988333333335,-365.14935125783086,-152.3630945218727,-63.5161110094438,8.617232823192925e-12,3.595647245803427e-12,1.4989294509404026e-12,3.780388149357592e-13,2.279788076288014e-12,"(6.456297390129839e-13, Timestamp('2023-05-04 23:43:12'))","(6.070417686934465e-13, Timestamp('2023-05-04 23:43:12'))"
60068.98868055556,-371.7603854946792,-156.2855234016354,-63.2415022007914,8.773719458623446e-12,3.688411652429018e-12,1.492529113109612e-12,3.7906086258117775e-13,2.3109814575773904e-12,"(6.550857272385396e-13, Timestamp('2023-05-04 23:43:42'))","(6.143397489011274e-13, Timestamp('2023-05-04 23:43:42'))"
60068.98902777778,-376.0276040844619,-160.12301904310783,-63.13622780371871,8.874823655032199e-12,3.779146907522647e-12,1.4901110501347309e-12,3.805079962567728e-13,2.342340437501655e-12,"(6.645341092583828e-13, Timestamp('2023-05-04 23:44:12'))","(6.218866185592026e-13, Timestamp('2023-05-04 23:44:12'))"
60068.989375,-379.69969234615564,-163.8495418013384,-63.20528587117377,8.961810487364849e-12,3.867236586345437e-12,1.4917941868143138e-12,3.823788700039171e-13,2.373795568172434e-12,"(6.738434417014094e-13, Timestamp('2023-05-04 23:44:42'))","(6.29685981527861e-13, Timestamp('2023-05-04 23:44:42'))"
60068.98972222222,-383.23612878099084,-167.45582084922742,-63.45553199439827,9.045522456904501e-12,3.952459787257398e-12,1.4977409397592853e-12,3.846702370341308e-13,2.405329633856819e-12,"(6.828938273148881e-13, Timestamp('2023-05-04 23:45:12'))","(6.37737517852974e-13, Timestamp('2023-05-04 23:45:12'))"
60068.990069444444,-385.45484263822436,-170.9369557576254,-63.890134135737185,9.098058166749855e-12,4.0346992547442925e-12,1.5080266022081207e-12,3.873774407978816e-13,2.4367949461318807e-12,"(6.915810702686064e-13, Timestamp('2023-05-04 23:45:42'))","(6.460353991505805e-13, Timestamp('2023-05-04 23:45:42'))"
60068.99041666667,-384.63769525662065,-174.273936967055,-64.50561226109663,9.078861164535151e-12,4.1135044688358795e-12,1.5225691742487952e-12,3.9049475615989876e-13,2.467856811301264e-12,"(6.998202577834413e-13, Timestamp('2023-05-04 23:46:12'))","(6.545671524701028e-13, Timestamp('2023-05-04 23:46:12'))"
60068.99076388889,-380.50581585243344,-177.42444398570805,-65.29793099444359,8.981349038615727e-12,4.187875173072149e-12,1.5412734453130738e-12,3.940155247268058e-13,2.4981563334874052e-12,"(7.075483495001081e-13, Timestamp('2023-05-04 23:46:42'))","(6.633128404351397e-13, Timestamp('2023-05-04 23:46:42'))"
60068.991111111114,-374.38771910220385,-180.33592442627997,-66.26978983429984,8.836884008869449e-12,4.256570302596504e-12,1.5642031406964924e-12,3.979321957403774e-13,2.527486749338315e-12,"(7.147257760383931e-13, Timestamp('2023-05-04 23:47:12'))","(6.722447603112961e-13, Timestamp('2023-05-04 23:47:12'))"
60068.99145833333,-367.632895052433,-182.96987174432724,-67.42927453944253,8.677325968413453e-12,4.318681056269157e-12,1.5915490775354448e-12,4.022362832630888e-13,2.5557921938906767e-12,"(7.213369973971455e-13, Timestamp('2023-05-04 23:47:42'))","(6.813277443744942e-13, Timestamp('2023-05-04 23:47:42'))"
60068.99180555555,-360.8782694451511,-185.3240874412159,-68.78502561708706,8.517714840933347e-12,4.374155674176419e-12,1.6235148612119215e-12,4.069182606449317e-13,2.5830866702114564e-12,"(7.273900747049316e-13, Timestamp('2023-05-04 23:48:12'))","(6.905201564330379e-13, Timestamp('2023-05-04 23:48:12'))"
60068.99215277778,-354.3403276912868,-187.431640311641,-70.3440182480961,8.363166982228054e-12,4.423775628059018e-12,1.6602647930107202e-12,4.119674644358941e-13,2.609407622769359e-12,"(7.329154619911899e-13, Timestamp('2023-05-04 23:48:42'))","(6.997757254761123e-13, Timestamp('2023-05-04 23:48:42'))"
60068.9925,-348.17323292046785,-189.33959092808266,-72.11088284022279,8.21732616976009e-12,4.468652464907908e-12,1.7019075237837795e-12,4.173720229057243e-13,2.6348082074952935e-12,"(7.379641784079463e-13, Timestamp('2023-05-04 23:49:12'))","(7.090462151191845e-13, Timestamp('2023-05-04 23:49:12'))"
60068.992847222224,-342.39312905818224,-191.08986971067887,-74.08692878275696,8.08057806022091e-12,4.5097768549327256e-12,1.7484732036470419e-12,4.2311869593601533e-13,2.6593424629516366e-12,"(7.426053409115318e-13, Timestamp('2023-05-04 23:49:42'))","(7.182846489293502e-13, Timestamp('2023-05-04 23:49:42'))"
60068.99319444445,-336.7389446310699,-192.70239708144217,-76.26794948544767,7.9467656044329e-12,4.547620064249858e-12,1.7998616654085097e-12,4.291928089142918e-13,2.683035746942228e-12,"(7.469235415602413e-13, Timestamp('2023-05-04 23:50:12'))","(7.27449180763153e-13, Timestamp('2023-05-04 23:50:12'))"
60068.99354166666,-330.61907475441694,-194.17318520086508,-78.6436248080391,7.801932712309251e-12,4.582089302007742e-12,1.8558284014924904e-12,4.355781113634768e-13,2.7058504501847304e-12,"(7.510159697032918e-13, Timestamp('2023-05-04 23:50:42'))","(7.365070632126896e-13, Timestamp('2023-05-04 23:50:42'))"
60068.99388888889,-323.25484996661544,-195.49044402365882,-81.19825306617551,7.627711473273561e-12,4.6129074411369396e-12,1.916001713776613e-12,4.422566775559449e-13,2.7276674442202095e-12,"(7.549896359163425e-13, Timestamp('2023-05-04 23:51:12'))","(7.454385347004398e-13, Timestamp('2023-05-04 23:51:12'))"
60068.99423611111,-313.72891971096396,-196.64411848460634,-83.91049376233585,7.402467551877586e-12,4.639839093224018e-12,1.9798771114565195e-12,4.4920883351223077e-13,2.7482739562656886e-12,"(7.589588008301447e-13, Timestamp('2023-05-04 23:51:42'))","(7.542401926548335e-13, Timestamp('2023-05-04 23:51:42'))"
60068.99458333333,-300.8295941762626,-197.6159174028163,-86.74985068715695,7.0976279439183944e-12,4.662454375082133e-12,2.046734019150891e-12,4.564130609248315e-13,2.767334384896045e-12,"(7.630426178522597e-13, Timestamp('2023-05-04 23:52:12'))","(7.629273621232101e-13, Timestamp('2023-05-04 23:52:12'))"
60068.99493055556,-282.9658997245133,-198.3592660570517,-89.67288687123606,6.6756811001141e-12,4.6796564700508e-12,2.1155467731687295e-12,4.638459161732154e-13,2.7843538989153346e-12,"(7.673630935593291e-13, Timestamp('2023-05-04 23:52:42'))","(7.715351534546397e-13, Timestamp('2023-05-04 23:52:42'))"
60068.99527777778,-258.81072917953134,-198.78582988642157,-92.62605572549833,6.105353181477058e-12,4.689363933161107e-12,2.1850515463717786e-12,4.714819939758371e-13,2.79870927670688e-12,"(7.720434048828555e-13, Timestamp('2023-05-04 23:53:12'))","(7.801179903140079e-13, Timestamp('2023-05-04 23:53:12'))"
60068.995625,-228.80159608274698,-198.79075680890432,-95.55740440274693,5.39700703101493e-12,4.689106765716907e-12,2.254022665299278e-12,4.79293884382523e-13,2.8098336846750692e-12,"(7.772064398898855e-13, Timestamp('2023-05-04 23:53:42'))","(7.887474080457339e-13, Timestamp('2023-05-04 23:53:42'))"
60068.99597222222,-194.8864555209875,-198.29780477198463,-98.42559618070308,4.596630480175349e-12,4.677091238229251e-12,2.32148557591745e-12,4.872521671191586e-13,2.817370481943305e-12,"(7.829735464431128e-13, Timestamp('2023-05-04 23:54:12'))","(7.975082458683719e-13, Timestamp('2023-05-04 23:54:12'))"
60068.99631944444,-158.28361657261848,-197.26317069803676,-101.19410001049853,3.732988518821007e-12,4.6522891461995216e-12,2.386579367412331e-12,4.953252304618892e-13,2.8210936285074673e-12,"(7.894630521039978e-13, Timestamp('2023-05-04 23:54:42'))","(8.064931366974971e-13, Timestamp('2023-05-04 23:54:42'))"
60068.996666666666,-119.06424027308822,-195.65294779241086,-103.82117788456381,2.807784301978959e-12,4.613906528000653e-12,2.4483209468152294e-12,5.034792970907993e-13,2.8207885998733256e-12,"(7.9678903347746e-13, Timestamp('2023-05-04 23:55:12'))","(8.157962931397616e-13, Timestamp('2023-05-04 23:55:12'))"
60068.99701388889,-76.64857836440206,-193.42766276138525,-106.25298000894901,1.807370968365671e-12,4.561017955110778e-12,2.5054417898988853e-12,5.116782968391355e-13,2.8161856724472522e-12,"(8.050596635704176e-13, Timestamp('2023-05-04 23:55:42'))","(8.255065578694131e-13, Timestamp('2023-05-04 23:55:42'))"
60068.99736111111,-30.650056205689907,-190.548413637653,-108.42932846419927,7.226608224355818e-13,4.49271193465605e-12,2.556524763224731e-12,5.198838489087246e-13,2.8069809702063987e-12,"(8.143754540497736e-13, Timestamp('2023-05-04 23:56:12'))","(8.357007403376278e-13, Timestamp('2023-05-04 23:56:12'))"
60068.997708333336,18.050829272717237,-187.00522033578406,-110.30350440881318,-4.25559042802662e-13,4.4087593629551585e-12,2.600470762024312e-12,5.280551529532754e-13,2.7929643860489717e-12,"(8.248270432787716e-13, Timestamp('2023-05-04 23:56:42'))","(8.464375767715656e-13, Timestamp('2023-05-04 23:56:42'))"
60068.99805555555,67.3574077822268,-182.84203403797,-111.85002686296487,-1.5878410884017333e-12,4.310202899599161e-12,2.6366820553138256e-12,5.361486805136458e-13,2.7741391464263403e-12,"(8.364924251825454e-13, Timestamp('2023-05-04 23:57:12'))","(8.577528142005353e-13, Timestamp('2023-05-04 23:57:12'))"
60068.998402777775,115.65780735388398,-178.1467265230914,-113.0553187723582,-2.7261852239289305e-12,4.199119667317906e-12,2.6648416269965518e-12,5.441174624882172e-13,2.7506685578608904e-12,"(8.494336053441149e-13, Timestamp('2023-05-04 23:57:42'))","(8.696558725831537e-13, Timestamp('2023-05-04 23:57:42'))"
60068.99875,162.46383753046393,-173.01771727303665,-113.91396415310187,-3.829091597631329e-12,4.077834781708333e-12,2.6848251870803464e-12,5.519091857008916e-13,2.7227616799620062e-12,"(8.636926851059685e-13, Timestamp('2023-05-04 23:58:12'))","(8.821283623914897e-13, Timestamp('2023-05-04 23:58:12'))"
60068.99909722222,207.22516465559602,-167.54821141548456,-114.43113691417707,-4.883601490976506e-12,3.94854889578205e-12,2.696757759980483e-12,5.594610308112091e-13,2.6906779140706274e-12,"(8.792877333403387e-13, Timestamp('2023-05-04 23:58:42'))","(8.951248721934501e-13, Timestamp('2023-05-04 23:58:42'))"
60068.999444444446,248.34583416953683,-161.84321544157962,-114.62351899380899,-5.852123046930816e-12,3.813739877063886e-12,2.701035592028722e-12,5.667456502453901e-13,2.6548290103753706e-12,"(8.962081482272808e-13, Timestamp('2023-05-04 23:59:12'))","(9.085755143463243e-13, Timestamp('2023-05-04 23:59:12'))"
