MJD,x,y,z,xv,yv,zv,lat,lon,alt,kinetic_energy,monopole,U_j2,U_non_spherical,HOT_total_diff,HOT_plus_total_diff
60068.91645833333,-172595.137444898,-1142239.765478742,-6797574.833602441,-5189.569007347999,5484.497477535336,-790.3354131055796,-80.37520592632713,70.00176387366545,13246033.564171197,28817984.564163562,57809767.70437395,51308.712389116765,51502.30220463519,0.0,0.0
60068.91680555556,-328160.06644694787,-977113.1189277706,-6817570.953371412,-5180.485477648859,5522.946698025012,-542.6198829405071,-81.4443604251823,59.96300346481182,13245921.853386622,28817403.175359245,57809653.15961611,51776.083347850676,51983.73548207964,-14.589230962097645,-14.589230962097645
60068.91715277778,-483367.8831061798,-810923.0937646125,-6830126.202957348,-5165.763770423645,5555.383125880559,-294.32202035701704,-82.1971324084489,47.597206097432945,13245853.180635888,28817011.2294035,57809560.78075048,52073.07979358541,52284.43694270315,-15.723601471632719,-15.723601471632719
60068.9175,-638049.6709868921,-643850.6032158397,-6835227.122709111,-5145.420134329643,5581.77248354148,-45.70901578928825,-82.5371709241182,33.41739819410921,13245827.943728104,28816810.865455065,57809490.20698897,52198.41283998155,52397.27257853216,1.230949617922306,1.230949617922306
60068.91784722222,-792037.0907120596,-476077.49628111743,-6832868.267673901,-5119.476619141745,5602.086816164249,202.951693183069,-82.40881434689332,18.839748074424527,13245846.312940959,28816803.46977308,57809441.265593976,52151.539598474934,52323.90821159055,33.049603555351496,33.049603555351496
60068.91819444444,-945162.5466215818,-307786.3622735682,-6823052.21822839,-5087.961120817201,5616.304541233437,451.39270933570504,-81.83412195737627,5.522471124852709,13245908.235079248,28816990.222434092,57809413.93189772,51932.66542060463,52075.36459425972,67.50686362013221,67.50686362013221
60068.918541666666,-1097259.3726803565,-139160.34557259845,-6805789.571666122,-5050.907314671768,5624.410364966247,699.347008352744,-80.89723885379186,-5.588427247615822,13246013.430452555,28817371.446518227,57809408.35701186,51542.74302172934,51661.43364344444,94.6388444378972,94.6388444378972
60068.91888888889,-1248161.9945198481,29617.047302635736,-6781098.929838985,-5008.354598981701,5626.395219897685,946.5480699023033,-79.69649045893395,-14.417777141909049,13246161.39125093,28817946.10413222,57809424.89179014,50983.46844564155,51085.48646172456,112.46319044008851,112.46319044008851
60068.91923611111,-1397706.1083094245,198362.12892957835,-6749006.878760308,-4960.348061562899,5622.2563823465625,1192.7300449584852,-78.3129173140776,-21.33075380213263,13246351.382744078,28818712.34041707,57809464.09531032,50257.273727678534,50347.94258084626,122.97430665791035,122.97430665791035
60068.919583333336,-1545728.8448981512,366891.22825707507,-6709547.96824159,-4906.938397183057,5611.997552993563,1437.6280132141546,-76.80389069999067,-26.76943733358779,13246582.450258054,28819667.636466626,57809526.702740915,49367.31634073956,49449.688375655576,128.5398928821087,128.5398928821087
60068.91993055555,-1692068.9417792538,535020.8813644956,-6662764.676511436,-4848.181891812211,5595.628819763568,1680.9782175473342,-75.20774407520169,-31.108141053557286,13246853.421552794,28820808.65626653,57809613.63968635,48317.46559173231,48393.07255251522,131.07286155596375,131.07286155596375
60068.920277777775,-1836566.9077446368,702568.0212945378,-6608707.376850856,-4784.140522405205,5573.166610871224,1922.5182818475046,-73.5498054788836,-34.628988990141266,13247162.917979853,28822131.577343635,57809725.970439695,47112.285825188614,47181.80779069764,131.74729961156845,131.74729961156845
60068.920625,-1979065.2000696226,869350.1684350534,-6547434.287200428,-4714.882014166329,5544.633705932324,2161.987604245104,-71.84698505117689,-37.53637084497537,13247509.360694364,28823632.87068972,57809864.89526494,45757.01668383148,45820.6792312054,130.50733826309443,130.50733826309443
60068.92097222222,-2119408.3883092958,1035185.6245586303,-6479011.412797588,-4640.479624946291,5510.059173354133,2399.1277488298515,-70.11079413572618,-39.9771930673749,13247890.976498293,28825308.599305548,57810031.75778148,44257.55052409965,44315.31472862929,127.00574155524373,127.00574155524373
60068.921319444446,-2257443.322268807,1199893.6540479541,-6403512.476804115,-4561.011900775405,5469.478328637309,2633.6825315028095,-68.3492459376551,-42.05768699272096,13248305.800499335,28827153.21159554,57810228.08586878,42620.407072001944,42672.04765860752,121.98860888555646,121.98860888555646
60068.92166666667,-2393019.2850831244,1363294.6755462976,-6321018.853967471,-4476.562654109832,5422.93279913068,2865.39810612591,-66.56804520968738,-43.855609113090196,13248751.686512657,28829159.82332407,57810455.57390282,40852.70530733947,40897.855185099084,117.05738790333271,117.05738790333271
60068.92201388889,-2525988.155544885,1525210.4530716483,-6231619.496261248,-4387.2209878067015,5370.4705322823975,3094.023216776322,-64.77134074924984,-45.428704128915534,13249226.320914648,28831320.69995805,57810716.042244256,38962.13265578026,39000.34618550691,114.15809495002031,114.15809495002031
