MJD,UTC,EDR,rho_eff,jb08_rho
60069.92201388889,2023-05-05 22:07:42,25.53255794197321,-6.756081281931866e-15,5.479586123178787e-13
60069.92236111111,2023-05-05 22:08:12,5.260142311453819,-1.391867947249022e-15,5.511379938567401e-13
60069.92270833333,2023-05-05 22:08:42,-15.15102829411626,4.0090608583962445e-15,5.540709678781629e-13
60069.923055555555,2023-05-05 22:09:12,-36.535156421363354,9.66744056712987e-15,5.567654950449786e-13
60069.92340277778,2023-05-05 22:09:42,-59.61729010567069,1.5775123615808622e-14,5.592311099659118e-13
60069.92375,2023-05-05 22:10:12,-84.73348297923803,2.2421031986295417e-14,5.614788013756122e-13
60069.924097222225,2023-05-05 22:10:42,-111.78897644206882,2.958009193528597e-14,5.635209705346711e-13
60069.92444444444,2023-05-05 22:11:12,-139.9932506270707,3.7043126752432815e-14,5.653712892776865e-13
60069.924791666665,2023-05-05 22:11:42,-167.900134768337,4.442747022527797e-14,5.670446174472445e-13
60069.92513888889,2023-05-05 22:12:12,-194.01791126653552,5.133840415231255e-14,5.685569010717091e-13
60069.92548611111,2023-05-05 22:12:42,-217.5577372983098,5.756719557989452e-14,5.699251129416705e-13
