MJD,x,y,z,xv,yv,zv,lat,lon,alt,kinetic_energy,monopole,U_j2,U_non_spherical,HOT_total_diff,HOT_plus_total_diff
52274.9165162037,3909526.578553526,-5000573.305445223,-2400090.4793064226,1961.2693278465233,-1871.0701130162277,7174.927149289065,-20.707040379459265,-122.29183803851964,13155164.151811598,29413530.170889705,58738153.606517926,-17552.868570174935,-0.0,0.0,0.0
52274.916863425926,3966108.0141631197,-5053822.6371258125,-2183501.569047288,1810.4517358553076,-1678.5281434674282,7262.954990004162,-18.766528169617295,-122.31242099693215,13154755.218434025,29422853.70155003,58745649.089641586,-19374.21594627369,-0.0,-1828.047536663711,-1828.047536663711
52274.91721064815,4018132.0703558605,-5101264.679054005,-1964396.4370993213,1657.4730468065952,-1483.9546913709873,7342.65740793515,-16.825406938155655,-122.33536253536245,13154313.12164432,29431978.118618615,58753099.24018642,-21044.046265576548,-0.0,-3502.3140604123473,-3502.3140604123473
52274.91755787037,4065536.546499175,-5142841.851854009,-1743026.4025136963,1502.5093921913294,-1287.574636232863,7413.932389805374,-14.88369246369303,-122.360356516116,13153836.703732364,29440888.19904929,58760497.41307611,-22554.37431320318,-0.0,-5014.221601400524,-5014.221601400524
52274.917905092596,4108264.572927771,-5178503.365689168,-1519645.6921914048,1345.7397451165898,-1089.6155699137487,7476.687888483814,-12.941400689028669,-122.38711806455795,13153325.009124907,29449569.666792743,58767836.78643095,-23897.93518682808,-0.0,-6356.315990015864,-6356.315990015864
52274.91825231481,4146264.686381487,-5208205.295286984,-1294511.1458953216,1187.345663440896,-890.3074911491615,7530.841980426122,-10.998547845756283,-122.4153801422213,13152777.289080234,29458009.043718323,58775110.388650246,-25068.220956689056,-0.0,-7522.090696297586,-7522.090696297586
52274.918599537035,4179490.906584423,-5231910.645908533,-1067881.907262455,1027.511086750191,-689.8825257082508,7576.32301730689,-9.055150480374442,-122.44489045851898,13152193.007253481,29466193.697623163,58782311.11108915,-26059.514010732848,-0.0,-8506.022162236273,-8506.022162236273
52274.91894675926,4207902.806518394,-5249589.416214928,-840019.1108151885,866.4220640400528,-488.5745810599004,7613.069809863047,-7.111225468732515,-122.47540872718825,13151571.849972568,29474112.122080736,58789431.672587946,-26866.91675570436,-0.0,-9303.885121010244,-9303.885121010244
52274.91929398148,4231465.564393764,-5261218.643537758,-611185.5719696009,704.2664559884568,-286.6189896413046,7641.031632841367,-5.166790100249945,-122.50670420276533,13150913.723290872,29481753.050167974,58796464.69105046,-27486.377682574337,-0.0,-9911.794745732099,-9911.794745732099
52274.919641203705,4250150.023273681,-5266782.444864365,-381645.4690450232,541.2338057427119,-84.25233365747084,7660.168251019005,-3.2218620981039616,-122.53855333817043,13150218.760964561,29489105.06106251,58803402.652747154,-27914.7134417674,-0.0,-10325.84394357726,-10325.84394357726
52274.91998842593,4263932.732356491,-5266272.049000886,-151664.02727065457,377.51514359714884,118.28779972972075,7670.450196134639,-1.2764596857137953,-122.57073766272657,13149487.325345114,29496157.949295998,58810237.93517897,-28149.62694537575,-0.0,-10543.449745245278,-10543.449745245278
52274.920335648145,4272795.992878957,-5259685.82362777,78492.80720707346,213.30262143864365,320.7632678352177,7671.858900046724,0.6693984159961823,-122.60304170306614,13148720.0174531,29502903.03226552,58816962.74234986,-28189.72121375549,-0.0,-10563.725543878973,-10563.725543878973
