MJD,EDR,EDR60,EDR180,rho_eff,rho_eff_60,rho_eff_180,jb08_rho,nrlmsise00_rho,rho_eff_360
60068.924791666665,-506.1538572460413,-290.2756194122136,-290.2756194122136,1.7376635910123788e-11,9.965376495510537e-12,9.965376495510537e-12,3.913212960483533e-13,6.469966762305063e-13,9.965376495510537e-12
60068.92513888889,-487.1361654177308,-297.84717887396425,-297.84717887396425,1.67237495598451e-11,1.0225316821474616e-11,1.0225316821474616e-11,3.948379955774071e-13,6.566151438258531e-13,1.0225316821474616e-11
60068.92548611111,-467.09077962860465,-304.1154603833954,-304.1154603833954,1.6035455304413933e-11,1.0440432748933153e-11,1.0440432748933153e-11,3.9875245640147215e-13,6.663826792238951e-13,1.0440432748933153e-11
60068.925833333335,-445.19974636659026,-309.15418488279516,-309.15418488279516,1.5283693899867003e-11,1.0613253866772908e-11,1.0613253866772908e-11,4.030562700822321e-13,6.762452560208157e-13,1.0613253866772908e-11
60068.92618055556,-420.9633559472859,-313.0096735401914,-313.0096735401914,1.4451334562047965e-11,1.0745371181555173e-11,1.0745371181555173e-11,4.0773998475239634e-13,6.861435150200153e-13,1.0745371181555173e-11
60068.92652777778,-394.67738680914044,-315.73193064915637,-315.73193064915637,1.3548558743305989e-11,1.0838504440605664e-11,1.0838504440605664e-11,4.1279302837212696e-13,6.960152145554866e-13,1.0838504440605664e-11
60068.926875,-366.93760081008077,-317.3837264607991,-317.3837264607991,1.2595846989797107e-11,1.0894813850437148e-11,1.0894813850437148e-11,4.182036388393501e-13,7.057985189837668e-13,1.0894813850437148e-11
60068.92722222222,-337.88974049314857,-318.02453939931,-318.02453939931,1.1598229684728002e-11,1.0916346995175546e-11,1.0916346995175546e-11,4.239587022901271e-13,7.154358235182591e-13,1.0916346995175546e-11
60068.927569444444,-307.0729861445725,-317.69267414916646,-317.69267414916646,1.053991854875943e-11,1.0904426830607969e-11,1.0904426830607969e-11,4.300436453529724e-13,7.248780944286328e-13,1.0904426830607969e-11
60068.92791666667,-273.94761115312576,-316.4060546492829,-316.4060546492829,9.402419610151743e-12,1.0859676711479937e-11,1.0859676711479937e-11,4.3644237444041253e-13,7.340893779906759e-13,1.0859676711479937e-11
60068.92826388889,-238.15305457264185,-314.17025464709315,-314.17025464709315,8.173393375595639e-12,1.078229747147123e-11,1.078229747147123e-11,4.4313715487624586e-13,7.430509022871348e-13,1.078229747147123e-11
60068.928611111114,-199.62208817526698,-310.98836113398687,-310.98836113398687,6.8505712682818066e-12,1.0672405799522628e-11,1.0672405799522628e-11,4.5010852508371977e-13,7.517644767777587e-13,1.0672405799522628e-11
60068.92895833333,-158.76587399467826,-306.8742398599515,-306.8742398599515,5.448102713900491e-12,1.053048956265748e-11,1.053048956265748e-11,4.573352053241346e-13,7.602546990801807e-13,1.053048956265748e-11
60068.92930555555,-116.35192557796836,-301.86049474726775,-301.86049474726775,3.992360626108944e-12,1.0357679495378754e-11,1.0357679495378754e-11,4.647940202354759e-13,7.685696432957934e-13,1.0357679495378754e-11
60068.92965277778,-73.14037171378732,-295.99587620794773,-295.99587620794773,2.5094568962275866e-12,1.0155661988041852e-11,1.0155661988041852e-11,4.724597758673628e-13,7.767797061723829e-13,1.0155661988041852e-11
60068.93,-29.782681193202734,-289.3405463325791,-289.3405463325791,1.0217655445232467e-12,9.92651396824657e-12,9.92651396824657e-12,4.803052670862183e-13,7.849748198768131e-13,9.92651396824657e-12
60068.930347222224,13.286712821573019,-281.95939367028274,-281.95939367028274,-4.557939589980652e-13,9.672474301469639e-12,9.672474301469639e-12,4.883011416173176e-13,7.932597239731725e-13,9.672474301469639e-12
60068.93069444445,55.60927024483681,-273.9220445294465,-273.9220445294465,-1.9074827407248947e-12,9.395943696860656e-12,9.395943696860656e-12,4.964159249875959e-13,8.017480717957665e-13,9.395943696860656e-12
60068.93104166666,96.77107394486666,-265.3012743323695,-265.3012743323695,-3.319100614438956e-12,9.09943009570905e-12,9.09943009570905e-12,5.046159096668492e-13,8.105553643217708e-13,9.09943009570905e-12
60068.93138888889,136.52543767541647,-256.16884905946523,-256.16884905946523,-4.68219005731657e-12,8.78540481893239e-12,8.78540481893239e-12,5.128651439778116e-13,8.197916415440554e-13,8.78540481893239e-12
60068.93173611111,174.67680597305298,-246.59450116985374,-246.59450116985374,-5.9900529222281654e-12,8.456269303239666e-12,8.456269303239666e-12,5.211253259327168e-13,8.295542484355915e-13,8.456269303239666e-12
60068.93208333333,210.64687214046717,-236.65447131528154,-236.65447131528154,-7.222871490922552e-12,8.114646169171001e-12,8.114646169171001e-12,5.293557159360622e-13,8.399214808174412e-13,8.114646169171001e-12
60068.93243055556,243.61298292130232,-226.43601484216273,-226.43601484216273,-8.352460242464177e-12,7.763534556949967e-12,7.763534556949967e-12,5.375128516824284e-13,8.509473940461885e-13,7.763534556949967e-12
60068.93277777778,273.10195675864816,-216.02897376714586,-216.02897376714586,-9.362627096999629e-12,7.406020621510078e-12,7.406020621510078e-12,5.455499141060496e-13,8.626582181746578e-13,7.406020621510078e-12
60068.933125,298.9969949796796,-205.5182397110882,-205.5182397110882,-1.0249404142881111e-11,7.045018956379873e-12,7.045018956379873e-12,5.534151911484232e-13,8.750507415655104e-13,7.045018956379873e-12
60068.93347222222,321.30710535123944,-194.98173280984165,-194.98173280984165,-1.1013138327527348e-11,6.6832035738156455e-12,6.6832035738156455e-12,5.610464389830412e-13,8.880925412569874e-13,6.6832035738156455e-12
60068.93381944444,339.8236381262541,-184.49535298756524,-184.49535298756524,-1.164671645389785e-11,6.323177149052948e-12,6.323177149052948e-12,5.684070179787013e-13,9.01724277710559e-13,6.323177149052948e-12
60068.934166666666,353.6691104583442,-174.14603638283623,-174.14603638283623,-1.2120109186071517e-11,5.9679200497498816e-12,5.9679200497498816e-12,5.75500289355805e-13,9.158633228476754e-13,5.9679200497498816e-12
60068.93451388889,361.1776454783976,-164.04558955526576,-164.04558955526576,-1.237628210349637e-11,5.62126288707915e-12,5.62126288707915e-12,5.823218441474226e-13,9.304087948991392e-13,5.62126288707915e-12
60068.93486111111,361.4255664162338,-154.3146422224602,-154.3146422224602,-1.2383651216444954e-11,5.2873368251781865e-12,5.2873368251781865e-12,5.888643815555265e-13,9.452472695674238e-13,5.2873368251781865e-12
60068.935208333336,355.80393689125776,-145.03975896584717,-145.03975896584717,-1.2189944841248543e-11,4.969103706466329e-12,4.969103706466329e-12,5.951197484957543e-13,9.602586639690716e-13,4.969103706466329e-12
