MJD,EDR,EDR60,EDR180,rho_eff,rho_eff_60,rho_eff_180,jb08_rho,rho_eff_360
60070.08347222222,-0.0,-0.0,-0.0,0.0,0.0,0.0,6.027196055573287e-13,0.0
60070.08381944445,1.626145713031292,0.813072856515646,0.813072856515646,-3.7987435594823525e-14,-1.8993717797411762e-14,-1.8993717797411762e-14,5.976210308675992e-13,-1.8993717797411762e-14
60070.08416666667,-0.3897777572274208,0.4121226519346237,0.4121226519346237,9.106213374037588e-15,-9.628247726309441e-15,-9.628247726309441e-15,5.920877834280457e-13,-9.628247726309441e-15
60070.08451388889,-4.005055792629719,-0.6921719592064619,-0.6921719592064619,9.357811183703564e-14,1.617259493070707e-14,1.617259493070707e-14,5.861260846108665e-13,1.617259493070707e-14
60070.084861111114,-6.2715759836137295,-1.8080527640879154,-1.8080527640879154,1.465520644676749e-13,4.2249964910875564e-14,4.2249964910875564e-14,5.797441218626904e-13,4.2249964910875564e-14
60070.08520833333,-6.821698252111673,-2.6436603454252086,-2.6436603454252086,1.5942697141616346e-13,6.178384718111538e-14,6.178384718111538e-14,5.729518868875667e-13,6.178384718111538e-14
60070.08555555555,-6.779823023825884,-3.2345407280538763,-3.2345407280538763,1.584696402896664e-13,7.560322797153551e-14,7.560322797153551e-14,5.657607187071276e-13,7.560322797153551e-14
60070.08590277778,-6.318491768091917,-3.6200346080586314,-3.6200346080586314,1.477079571828756e-13,8.462587853447902e-14,8.462587853447902e-14,5.581826347590353e-13,8.462587853447902e-14
60070.08625,-4.863908339291811,-3.7582428004178734,-3.7582428004178734,1.1372156116011295e-13,8.787033156642588e-14,8.787033156642588e-14,5.502294161706473e-13,8.787033156642588e-14
60070.086597222224,-2.211957048624754,-3.6036142252385615,-3.6036142252385615,5.172555592208015e-14,8.426879230999132e-14,8.426879230999132e-14,5.419106470218456e-13,8.426879230999132e-14
60070.08694444445,1.4802311100065708,-3.141446467489004,-3.141446467489004,-3.462047317135154e-14,7.347390715660431e-14,7.347390715660431e-14,5.332271471027556e-13,7.347390715660431e-14
60070.08729166666,6.214850269258022,-2.361755072760085,-2.361755072760085,-1.453827713923411e-13,5.52480724316427e-14,5.52480724316427e-14,5.24204265814879e-13,5.52480724316427e-14
60070.08763888889,12.114915374666452,-1.2481650383426592,-1.2481650383426592,-2.8345562146137615e-13,2.920362096541031e-14,2.920362096541031e-14,5.149233996684605e-13,2.920362096541031e-14
60070.08798611111,19.090855289250612,0.20462212791400297,0.20462212791400297,-4.4676172094301644e-13,-4.788540514544463e-15,-4.788540514544463e-15,5.054537593419215e-13,-4.788540514544463e-15
60070.08833333333,26.763707283884287,1.9752278049786887,1.9752278049786887,-6.264493908740995e-13,-4.623351474224089e-14,-4.623351474224089e-14,4.958566619313721e-13,-4.623351474224089e-14
60070.08868055556,34.55757515504956,4.011624514358118,4.011624514358118,-8.090497201021838e-13,-9.391873347404834e-14,-9.391873347404834e-14,4.861883037708177e-13,-9.391873347404834e-14
60070.08902777778,42.235855873674154,6.260108711964944,6.260108711964944,-9.890274871058646e-13,-1.4659155024400406e-13,-1.4659155024400406e-13,4.765006575292447e-13,-1.4659155024400406e-13
60070.089375,50.10778672993183,8.696090824074215,8.696090824074215,-1.1736269077067539e-12,-2.0368024311276905e-13,-2.0368024311276905e-13,4.668419100908386e-13,-2.0368024311276905e-13
60070.08972222222,58.695953868329525,11.327662563245548,11.327662563245548,-1.375096625594363e-12,-2.6537826783653657e-13,-2.6537826783653657e-13,4.57256663354059e-13,-2.6537826783653657e-13
60070.09006944444,68.18800250813365,14.170679560489953,14.170679560489953,-1.5978477818747225e-12,-3.320611848203864e-13,-3.320611848203864e-13,4.4778606735574296e-13,-3.320611848203864e-13
60070.090416666666,78.3135134652257,17.225100222620227,17.225100222620227,-1.8355595684123995e-12,-4.037323334309681e-13,-4.037323334309681e-13,4.384678930451619e-13,-4.037323334309681e-13
60070.09076388889,88.84685103967786,20.4806343506683,20.4806343506683,-2.082954831513058e-12,-4.801547356374546e-13,-4.801547356374546e-13,4.2933663690844105e-13,-4.801547356374546e-13
60070.09111111111,99.75923564657568,23.92753005918601,23.92753005918601,-2.339367289286552e-12,-5.611037491524913e-13,-5.611037491524913e-13,4.204235925277746e-13,-5.611037491524913e-13
60070.091458333336,110.67553324997424,27.542030192135524,27.542030192135524,-2.5960055306847036e-12,-6.460259156247214e-13,-6.460259156247214e-13,4.117569668610954e-13,-6.460259156247214e-13
60070.09180555555,120.8786261342466,31.275494029819967,31.275494029819967,-2.8360453385265646e-12,-7.337833154628876e-13,-7.337833154628876e-13,4.0336198903077486e-13,-7.337833154628876e-13
