MJD,EDR,rho_eff,jb08_rho
60025.94840277778,166.0492310784757,3.4993401902352057e-13,4.293538675429702e-13
60025.94875,174.74905770644546,3.683338743887619e-13,4.270417550221554e-13
60025.94909722222,181.10887167975307,3.818102150407216e-13,4.24975320045441e-13
60025.94944444444,184.98290576040745,3.900529265507991e-13,4.231740019682766e-13
60025.949791666666,187.39574614912271,3.952196749240935e-13,4.2165654501015313e-13
60025.95013888889,190.25457052141428,4.01331450105682e-13,4.2044111093277164e-13
60025.95048611111,195.10813623666763,4.116562733060894e-13,4.1954535418120383e-13
60025.950833333336,202.13353174179792,4.2657026904309525e-13,4.1898659954385616e-13
60025.95118055555,210.42460970580578,4.441634376618235e-13,4.187818568314065e-13
60025.951527777775,219.0542148835957,4.624797631314672e-13,4.189479418641287e-13
60025.951875,227.79078943654895,4.810303745462521e-13,4.1950151408395994e-13
60025.95222222222,237.03024795651436,5.006512402731392e-13,4.1971807898542935e-13
60025.952569444446,247.09082230180502,5.220148717968131e-13,4.2098745291703016e-13
60025.95291666667,257.18263359740376,5.434527323955885e-13,4.226875687076086e-13
60025.95326388889,265.8488521911204,5.618851277908635e-13,4.248341896105588e-13
60025.95361111111,272.91470309719443,5.769399657832058e-13,4.2744313300016043e-13
60025.95395833333,279.99815752729774,5.920354975799319e-13,4.305303061814578e-13
60025.954305555555,288.4877851419151,6.101076084661701e-13,4.341117736170438e-13
60025.95465277778,298.0439234226942,6.30438755300584e-13,4.3820381149996047e-13
60025.955,307.4859948195517,6.50531619949174e-13,4.428229255254239e-13
60025.955347222225,316.54892883077264,6.698241986293914e-13,4.47985758462023e-13
60025.95569444444,326.0356324724853,6.900143255904241e-13,4.537090269666662e-13
60025.956041666665,336.64330825582147,7.125771795885625e-13,4.600094108333659e-13
60025.95638888889,347.6175713464618,7.359156853453282e-13,4.66903372122478e-13
60025.95673611111,356.4233848825097,7.546615074938241e-13,4.744067578747942e-13
60025.957083333335,359.4891371652484,7.612484998385787e-13,4.825340513531678e-13
60025.95743055556,354.99094473943114,7.518087727414922e-13,4.912971407387809e-13
60025.95777777778,344.4213816225529,7.294981764239992e-13,5.00702975378392e-13
60025.958125,329.7404470667243,6.984650668103328e-13,5.107490764638309e-13
60025.95847222222,311.50646022334695,6.598908328462412e-13,5.21413436807888e-13
60025.958819444444,290.2270019426942,6.148504496830868e-13,5.326289467184236e-13
60025.95916666667,267.5036690942943,5.667376003420124e-13,5.442076529430175e-13
60025.95951388889,246.9114355444908,5.231280070028453e-13,5.555781028724854e-13
60025.959861111114,208.5148544125259,4.417861258104301e-13,5.661619146488067e-13
60025.96020833333,-121.00417796894908,-2.563761017374615e-13,6.000598070778744e-13
60025.96055555555,-195.39392663538456,-4.1398454410878037e-13,6.226455175832583e-13
60025.96090277778,-231.37907990440726,-4.902153061180834e-13,6.40544200775629e-13
60025.96125,-264.20991564914584,-5.597517651286287e-13,6.582533835752792e-13
60025.961597222224,-293.8712890446186,-6.225597661909553e-13,6.765060088117834e-13
60025.96194444445,-319.6269439943135,-6.770782542243598e-13,6.955179216788579e-13
60025.96229166666,-341.3368634916842,-7.230102570764126e-13,7.153793980666292e-13
60025.96263888889,-358.2651754617691,-7.587976749820308e-13,7.361374512416111e-13
60025.96298611111,-368.786006141454,-7.80999027525487e-13,7.578198552860799e-13
60025.96333333333,-371.4401879273355,-7.865283021575811e-13,7.80443749488763e-13
60025.96368055556,-366.06471725925803,-7.750464149289285e-13,8.040190889325467e-13
60025.96402777778,-353.7957408055663,-7.489658908707804e-13,8.285500908244582e-13
60025.964375,-336.79512325301766,-7.128699881283559e-13,8.540356961496028e-13
60025.96472222222,-317.52153904363513,-6.719680393508934e-13,8.804696135558515e-13
60025.96506944444,-297.4509567692876,-6.293870316968163e-13,9.07840156695213e-13
60025.965416666666,-276.443621058017,-5.848337407215837e-13,9.361298830442494e-13
60025.96576388889,-253.28882662951946,-5.357498839831763e-13,9.653153447557255e-13
60025.96611111111,-226.8518624305725,-4.797397971694592e-13,9.953667781301562e-13
60025.966458333336,-196.74242209270597,-4.1598365492548957e-13,1.0262478033115876e-12
60025.96680555555,-163.16614605858922,-3.449221274933661e-13,1.0579151370425964e-12
60025.967152777775,-126.70502101257443,-2.6779092694590245e-13,1.090318248693383e-12
60025.9675,-88.17146150022745,-1.8631155491606737e-13,1.1233991073113708e-12
60025.96784722222,-48.315467324107885,-1.0207202783455061e-13,1.1570919072273979e-12
60025.968194444446,-7.963620409369469,-1.6820519931295582e-14,1.1913230260401697e-12
60025.96854166667,31.65466708317399,6.684590886607746e-14,1.226010878655909e-12
60025.96888888889,69.08236299827695,1.4585214007753738e-13,1.2610659730022163e-12
60025.96923611111,103.45305621251464,2.1837263673412637e-13,1.296390939635354e-12
60025.96958333333,134.38967867568135,2.836163206843418e-13,1.3318807190012648e-12
60025.969930555555,161.589718490839,3.4095022241777124e-13,1.3674227941697702e-12
60025.97027777778,185.13548988103867,3.9055375601891983e-13,1.4028976960317132e-12
60025.970625,205.55065018311143,4.335370322649861e-13,1.4381793607592025e-12
60025.970972222225,223.12152188643813,4.705087577434588e-13,1.4731358946816432e-12
60025.97131944444,237.70161870867014,5.011645565670052e-13,1.507630314079571e-12
60025.971666666665,249.24123506620526,5.254041221070636e-13,1.5415213687068903e-12
60025.97201388889,258.19423635303974,5.441883487128059e-13,1.574664474756867e-12
60025.97236111111,265.1528134867549,5.587687523511441e-13,1.6069128426559483e-12
60025.972708333335,270.27881694585085,5.694891017363615e-13,1.6381186007179333e-12
60025.97305555556,273.04564460366964,5.752423326059489e-13,1.6681341335886594e-12
60025.97340277778,272.9333483725786,5.749356852437185e-13,1.6968132292803927e-12
60025.97375,269.87356024980545,5.684276755686119e-13,1.7240123983672158e-12
60025.97409722222,263.8483758829534,5.556826883339945e-13,1.7495922131345757e-12
60025.974444444444,255.4098051264882,5.378647898223122e-13,1.7734184732393423e-12
60025.97479166667,245.55557363852859,5.17075738208318e-13,1.7953636420685464e-12
60025.97513888889,235.27755858376622,4.954040266198509e-13,1.8153079534526366e-12
60025.975486111114,225.45711343735456,4.747047682553388e-13,1.8331404940259638e-12
60025.97583333333,216.16255577653646,4.551209127738429e-13,1.848760058186387e-12
60025.97618055555,207.08543809503317,4.360021883495892e-13,1.862074717449073e-12
60025.97652777778,198.18134355917573,4.1725428098342526e-13,1.873002028690872e-12
60025.976875,189.5728204883635,3.991344157470174e-13,1.8814979299869996e-12
60025.977222222224,181.2941803857684,3.817140682143899e-13,1.8875388144848986e-12
60025.97756944445,173.61573829129338,3.6556168300345535e-13,1.891111701510036e-12
60025.97791666666,166.85084768757224,3.513364967856563e-13,1.8922168634259035e-12
60025.97826388889,160.6134179867804,3.382251057318958e-13,1.8908686055780727e-12
60025.97861111111,154.03403843194246,3.2439612019639426e-13,1.8870952316196982e-12
60025.97895833333,146.71508200839162,3.090112222486228e-13,1.880938848323385e-12
60025.97930555556,138.7204109877348,2.922037781501125e-13,1.872454914596195e-12
60025.97965277778,129.68985622003675,2.7321381764871725e-13,1.8617116386915584e-12
60025.98,118.71810175478458,2.501323009584448e-13,1.8487892281877636e-12
60025.98034722222,105.23622939363122,2.217578678911729e-13,1.8337788727119547e-12
60025.98069444444,89.22359052672982,1.8804372524431108e-13,1.816781660895822e-12
60025.981041666666,70.49655748531222,1.4859925287734164e-13,1.7979074083753573e-12
60025.98138888889,49.33060975000262,1.0400126637531726e-13,1.7772735085652003e-12
60025.98173611111,27.3612720631063,5.769462948215572e-14,1.7550036071653022e-12
60025.982083333336,6.80629288777709,1.43545599898394e-14,1.7312263827965576e-12
60025.98243055555,-10.355796966701746,-2.1844683218573415e-14,1.7060744261629151e-12
60025.982777777775,-22.793281611055136,-4.8089970033009884e-14,1.679682961700568e-12
60025.983125,-30.047870747745037,-6.340869974809561e-14,1.6521887634110239e-12
60025.98347222222,-32.23630350828171,-6.80408219345609e-14,1.623728899788235e-12
60025.983819444446,-29.722408521920443,-6.274783669503666e-14,1.5944396015313987e-12
60025.98416666667,-23.16949739307165,-4.892408144717425e-14,1.56445518440069e-12
60025.98451388889,-13.957650627940893,-2.9478823989610356e-14,1.533907183799937e-12
60025.98486111111,-4.267717871814966,-9.01540695196427e-15,1.502923352881813e-12
60025.98520833333,3.5101311281323433,7.41659225354505e-15,1.4716268380037712e-12
60025.985555555555,9.547194570302963,2.0176576441254355e-14,1.4401354443509657e-12
60025.98590277778,15.968902461230755,3.3754852584120595e-14,1.4085610339530027e-12
60025.98625,21.80539195984602,4.610126972753675e-14,1.3770094427689277e-12
60025.986597222225,25.120211124420166,5.3120006128345515e-14,1.345580071504314e-12
60025.98694444444,25.765750624239445,5.449555546952169e-14,1.3143653894786705e-12
60025.987291666665,23.565651889890432,4.9851522714006513e-14,1.2834509691433546e-12
60025.98763888889,18.702016845345497,3.956990121884951e-14,1.252915309977611e-12
60025.98798611111,11.69690589606762,2.4752643311113437e-14,1.2228300082332622e-12
60025.988333333335,3.183083266019821,6.737035392208447e-15,1.193259776292572e-12
60025.98868055556,-5.947830181568861,-1.2590572770632623e-14,1.1642627272560457e-12
60025.98902777778,-14.653594147413969,-3.1023638977968167e-14,1.1358906193621602e-12
60025.989375,-22.214411482214928,-4.703707579956712e-14,1.108189222595244e-12
60025.98972222222,-28.15448660030961,-5.962179530548775e-14,1.081198785370459e-12
60025.990069444444,-32.039048939943314,-6.785529743935826e-14,1.0549546226523484e-12
60025.99041666667,-33.50558730214834,-7.096801193310295e-14,1.0294878992097189e-12
60025.99076388889,-32.11043253540993,-6.801852125729161e-14,1.0048268034225345e-12
60025.991111111114,-26.7450761012733,-5.665714575491255e-14,9.80998165059361e-13
60025.99145833333,-15.755651623010635,-3.3378829596732237e-14,9.580291073319716e-13
60025.99180555555,2.7814062274992466,5.8927359559054714e-15,9.359407303572635e-13
60025.99215277778,34.657040271908045,7.34269872841691e-14,9.14639533481691e-13
60025.9925,106.35243206471205,2.253290262069811e-13,8.916398522189197e-13
60025.992847222224,-30.863355599343777,-6.539011425244721e-14,8.25765358688451e-13
60025.99319444445,-141.7937896475196,-3.004133042962613e-13,7.957853846181338e-13
60025.99354166666,-118.90017405152321,-2.5190177313996866e-13,7.799378613550314e-13
60025.99388888889,-84.34235277399421,-1.7867963707305653e-13,7.640552094074961e-13
60025.99423611111,-47.23724073916674,-1.0006642854299881e-13,7.482090868043059e-13
60025.99458333333,-9.103781554847956,-1.9283872594176762e-14,7.326946795958232e-13
60025.99493055556,29.669298067688942,6.284089972411646e-14,7.176742288365966e-13
60025.99527777778,68.17475574836135,1.4438288654134512e-13,7.032304901564184e-13
60025.995625,104.63997192308307,2.2158545183955617e-13,6.894039695252427e-13
60025.99597222222,137.20722030475736,2.905138191326619e-13,6.762117963684679e-13
60025.99631944444,165.088149163872,3.494997439517881e-13,6.636572977338789e-13
60025.996666666666,189.21509013324976,4.005189354614829e-13,6.51735313141989e-13
60025.99701388889,210.97676019370556,4.4651256755893156e-13,6.404351901484053e-13
60025.99736111111,230.91247333586216,4.886231105118733e-13,6.297426315000775e-13
60025.997708333336,249.14568612352014,5.271128447068303e-13,6.196408656249614e-13
60025.99805555555,265.85780810937285,5.623667943397865e-13,6.101113514342089e-13
60025.998402777775,281.5230136848986,5.953891667370805e-13,6.011342528349946e-13
60025.99875,296.85425024852157,6.276885243848771e-13,5.92688841283805e-13
60025.99909722222,312.37926717475057,6.603808983125532e-13,5.847537176709997e-13
60025.999444444446,328.2068465426564,6.936960133039563e-13,5.773070019189616e-13
60025.99979166667,344.1738790124655,7.272889738959799e-13,5.703264577499605e-13
60026.00013888889,360.20762341842055,7.610062232869329e-13,5.637896192093226e-13
60026.00048611111,376.3328139409423,7.949003597515366e-13,5.576738239926713e-13
60026.00083333333,392.4551382176578,8.287726709858439e-13,5.519563213679797e-13
60026.001180555555,408.143740542233,8.617142077640231e-13,5.466142999593216e-13
60026.00152777778,421.755711697042,8.902584966222418e-13,5.416249334519211e-13
60026.001875,431.43379728868604,9.104898397271577e-13,5.369653763050988e-13
60026.002222222225,436.87342866137624,9.21772002296861e-13,5.326127575479627e-13
60026.00256944444,439.0838378146291,9.262406485002614e-13,5.285441757369009e-13
60026.002916666665,438.20907175540924,9.242047842903047e-13,5.247367799874935e-13
60026.00326388889,432.8869365043938,9.127968715131869e-13,5.21167795826383e-13
60026.00361111111,423.14354007691145,8.920781939984525e-13,5.178144669890643e-13
60026.003958333335,411.7247914932668,8.678424138380446e-13,5.146540457884045e-13
60026.00430555556,401.79469579830766,8.467596420928161e-13,5.116639228987991e-13
60026.00465277778,394.4278388209641,8.310925754951598e-13,5.088217252395541e-13
60026.005,388.5088183507323,8.184887795862972e-13,5.061053653748148e-13
60026.00534722222,382.29098660871387,8.052678027842585e-13,5.034929898742147e-13
60026.005694444444,374.5333879068494,7.888164301743978e-13,5.009629529603515e-13
60026.00604166667,364.9806547649205,7.685981903517777e-13,4.984937945309706e-13
60026.00638888889,354.14771788567305,7.456985100410277e-13,4.960641811830432e-13
60026.006736111114,342.4691231586039,7.210327633668727e-13,4.936529045560857e-13
60026.00708333333,329.6508613564074,6.939819455162806e-13,4.912388564582933e-13
60026.00743055555,315.00727090239525,6.631025792182279e-13,4.888008314251181e-13
60026.00777777778,297.434408120811,6.260708408065773e-13,4.863173817239916e-13
60026.008125,276.12071389332414,5.811783890032998e-13,4.83766364259303e-13
60026.008472222224,252.76422484219074,5.319985375386295e-13,4.811242898660617e-13
60026.00881944445,230.7186306938529,4.855881641599544e-13,4.783650534933403e-13
60026.00916666666,211.28002952039242,4.446729808537046e-13,4.754567358390967e-13
60026.00951388889,193.372668068856,4.069869955265096e-13,4.723553157384351e-13
60026.00986111111,175.61528331413865,3.6962145454310284e-13,4.690847938817991e-13
60026.01020833333,157.44087832793593,3.313813139312408e-13,4.657020129005919e-13
60026.01055555556,139.19411287084222,2.929902629448097e-13,4.622493099718925e-13
60026.01090277778,121.90284154564142,2.5661026314359423e-13,4.587631016948271e-13
60026.01125,106.75811282917857,2.2474751400759811e-13,4.552763515251108e-13
60026.01159722222,94.26460012421012,1.984642323885094e-13,4.518196582624987e-13
60026.01194444444,84.19959708675742,1.772918883570863e-13,4.4842179171113635e-13
60026.012291666666,76.32307363674045,1.607257136952186e-13,4.451100251611065e-13
60026.01263888889,70.60014889389277,1.4869316026198167e-13,4.41910310278693e-13
60026.01298611111,66.94686996936798,1.4101862547087042e-13,4.388474325314133e-13
60026.013333333336,65.1469246596098,1.3724787916380004e-13,4.3594512558581037e-13
60026.01368055555,64.75074534118176,1.3643519937843764e-13,4.3322613690260117e-13
60026.014027777775,65.0265720486641,1.3703975113896083e-13,4.3071232259432055e-13
60026.014375,65.48677853122354,1.38034344509603e-13,4.2842466769831955e-13
60026.01472222222,66.16375428065658,1.394873899470562e-13,4.26383392370327e-13
60026.015069444446,67.43822021409869,1.4220186112744193e-13,4.246079840016188e-13
60026.01541666667,69.8124864473939,1.47237822961771e-13,4.2311729264744056e-13
60026.01576388889,73.80798242986202,1.5569657760241335e-13,4.219296086903507e-13
60026.01611111111,79.58666694164276,1.6792194758779676e-13,4.2106276229387234e-13
60026.01645833333,86.74553559720516,1.830658164175792e-13,4.2053419470750743e-13
60026.016805555555,94.66527577862144,1.9982276692136926e-13,4.203610352579225e-13
60026.01715277778,102.89632622525096,2.1724461808960082e-13,4.205602006265971e-13
60026.0175,111.28113642334938,2.3499896209980954e-13,4.211484504889842e-13
60026.017847222225,119.83919143676758,2.5312697315177677e-13,4.2214251303207897e-13
60026.01819444444,128.52825129032135,2.715393878172404e-13,4.227769538004886e-13
60026.018541666665,136.86374846100807,2.892120956040693e-13,4.2451518771464634e-13
60026.01888888889,144.1647878140211,3.047050871717729e-13,4.26701806155322e-13
60026.01923611111,150.0278542973101,3.171634923865548e-13,4.293526966186075e-13
60026.019583333335,154.58263996988535,3.268591939207328e-13,4.324838396290831e-13
60026.01993055556,158.75337759032845,3.35744706848278e-13,4.3611132173873957e-13
60026.02027777778,163.8995386622846,3.4669477571430574e-13,4.4025141303135336e-13
60026.020625,170.86076065897942,3.614864792537911e-13,4.449205490814794e-13
60026.02097222222,179.51172133535147,3.7985612603131807e-13,4.50135370280385e-13
60026.021319444444,189.46779469773173,4.0099082813753763e-13,4.559125985426431e-13
60026.02166666667,200.44925101846457,4.242989860577483e-13,4.622689279481551e-13
60026.02201388889,211.23105847463012,4.4718719140349947e-13,4.692207663704779e-13
60026.022361111114,219.25702481344342,4.642419203658453e-13,4.767838246525989e-13
60026.02270833333,221.88677141815424,4.698686657853224e-13,4.849723129617188e-13
60026.02305555555,217.90597508475184,4.614909569513439e-13,4.937976613626481e-13
60026.02340277778,208.9009567387402,4.4246406769988633e-13,5.032659964006522e-13
60026.02375,197.39529647678137,4.1813089284875645e-13,5.133733501097402e-13
60026.024097222224,184.55802105367184,3.909673160821089e-13,5.240946034456786e-13
60026.02444444445,170.78134202212095,3.6180460009658834e-13,5.353553783567928e-13
60026.02479166666,157.33700005337596,3.3333783911682264e-13,5.469472105406411e-13
60026.02513888889,151.55865266174078,3.2110601998302267e-13,5.582322470460204e-13
60026.02548611111,174.22985671460629,3.6914591922137104e-13,5.692091399934215e-13
60026.02583333333,-95.06139271333814,-2.0141009675298437e-13,6.045503709020506e-13
60026.02618055556,-197.50497745722532,-4.1845665264404663e-13,6.26267187338361e-13
60026.02652777778,-247.8431696817279,-5.250958354299167e-13,6.441056152277355e-13
60026.026875,-288.47097797319293,-6.11148584664465e-13,6.618564550375731e-13
60026.02722222222,-323.5066126547754,-6.853380885995207e-13,6.801750357031168e-13
60026.02756944444,-352.6783570833504,-7.47087735488418e-13,6.992614630397053e-13
60026.027916666666,-375.77030827105045,-7.959404078996712e-13,7.192012066608011e-13
60026.02826388889,-392.39056292548776,-8.310675103226832e-13,7.400393433442103e-13
60026.02861111111,-402.1593874581158,-8.516676843720245e-13,7.618026629825806e-13
60026.028958333336,-405.61419857665896,-8.588831322890318e-13,7.845076521567508e-13
60026.02930555555,-403.108659170568,-8.53467543731857e-13,8.081636996747885e-13
60026.029652777775,-394.70953476056457,-8.355678185305016e-13,8.32774374749837e-13
60026.03,-381.6314644664526,-8.077611997093177e-13,8.583379738996141e-13
60026.03034722222,-365.8527667708695,-7.742401745407455e-13,8.84847515900942e-13
60026.030694444446,-348.75582487508655,-7.379339730271795e-13,9.122905989247968e-13
60026.03104166667,-329.7261479124427,-6.975455338130708e-13,9.406490475540058e-13
60026.03138888889,-306.4396880045533,-6.481628454843322e-13,9.698986548932503e-13
60026.03173611111,-276.87496518716216,-5.855175632266303e-13,1.0000088678278165e-12
60026.03208333333,-241.08454670757055,-5.097300889182195e-13,1.030942687024985e-12
60026.032430555555,-201.0955190435052,-4.2509488144179877e-13,1.0626562246163872e-12
60026.03277777778,-159.1698233783245,-3.363993289029464e-13,1.0950983299353738e-12
60026.033125,-116.37876364216208,-2.4591088266512e-13,1.1282103152797692e-12
60026.033472222225,-72.85681185871363,-1.5391569951209443e-13,1.1619256147503567e-12
60026.03381944444,-28.933549631386995,-6.111147366773789e-14,1.1961697965560511e-12
60026.034166666665,15.376892488449812,3.247116309717005e-14,1.2308603709028475e-12
60026.03451388889,60.42005144432187,1.2756130180839308e-13,1.2659069617648635e-12
60026.03486111111,105.77745515853167,2.232751131773019e-13,1.301211382659338e-12
60026.035208333335,150.40173719078302,3.174026741941984e-13,1.3366678560841396e-12
60026.03555555556,193.51879332214594,4.083127821925695e-13,1.3721633099013864e-12
60026.03590277778,234.92371067404747,4.955765499604394e-13,1.4075776983964793e-12
60026.03625,274.5604044161737,5.790795424807059e-13,1.4427845786667637e-12
60026.03659722222,312.3313478641212,6.586201911212251e-13,1.4776518029909879e-12
60026.036944444444,348.086871676147,7.338872582096015e-13,1.5120422171022162e-12
60026.03729166667,381.4986759312451,8.041932348509096e-13,1.5458145979203246e-12
60026.03763888889,412.04995919018984,8.684537681990469e-13,1.5788246054138411e-12
60026.037986111114,438.94918920099735,9.250061392519487e-13,1.6109258237587629e-12
60026.03833333333,461.22575246170163,9.718110501112674e-13,1.6419709361138457e-12
60026.03868055555,478.26888236775994,1.007588018819052e-12,1.6718127710689686e-12
60026.03902777778,489.41757602617145,1.0309507921729416e-12,1.7003057305856203e-12
60026.039375,493.8730776794255,1.0402228492808402e-12,1.727306952441543e-12
60026.039722222224,491.9872554577887,1.0361506897572803e-12,1.7526776696719738e-12
60026.04006944445,484.9232459887862,1.0211878970649734e-12,1.7762844469070323e-12
60026.04041666666,472.9569404013455,9.95917965431105e-13,1.7980007187315953e-12
60026.04076388889,456.84607354551554,9.619378806369623e-13,1.817707667100187e-12
