MJD,x,y,z,xv,yv,zv,lat,lon,alt,kinetic_energy,monopole,U_j2,U_non_spherical,HOT_total_diff
60070.08347222222,-6823094.111718788,652115.1402866086,280224.5553439394,-330.24595149378587,-105.51604390061061,-7621.883948422622,2.2130385568664157,-78.88918847794686,6853533.936178157,29106655.473610442,58105765.700443186,-27144.594533574807,-27203.203494910562,0.0
60070.083819444444,-6829203.551193398,648587.40963245,51454.22642175199,-77.01579975718302,-129.6439385696483,-7628.052798626175,0.3016079160112907,-78.98081312315688,6853748.269787232,29104964.241424356,58103950.014683105,-27261.744414897883,-27326.03092316542,-1.626145713031292
60070.08416666667,-6827714.437932694,644337.9662324535,-177373.48852245818,176.27649559014395,-153.62562680862197,-7625.7095756045655,-1.6097036212657958,-79.07245127137914,6853965.691574236,29103060.383788526,58102108.69003128,-27196.88035185189,-27265.513862592597,0.3897777572274208
60070.08451388889,-6818629.205288305,639371.6053943597,-406003.27053175523,429.34445211990146,-177.43395839791344,-7614.858966144506,-3.5208875986575157,-79.16402778633179,6854185.983351898,29100948.271215133,58100243.57845427,-26950.369617699314,-27022.12814420003,4.005055792629719
60070.084861111114,-6801958.871747285,633693.9302563947,-634180.096361982,681.9023924784509,-201.04221145372287,-7595.515713755062,-5.431935815595322,-79.25546697960098,6854408.954136239,29098633.900777053,58098356.29935991,-26523.391270293763,-26597.303320621893,6.2715759836137295
60070.08520833333,-6777723.009737698,627311.338211027,-861649.5265522171,933.6656068376759,-224.42400278689917,-7567.70410273459,-7.34284026579812,-79.34669188604025,6854634.427021033,29096121.492482204,58096448.35081322,-25917.930232979583,-25993.393694674138,6.821698252111673
60070.08555555555,-6745949.720668115,620231.0167191224,-1088157.9954814983,1184.350276734591,-247.5530676881594,-7531.458045206375,-9.253593101211518,-79.43762358840321,6854862.242601647,29093414.19301347,58094521.08059412,-25136.767583285597,-25213.322569738913,6.779823023825884
60070.08590277778,-6706675.603394901,612460.9427106585,-1313453.0994404433,1433.6739839789052,-270.4031892937475,-7486.821340166321,-11.16418657963529,-79.52818054065668,6855092.265455813,29090516.378344003,58092575.631395504,-24183.467275630133,-24260.495767563236,6.318491768091917
60070.08625,-6659945.696361198,604009.874952443,-1537283.9017619179,1681.3563305396701,-292.94839913909243,-7433.847550370987,-13.074613186019517,-79.61827780218029,6855324.377443769,29087433.638480358,58090612.9976393,-23062.359433696896,-23138.935076611215,4.863908339291811
60070.086597222224,-6605813.419055757,594887.3438220108,-1759401.2099530923,1927.1191723237966,-315.1631970757027,-7372.599779356229,-14.984865535015087,-79.70782618293997,6855558.476441429,29084171.82584623,58088634.03628624,-21778.520249781202,-21853.431844162256,2.211957048624754
60070.08694444445,-6544340.499784801,585103.6369949486,-1979557.8718582098,2170.6867592545887,-337.02260361397776,-7303.150640950665,-16.894936458613326,-79.7967312772077,6855794.475305041,29080737.26328402,58086639.47569115,-20337.74845926569,-20409.73768880027,-1.4802311100065708
60070.08729166666,-6475596.896537265,574669.7862487948,-2197509.0528368703,2411.7861125342547,-358.50215061473034,-7225.582205324531,-18.804818958461144,-79.88489240197545,6856032.3008863535,29077137.125255495,58084629.92403492,-18746.53867578729,-18814.416697240034,-6.214850269258022
60070.08763888889,-6399660.714578582,563597.546094113,-2413012.5209494624,2650.147420359234,-379.57790074237664,-7139.985827978883,-20.714506231161014,-79.97220132912047,6856271.901444303,29073379.178053994,58082605.80669674,-17012.051529893393,-17074.68676870885,-12.114915374666452
60070.08798611111,-6316618.096766832,551899.3837987324,-2625828.9242042657,2885.504378263047,-400.22646518278833,-7046.4619812102455,-22.623991699587535,-80.0585409684651,6856513.23786658,29069471.59652467,58080567.440676816,-15142.08099003312,-15198.49531929457,-19.090855289250612
60070.08833333333,-6226563.12174643,539588.4584154021,-2835722.056786482,3117.59449989134,-420.4250010659299,-6945.120083809429,-24.533268947919016,-80.14378374039805,6856756.287945579,29065422.812903557,58078514.998523764,-13145.018870316568,-13194.480999126508,-26.763707283884287
60070.08868055556,-6129597.680062515,526678.6077549057,-3042459.1283372054,3346.1593834122027,-440.1511937842363,-6836.078351761066,-26.44233174858344,-80.22778978115024,6857001.041791698,29061241.462001756,58076448.54727856,-11029.816699871004,-11071.787474546662,-34.55757515504956
60070.08902777778,-6025831.351954769,513184.3281003386,-3245811.0262283166,3570.9450139686796,-459.3832684597291,-6719.463696923359,-28.35117403717074,-80.31040476815343,6857247.5060455315,29056936.827199727,58074368.01295857,-8805.945136390106,-8840.008711672137,-42.235855873674154
60070.089375,-5915381.2664482845,499120.76516691037,-3445552.571879856,3791.7021390645614,-478.10002609303507,-6595.411549271063,-30.2597899077514,-80.39145747992305,6857495.69969844,29052519.12529753,58072273.21606126,-6483.35114872706,-6509.231775817665,-50.10778672993183
60070.08972222222,-5798371.952734713,484503.6863334859,-3641462.7780941087,4008.1865784484057,-496.2808806641404,-6464.065583090786,-32.168173659091465,-80.47075671106533,6857745.65310443,29047999.11133277,58070163.880059905,-4072.4130381359196,-4089.965645149352,-58.695953868329525
60070.09006944444,-5674935.1887281,469349.4706585882,-3833325.0833965843,4220.15944381459,-513.9058828550778,-6325.577467173917,-34.07631968423214,-80.5480877650408,6857997.404799465,29043387.640434455,58068039.65844817,-1583.8937885491466,-1593.2243098142967,-68.18800250813365
60070.090416666666,-5545209.8376827,453675.08446051646,-4020927.596403381,4427.3873528469985,-530.9557370971238,-6180.106668197116,-35.984222492853654,-80.62320807918813,6858251.001631807,29038695.59860018,58065900.133770205,971.107407190581,969.4183575779275,-78.3135134652257
60070.09076388889,-5409341.675527204,437498.06398812495,-4204063.325209663,4629.642694076111,-547.4118280816278,-6027.820256816907,-37.89187667099504,-80.6958419942906,6858506.494171676,29033934.11641411,58063744.856583275,3581.2049806473306,3586.156694409273,-88.84685103967786
60070.09111111111,-5267483.219399747,420836.49242379144,-4382530.397775233,4826.703894572567,-563.2562497481194,-5868.892636770324,-39.79927677802369,-80.76567428561651,6858763.936918478,29029114.43534962,58061573.34383134,6234.777954666857,6245.237391683252,-99.75923564657569
60070.091458333336,-5119793.539152821,403708.9781088764,-4556132.28334841,5018.355578377679,-578.4718156555864,-5703.505270330316,-41.706417331994224,-80.83234221037374,6859023.385182588,29024247.360613972,58059385.1053442,8920.02201891822,8934.989937912478,-110.67553324997425
60070.09180555555,-4966438.071937548,386134.63602021243,-4724677.99788311,5204.388710140977,-593.0420748752603,-5531.846522328071,-43.613292668159254,-80.89542564611718,6859284.8943719305,29019343.347704194,58057179.64999205,11625.002188493867,11643.750588538545,-120.87862613424659
60070.092152777775,-4807588.428683349,368133.0635980293,-4887982.309473932,5384.600861660299,-606.9513364725025,-5354.111507651479,-45.51989682969877,-80.95443465011012,6859548.521593921,29014413.200302295,58054956.47226061,14337.706014874477,14359.754269140289,-129.9126361683011
60070.0925,-4643422.188058074,349724.31619570684,-5045865.939819419,5558.796510696241,-620.1846731730755,-5170.501819816605,-47.42622348215868,-81.00879370453166,6859814.325397315,29009468.372447163,58052715.05456086,17046.09712538337,17071.155070288813,-137.90328182280064
60070.09284722222,-4474122.6897633225,330928.88410795154,-5198155.747686812,5726.787261880009,-632.7279372518897,-4981.2251943633155,-49.33226569602046,-81.05782157350097,6860082.362340444,29004520.711185012,58050454.89636802,19738.16866916538,19766.257636367696,-145.50277848914266
60070.093194444446,-4299878.815370102,311767.67357032513,-5344684.915404937,5888.391976189195,-644.567784235179,-4786.495194345065,-51.23801578000867,-81.1007053062106,6860352.686848626,28999581.969605777,58048175.515542105,22401.99667092604,22433.652701310344,-153.53709001466632
60070.09354166667,-4120884.771432843,292261.9768418153,-5485293.115351618,6043.4368839146255,-655.6916715180721,-4586.530967582488,-53.14346493500563,-81.13646604540304,6860625.346874703,28994663.627275515,58045876.48512196,25025.79281006293,25062.042118820642,-162.61459731683135
60070.09388888889,-3937339.8652013717,272433.4507023846,-5619826.674458,6191.755749471596,-666.0878628514671,-4381.557006433462,-55.048602856506925,-81.16391382064049,6860900.3823585855,28989777.05138938,58043557.446443446,27597.956561618987,27640.05527073723,-173.09054152294993
60070.09423611111,-3749448.2746879403,252304.0915511283,-5748138.732725386,6333.190023263737,-675.745452924006,-4171.802857833261,-56.95341721768358,-81.18158670111346,6861177.82474979,28984933.436270285,58041218.11326389,30107.126425413964,30156.2416317687,-184.99496293067932
60070.09458333333,-3557418.819389554,231896.21066738432,-5870089.385740672,6467.588960269911,-684.654379512044,-3957.5028434603055,-58.85789288441541,-81.18766768003016,6861457.692873116,28980143.66719332,58038858.306786016,32542.229957601387,32599.223883856706,-198.01461584866047
