MJD,EDR,EDR60,EDR180,rho_eff,rho_eff_60,rho_eff_180,jb08_rho,nrlmsise00_rho,rho_eff_360
60068.91645833333,-0.0,-0.0,-0.0,0.0,0.0,0.0,3.787469310310777e-13,5.317836528312377e-13,0.0
60068.91680555556,-1544.3618570230901,-772.1809285115451,-772.1809285115451,5.288913545064973e-11,2.6444567725324866e-11,2.6444567725324866e-11,3.763476217048279e-13,5.289916577348472e-13,2.6444567725324866e-11
60068.91715277778,-2942.2767584994435,-1495.5462051741779,-1495.5462051741779,1.0078289233668702e-10,5.122749644308775e-11,5.122749644308775e-11,3.741120445653058e-13,5.272976731918695e-13,5.122749644308775e-11
60068.9175,-4187.886810772121,-2168.6313565736637,-2168.6313565736637,1.434766624240691e-10,7.429713436118494e-11,7.429713436118494e-11,3.7231520483764437e-13,5.266193995158697e-13,7.429713436118494e-11
60068.91784722222,-5273.837982904166,-2789.672681839764,-2789.672681839764,1.807145496098983e-10,9.559156801781316e-11,9.559156801781316e-11,3.7094891212837975e-13,5.268772381371728e-13,9.559156801781316e-11
60068.91819444444,-6193.419218495488,-3356.9637712823846,-3356.9637712823846,2.1226264669736166e-10,1.150508289236476e-10,1.150508289236476e-10,3.6999957665104907e-13,5.279957502045752e-13,1.150508289236476e-10
60068.918541666666,-6942.410470984876,-3869.170442668455,-3869.170442668455,2.3797249978782184e-10,1.3262773300356925e-10,1.3262773300356925e-10,3.694460841033278e-13,5.299055755366782e-13,1.3262773300356925e-10
60068.91888888889,-7518.691836159676,-4325.360616854858,-4325.360616854858,2.577677978754872e-10,1.4828891854058393e-10,1.4828891854058393e-10,3.692687548623158e-13,5.325470915937291e-13,1.4828891854058393e-10
60068.91923611111,-7920.892334651202,-4724.8641410544515,-4724.8641410544515,2.7159814364575684e-10,1.620100710212849e-10,1.620100710212849e-10,3.6962568429036534e-13,5.358813258664741e-13,1.620100710212849e-10
60068.919583333336,-8147.51528256014,-5067.12925520502,-5067.12925520502,2.794090819955876e-10,1.7377100679766286e-10,1.7377100679766286e-10,3.755253578223905e-13,5.399093178059393e-13,1.7377100679766286e-10
60068.91993055555,-8197.812097787857,-5351.736786348914,-5351.736786348914,2.811720893561272e-10,1.8355617278759322e-10,1.8355617278759322e-10,3.7568823138456177e-13,5.435846743774838e-13,1.8355617278759322e-10
60068.920277777775,-8072.140680059791,-5578.437110824821,-5578.437110824821,2.7689687859539826e-10,1.913559097457012e-10,1.913559097457012e-10,3.806801230446178e-13,5.484834376074471e-13,1.913559097457012e-10
60068.920625,-7771.159440826625,-5747.108059286498,-5747.108059286498,2.6660383855293327e-10,1.971650537929637e-10,1.971650537929637e-10,3.8068681477099685e-13,5.53942895042951e-13,1.971650537929637e-10
60068.92097222222,-7295.499703377485,-5857.707462435855,-5857.707462435855,2.5031273938867314e-10,2.0098127079368953e-10,2.0098127079368953e-10,3.798185703945457e-13,5.597803263711546e-13,2.0098127079368953e-10
