MJD,EDR,EDR60,EDR180,rho_eff,rho_eff_60,rho_eff_180,jb08_rho,rho_eff_360
60068.91645833333,-0.0,-0.0,-0.0,0.0,0.0,0.0,2.3294083808579785e-13,0.0
60068.91680555556,15.87445343285799,7.937226716428995,7.937226716428995,-3.764090053574952e-13,-1.882045026787476e-13,-1.882045026787476e-13,2.361462294133391e-13,-1.882045026787476e-13
60068.91715277778,17.803488187491894,11.225980540116629,11.225980540116629,-4.22160238163481e-13,-2.6619292626957277e-13,-2.6619292626957277e-13,2.3940537262808533e-13,-2.6619292626957277e-13
60068.9175,1.155978713184595,8.70848008338362,8.70848008338362,-2.7411244736853786e-14,-2.065005835566163e-13,-2.065005835566163e-13,2.430977033840244e-13,-2.065005835566163e-13
60068.91784722222,-30.833274103701115,0.8001292459666729,0.8001292459666729,7.311406349148717e-13,-1.8973236606092658e-14,-1.8973236606092658e-14,2.4190237411407216e-13,-1.8973236606092658e-14
60068.91819444444,-65.90174258872867,-10.316849393149218,-10.316849393149218,1.5627018987833677e-12,2.4463936009627957e-13,2.4463936009627957e-13,2.4142990929503637e-13,2.4463936009627957e-13
60068.918541666666,-94.06626804918051,-22.281052058296545,-22.281052058296545,2.2305231541380097e-12,5.283339452629403e-13,5.283339452629403e-13,2.4392407167427866e-13,5.283339452629403e-13
60068.91888888889,-113.38646639883518,-33.669228850863874,-33.669228850863874,2.688581700302067e-12,7.983534140071318e-13,7.983534140071318e-13,2.4793591689615735e-13,7.983534140071318e-13
60068.91923611111,-125.94862662628293,-43.92249527035488,-43.92249527035488,2.986347195031376e-12,1.04143906974553e-12,1.04143906974553e-12,2.527170842157241e-13,1.04143906974553e-12
60068.919583333336,-134.1810369156301,-52.9483494348824,-52.9483494348824,3.1814019852613973e-12,1.2553933691417697e-12,1.2553933691417697e-12,2.5795512356698623e-13,1.2553933691417697e-12
60068.91993055555,-139.8961034603417,-60.852690709924154,-60.852690709924154,3.316724041379044e-12,1.4427248312704054e-12,1.4427248312704054e-12,2.635404945849979e-13,1.4427248312704054e-12
60068.920277777775,-144.04525334760547,-67.78540426306427,-67.78540426306427,3.414875044488043e-12,1.6069858604772938e-12,1.6069858604772938e-12,2.694462336360471e-13,1.6069858604772938e-12
60068.920625,-146.47437504306436,-73.83840201537197,-73.83840201537197,3.4722069507448516e-12,1.7503553958451045e-12,1.7503553958451045e-12,2.756760753811278e-13,1.7503553958451045e-12
60068.92097222222,-146.9431382790208,-79.06016889134688,-79.06016889134688,3.483031141504826e-12,1.873983593424498e-12,1.873983593424498e-12,2.822436491510501e-13,1.873983593424498e-12
60068.921319444446,-146.33046053349972,-83.54485500082373,-83.54485500082373,3.468190999277861e-12,1.980103890150048e-12,1.980103890150048e-12,2.8916447786826534e-13,1.980103890150048e-12
60068.92166666667,-146.28272780403495,-87.46597205102444,-87.46597205102444,3.4667123075092914e-12,2.072830923714743e-12,2.072830923714743e-12,2.964530185939169e-13,2.072830923714743e-12
60068.92201388889,-148.73226009309292,-91.0698713476167,-91.0698713476167,3.5243809401471194e-12,2.1580047166518927e-12,2.1580047166518927e-12,3.0412165461599867e-13,2.1580047166518927e-12
60068.92236111111,-155.73089093342423,-94.6621502134949,-94.6621502134949,3.689792734452447e-12,2.2428672435626165e-12,2.2428672435626165e-12,3.1218043370721305e-13,2.2428672435626165e-12
60068.92270833333,-168.9686478935182,-98.5730185124435,-98.5730185124435,4.0029453233405236e-12,2.3352403441767796e-12,2.3352403441767796e-12,3.20637006679449e-13,2.3352403441767796e-12
60068.923055555555,-188.75918828696012,-103.08232700116932,-103.08232700116932,4.471208908216674e-12,2.441749315358613e-12,2.441749315358613e-12,3.294966685289999e-13,2.441749315358613e-12
60068.92340277778,-214.02214090153575,-108.36517528213915,-108.36517528213915,5.068927293279605e-12,2.56653443571231e-12,2.56653443571231e-12,3.387623196086688e-13,2.56653443571231e-12
60068.92375,-243.28553627431393,-114.49791896360165,-114.49791896360165,5.761180320168715e-12,2.7113948800047067e-12,2.7113948800047067e-12,3.484345112575029e-13,2.7113948800047067e-12
60068.924097222225,-273.9590156003833,-121.43101012172258,-121.43101012172258,6.486584312159674e-12,2.87514715855975e-12,2.87514715855975e-12,3.585113364062998e-13,2.87514715855975e-12
60068.92444444444,-302.58700501173735,-128.9791765754732,-128.9791765754732,7.163308370237671e-12,3.0533948908797685e-12,3.0533948908797685e-12,3.6898841046248e-13,3.0533948908797685e-12
60068.924791666665,-327.45280656963587,-136.9181217752397,-136.9181217752397,7.75073204886163e-12,3.240820213546139e-12,3.240820213546139e-12,3.798588040119887e-13,3.240820213546139e-12
60068.92513888889,-348.3642846159637,-145.05066649988294,-145.05066649988294,8.24434568117453e-12,3.4327509699454346e-12,3.4327509699454346e-12,3.9111293375265136e-13,3.4327509699454346e-12
60068.92548611111,-364.53928031772375,-153.17987441906223,-153.17987441906223,8.625684642584541e-12,3.6245237802026063e-12,3.6245237802026063e-12,4.027384389396161e-13,3.6245237802026063e-12
60068.925833333335,-375.2317759953439,-161.110299475358,-161.110299475358,8.877155386523275e-12,3.811513987636801e-12,3.811513987636801e-12,4.1472008327833544e-13,3.811513987636801e-12
60068.92618055556,-380.61150251701474,-168.67930647679444,-168.67930647679444,9.002841061435103e-12,3.989876754961693e-12,3.989876754961693e-12,4.270396547880289e-13,3.989876754961693e-12
60068.92652777778,-381.8433835916221,-175.78477571395536,-175.78477571395536,9.030361149842728e-12,4.15720182031183e-12,4.15720182031183e-12,4.3967586861934357e-13,4.15720182031183e-12
60068.926875,-380.8592519275844,-182.40008139826597,-182.40008139826597,9.005451666998954e-12,4.3128665216227375e-12,4.3128665216227375e-12,4.5260430776992067e-13,4.3128665216227375e-12
60068.92722222222,-379.4533404670656,-188.55799574416596,-188.55799574416596,8.970562876066803e-12,4.457653092541395e-12,4.457653092541395e-12,4.657972889873408e-13,4.457653092541395e-12
60068.927569444444,-378.86474730446935,-194.3248670035691,-194.3248670035691,8.954993788983597e-12,4.5931377607522694e-12,4.5931377607522694e-12,4.792238104731245e-13,4.5931377607522694e-12
60068.92791666667,-379.6243425309658,-199.7748515779043,-199.7748515779043,8.971283864923478e-12,4.721080030404381e-12,4.721080030404381e-12,4.928495303341415e-13,4.721080030404381e-12
60068.92826388889,-381.25387681275606,-204.95996658461434,-204.95996658461434,9.008119926443425e-12,4.84271523885595e-12,4.84271523885595e-12,5.066367560218612e-13,4.84271523885595e-12
60068.928611111114,-382.7803290821612,-209.89942109843508,-209.89942109843508,9.042508725351553e-12,4.958502834458462e-12,4.958502834458462e-12,5.205445100075392e-13,4.958502834458462e-12
60068.92895833333,-383.7695183120668,-214.59861291501974,-214.59861291501974,9.06420098168304e-12,5.068575968220609e-12,5.068575968220609e-12,5.345286383054259e-13,5.068575968220609e-12
60068.92930555555,-384.58670591562986,-219.07198378345683,-219.07198378345683,9.081832859814916e-12,5.173281110309384e-12,5.173281110309384e-12,5.485418924264254e-13,5.173281110309384e-12
60068.92965277778,-385.76079995930195,-223.3460559930939,-223.3460559930939,9.107899162656649e-12,5.2732505650568325e-12,5.2732505650568325e-12,5.625340079176531e-13,5.2732505650568325e-12
60068.93,-387.5796832218766,-227.45189667381345,-227.45189667381345,9.14919514810281e-12,5.369223103171615e-12,5.369223103171615e-12,5.764518097821107e-13,5.369223103171615e-12
60068.930347222224,-390.51580165699124,-231.4290650880373,-231.4290650880373,9.216867484436375e-12,5.462137552213575e-12,5.462137552213575e-12,5.902391584088354e-13,5.462137552213575e-12
60068.93069444445,-395.56371988356113,-235.3370330593593,-235.3370330593593,9.334376180910983e-12,5.5534021080653605e-12,5.5534021080653605e-12,6.038367409491089e-13,5.5534021080653605e-12
60068.93104166666,-403.3666231818497,-239.24469794592886,-239.24469794592886,9.51687552298847e-12,5.644646530062312e-12,5.644646530062312e-12,6.171808460004789e-13,5.644646530062312e-12
60068.93138888889,-413.6615253165364,-243.20871674980629,-243.20871674980629,9.758133281145218e-12,5.737210081031513e-12,5.737210081031513e-12,6.302025000720577e-13,5.737210081031513e-12
60068.93173611111,-426.2354463003576,-247.27597740648523,-247.27597740648523,1.0053103291227228e-11,5.832201342904786e-12,5.832201342904786e-12,6.428615274044357e-13,5.832201342904786e-12
60068.93208333333,-441.60166458785534,-251.50044886694977,-251.50044886694977,1.0413870222322656e-11,5.930894843434742e-12,5.930894843434742e-12,6.551263192862786e-13,5.930894843434742e-12
60068.93243055556,-459.42074197530746,-255.92428489053185,-255.92428489053185,1.0832407284759036e-11,6.03428586196473e-12,6.03428586196473e-12,6.669614784437317e-13,6.03428586196473e-12
60068.93277777778,-477.9399063810706,-260.5496103382514,-260.5496103382514,1.1267374712564937e-11,6.142425128554057e-12,6.142425128554057e-12,6.783310869456664e-13,6.142425128554057e-12
60068.933125,-495.3197402022779,-265.3408374783336,-265.3408374783336,1.1675415687021049e-11,6.254474281676511e-12,6.254474281676511e-12,6.89199897208814e-13,6.254474281676511e-12
60068.93347222222,-510.6948032937944,-270.24791679464283,-270.24791679464283,1.2036153556422278e-11,6.369254991169943e-12,6.369254991169943e-12,6.9953416841687e-13,6.369254991169943e-12
60068.93381944444,-524.5039083100855,-275.23332839298484,-275.23332839298484,1.2359956279841728e-11,6.485884760426675e-12,6.485884760426675e-12,7.093021573597045e-13,6.485884760426675e-12
60068.934166666666,-538.3844586238265,-280.29392705127026,-280.29392705127026,1.2685428473864406e-11,6.604292724860798e-12,6.604292724860798e-12,7.184746071110901e-13,6.604292724860798e-12
60068.93451388889,-553.9156469814479,-285.456601012217,-285.456601012217,1.3049782522129464e-11,6.725115246366164e-12,6.725115246366164e-12,7.270250445957656e-13,6.725115246366164e-12
60068.93486111111,-571.7351040579379,-290.7580547723229,-290.7580547723229,1.346803365098602e-11,6.849219574196466e-12,6.849219574196466e-12,7.349300533825871e-13,6.849219574196466e-12
60068.935208333336,-591.6966236568987,-296.22966511567887,-296.22966511567887,1.3936728922489278e-11,6.977346796406483e-12,6.977346796406483e-12,7.421695511177379e-13,6.977346796406483e-12
60068.93555555555,-613.3733330629766,-301.89294490045205,-301.89294490045205,1.4445808545254195e-11,7.1100053558199605e-12,7.1100053558199605e-12,7.487269772223153e-13,7.1100053558199605e-12
60068.935902777775,-636.7814888991416,-307.7681825144641,-307.7681825144641,1.4995652312981638e-11,7.247674027025882e-12,7.247674027025882e-12,7.545895281606899e-13,7.247674027025882e-12
60068.93625,-661.2238572128117,-313.86224587133216,-313.86224587133216,1.5569841974459083e-11,7.390516111388092e-12,7.390516111388092e-12,7.597481388738727e-13,7.390516111388092e-12
60068.93659722222,-684.0364901274443,-320.13638560448663,-320.13638560448663,1.6105657199274644e-11,7.537619641607186e-12,7.537619641607186e-12,7.641976406102193e-13,7.537619641607186e-12
60068.936944444446,-703.7029535770416,-326.52916173736253,-326.52916173736253,1.656741379976475e-11,7.687538772850888e-12,7.687538772850888e-12,7.679368546174442e-13,7.687538772850888e-12
60068.93729166667,-720.9113440923393,-338.5443508055682,-332.99444341531296,1.6971335430630513e-11,7.969842315215968e-12,7.83918916250751e-12,7.709686137342856e-13,7.83918916250751e-12
60068.93763888889,-735.3623790070415,-351.0649646795665,-339.4842488280828,1.7310395943394262e-11,8.264052817962866e-12,7.991443309481055e-12,7.732996297592742e-13,7.991443309481055e-12
60068.93798611111,-745.6065437719226,-363.78846521222346,-345.930634462112,1.755049279780477e-11,8.563050971001962e-12,8.142703627510675e-12,7.749402993702461e-13,8.142703627510675e-12
60068.93833333333,-751.099338568747,-376.32605383358896,-352.2613954637782,1.7678827875423358e-11,8.857687910415306e-12,8.291271550614702e-12,7.759046576583764e-13,8.291271550614702e-12
60068.938680555555,-752.6802276410162,-388.3568363925442,-358.4216851895818,1.7715177858296855e-11,9.140416044595067e-12,8.435858507010313e-12,7.762102027392875e-13,8.435858507010313e-12
60068.93902777778,-751.4134192615747,-399.78203100375833,-364.3761054027938,1.7684600335597298e-11,9.408915596160918e-12,8.575633107833432e-12,7.758776428235703e-13,8.575633107833432e-12
60068.939375,-747.6459325663745,-410.6750254123782,-370.0965505843398,1.759526755349456e-11,9.6649184258452e-12,8.709935471465665e-12,7.749306081841234e-13,8.709935471465665e-12
60068.939722222225,-740.8839170150459,-421.1333162559817,-375.54930597302666,1.7435559400221454e-11,9.91072256039309e-12,8.83797323929718e-12,7.733953876252133e-13,8.83797323929718e-12
60068.94006944444,-730.3687675185502,-431.20698527085284,-380.69161700991833,1.7187624638047704e-11,1.0147509222389285e-11,8.958740990867612e-12,7.713006660956174e-13,8.958740990867612e-12
60068.940416666665,-716.0679936744273,-440.9051012168328,-385.4827081051256,1.685069717939901e-11,1.03754928457745e-11,9.071278760613747e-12,7.686772250012678e-13,9.071278760613747e-12
60068.94076388889,-699.2615519165993,-450.22785869110373,-389.9021284404985,1.645489564672996e-11,1.0594680076013101e-11,9.175105964772843e-12,7.655577060738975e-13,9.175105964772843e-12
60068.94111111111,-682.0747481770813,-459.1950169382617,-393.96008149239543,1.605022636267789e-11,1.0805537056122401e-11,9.270462662210079e-12,7.619762651020733e-13,9.270462662210079e-12
60068.941458333335,-666.8734382875264,-467.8683346590027,-397.69862062657535,1.569235335035619e-11,1.1009518159495574e-11,9.358338364543927e-12,7.579682176356923e-13,9.358338364543927e-12
60068.94180555556,-655.4698195382953,-476.3437793466573,-401.18201520646346,1.5423910818042023e-11,1.1208882167217285e-11,9.440244905105588e-12,7.535697221731913e-13,9.440244905105588e-12
60068.94215277778,-648.1860674098134,-484.7080394612625,-404.4754025691748,1.525247140728694e-11,1.1405668656698878e-11,9.517713852273726e-12,7.488174590139456e-13,9.517713852273726e-12
60068.9425,-644.1581931747496,-493.00596388410776,-407.6291234981955,1.5157697625086822e-11,1.160093189390284e-11,9.591927980785048e-12,7.437483544115399e-13,9.591927980785048e-12
60068.94284722222,-642.1840637139976,-501.23016061112287,-410.6752915529462,1.51112950282384e-11,1.1794495164269989e-11,9.663639822473413e-12,7.383994058584901e-13,9.663639822473413e-12
60068.943194444444,-641.0060684792697,-509.31808023688694,-413.6282502314888,1.508366632870728e-11,1.1984884941412086e-11,9.733184781573699e-12,7.328075380940332e-13,9.733184781573699e-12
60068.94354166667,-639.3671406209469,-517.1580551156774,-416.4857045402161,1.5045225532636898e-11,1.2169470529371644e-11,9.800505778012196e-12,7.270093696573822e-13,9.800505778012196e-12
60068.94388888889,-636.038937702775,-524.612717605941,-419.2301199547481,1.4967061794623566e-11,1.2345016157364205e-11,9.865187081458754e-12,7.210411574876793e-13,9.865187081458754e-12
60068.944236111114,-629.9028663188219,-531.5440630295624,-421.8310180580082,1.4822845386238107e-11,1.2508270534320915e-11,9.926508187420252e-12,7.149386564774067e-13,9.926508187420252e-12
60068.94458333333,-620.2237345948815,-537.8263663349052,-424.2504414304091,1.459526777269107e-11,1.2656271267978277e-11,9.983572781850635e-12,7.087370839487005e-13,9.983572781850635e-12
60068.94493055555,-606.7259719707072,-543.3724822744106,-426.44894179836456,1.4277834371716456e-11,1.2786962586854673e-11,1.003544868734376e-11,7.024711362072836e-13,1.003544868734376e-11
60068.94527777778,-589.5622024051845,-548.1554022309681,-428.3907663293981,1.3874128977099109e-11,1.2899705440782873e-11,1.0081292050957521e-11,6.961749210662853e-13,1.0081292050957521e-11
60068.945625,-568.7867640815675,-552.177634856167,-430.04248395001184,1.3385421784281666e-11,1.2994554390398809e-11,1.0120312912213967e-11,6.898820568986806e-13,1.0120312912213967e-11
60068.945972222224,-543.9663999341428,-555.43767011147,-431.36718064750175,1.2801508874825652e-11,1.3071469605853073e-11,1.0151639498388268e-11,6.836256724998338e-13,1.0151639498388268e-11
60068.94631944445,-515.0420855693519,-557.9460501989971,-432.3289611638449,1.2120993612789431e-11,1.3130694947515112e-11,1.0174424039732648e-11,6.774385535578169e-13,1.0174424039732648e-11
60068.94666666666,-482.5513873398304,-559.7347103880718,-432.89967055220836,1.1356521034924565e-11,1.3172978421100193e-11,1.0188001410046463e-11,6.713530313308125e-13,1.0188001410046463e-11
60068.94701388889,-447.3112353980541,-560.8463726027559,-433.0615982471055,1.0527311854913856e-11,1.3199321188148519e-11,1.0191951680081872e-11,6.654007448141054e-13,1.0191951680081872e-11
60068.94736111111,-410.9140038564801,-561.3308829405034,-432.81551386498745,9.670840519009117e-12,1.32108942415314e-11,1.0186291461128223e-11,6.596118355986891e-13,1.0186291461128223e-11
60068.94770833333,-375.7189229093492,-561.2452107901995,-432.18807879954085,8.84263181323409e-12,1.320903593976314e-11,1.0171646467259275e-11,6.540126570702587e-13,1.0171646467259275e-11
60068.94805555556,-343.3420704230666,-560.6433562894662,-431.22236131718785,8.080723458045905e-12,1.3195015440966808e-11,1.0149029061413976e-11,6.486204628023127e-13,1.0149029061413976e-11
