created:2023-01-29 12:34:57 UTC
ephemeris_start:2023-01-29 12:11:42 UTC ephemeris_stop:2023-02-01 12:11:42 UTC step_size:60
ephemeris_source:blend
UVW
2023029121142.000 -5215.0543452648 3861.4088816090 2412.4540728193 -1.2483989067 -5.1167906408 5.4672238178
4.9411988327e-07 -3.8707893968e-07 7.6596612737e-07 -1.5908591379e-10 -6.1047317626e-11 1.2213659226e-06 8.4530174731e-10
-8.9631702066e-10 4.0686586177e-13 1.9523632056e-12 -4.6573174949e-10 3.9855187853e-10 -6.3677002124e-13 -8.1205744966e-13
4.9240519515e-13 -6.6975720877e-13 4.3883218026e-13 1.6424844302e-09 -3.4245642589e-16 -3.8134786778e-16 5.4877012578e-12
2023029121242.000 -5278.6250942553 3546.2711751130 2735.0184247141 -0.8698640863 -5.3840048960 5.2810261499
5.4632592554e-07 -4.5490554367e-07 8.7308848065e-07 -1.8960144219e-10 -9.3656948058e-11 1.4323773851e-06 9.4800756577e-10
-1.0391358895e-09 5.1714103407e-13 2.1707513456e-12 -5.1735699704e-10 4.6627123429e-10 -8.6263959153e-13 -9.1407315891e-13
5.4323636990e-13 -5.2733450383e-13 2.4780432616e-13 1.8695430268e-09 2.9246076211e-17 -8.1404231550e-16 5.2628554719e-12
2023029121342.000 -5319.3630325428 3215.7942762078 3045.7192191593 -0.4875799557 -5.6279207112 5.0719279345
6.0185955414e-07 -5.3097978516e-07 9.9829729374e-07 -2.1085417328e-10 -1.6150288582e-10 1.6688321909e-06 1.0585394489e-09
-1.2009504818e-09 6.9553573040e-13 2.4058487188e-12 -5.7241373423e-10 5.4226336732e-10 -1.1495693022e-12 -1.0241675832e-12
5.9759327726e-13 -3.4920341653e-13 -2.2292505549e-14 2.0659968674e-09 5.0800203281e-16 -1.2884775769e-15 5.0074056050e-12
2023029121442.000 -5337.0929516787 2871.4079951443 3343.2098440920 -0.1032085727 -5.8474800467 4.8408431443
6.6054331416e-07 -6.1563855318e-07 1.1437212220e-06 -2.1946755662e-10 -2.7463852923e-10 1.9268544935e-06 1.1768560854e-09
-1.3834099066e-09 9.5528980299e-13 2.6588091856e-12 -6.3073887952e-10 6.2689359466e-10 -1.4995822095e-12 -1.1423238503e-12
6.5533545639e-13 -1.3511777280e-13 -3.7610768968e-13 2.2284567449e-09 1.0932828717e-15 -1.7942473431e-15 4.7260227673e-12
2023029121542.000 -5331.7397033507 2514.6028747056 3626.2008203924 0.2815806066 -6.0417329723 4.5887823898
7.2215805376e-07 -7.0915933260e-07 1.3115639593e-06 -2.1237265826e-10 -4.4379449089e-10 2.2021888849e-06 1.3028786129e-09
-1.5881798540e-09 1.3119381859e-12 2.9307962040e-12 -6.9211899595e-10 7.2044291611e-10 -1.9137703022e-12 -1.2684444236e-12
7.1625446614e-13 1.1690828383e-13 -8.1731648653e-13 2.3541163379e-09 1.7840322424e-15 -2.3193476520e-15 4.4238348512e-12
2023029121642.000 -5303.3282981733 2146.9230052985 3893.4661638690 0.6651189284 -6.2098414119 4.3168459884
7.8643864576e-07 -8.1174029345e-07 1.5040908971e-06 -1.8616520601e-10 -6.7943665470e-10 2.4902827155e-06 1.4364648958e-09
-1.8169292962e-09 1.7796289693e-12 3.2229551626e-12 -7.5629390959e-10 8.2311687456e-10 -2.3908691706e-12 -1.4023766517e-12
7.8009687589e-13 4.0748271039e-13 -1.3471623526e-12 2.4408086309e-09 2.5746435924e-15 -2.8516758387e-15 4.1063262114e-12
2023029121742.000 -5251.9836898507 1769.9593525206 4143.8484841587 1.0457447017 -6.3510814643 4.0262193975
8.5307861889e-07 -9.2349302475e-07 1.7236074165e-06 -1.3734253242e-10 -9.9149847987e-10 2.7863634742e-06 1.5774095601e-09
-2.0713172951e-09 2.3709695881e-12 3.5364092782e-12 -8.2296036383e-10 9.3503277703e-10 -2.9276013631e-12 -1.5439037036e-12
8.4656429209e-13 7.3616891639e-13 -1.9645930552e-12 2.4870415358e-09 3.4556524344e-15 -3.3791761167e-15 3.7792437764e-12
2023029121842.000 -5177.9301499584 1385.3428060278 4376.2639574646 1.4218102747 -6.4648467582 3.7181684448
9.2173435935e-07 -1.0444345863e-06 1.9724358113e-06 -6.2412580818e-11 -1.3890233728e-09 3.0855214186e-06 1.7254410072e-09
-2.3529785297e-09 3.0964066788e-12 3.8722513189e-12 -8.9177632636e-10 1.0562113586e-09 -3.5187885135e-12 -1.6927412943e-12
9.1531780276e-13 1.1013416816e-12 -2.6661719550e-12 2.4920232028e-09 4.4138662076e-15 -3.8900921866e-15 3.4484969916e-12
2023029121942.000 -5081.4902008165 994.7370427442 4589.7069687802 1.7916894803 -6.5506510879 3.3940331966
9.9202996309e-07 -1.1744808320e-06 2.2528903208e-06 4.1943298515e-11 -1.8798613387e-09 3.3827945135e-06 1.8802192258e-09
-2.6635080252e-09 3.9635892396e-12 4.2315350091e-12 -9.6236590958e-10 1.1865696692e-09 -4.1575515528e-12 -1.8485351177e-12
9.8598300035e-13 1.5000437378e-12 -3.4460654462e-12 2.4556751359e-09 5.4325607760e-15 -4.3732679529e-15 3.1200552360e-12
2023029122042.000 -4963.0831161121 599.8312712931 4783.2543787937 2.1537845454 -6.6081297797 3.0552217843
1.0635626693e-06 -1.3134411545e-06 2.5672505953e-06 1.7871123801e-10 -2.4703554366e-09 3.6732542026e-06 2.0413344750e-09
-3.0044452555e-09 4.9768556259e-12 4.6152661992e-12 -1.0343248167e-09 1.3259152861e-09 -4.8354854519e-12 -2.0108590096e-12
1.0581554761e-12 1.9279026005e-12 -4.2959990611e-12 2.3786329384e-09 6.4918277465e-15 -4.8183015418e-15 2.7998445111e-12
2023029122142.000 -4823.2230173533 202.3328891277 4956.0694269895 2.5065328495 -6.6370409102 2.7032043064
1.1359087851e-06 -1.4610147757e-06 2.9177339568e-06 3.5038021382e-10 -3.1650456639e-09 3.9520905276e-06 2.2083068791e-09
-3.3772577997e-09 6.1368260399e-12 5.0243938600e-12 -1.1072262248e-09 1.4739419536e-09 -5.5428586189e-12 -2.1792138816e-12
1.1314066971e-12 2.3790981427e-12 -5.2052381127e-12 2.2622347265e-09 7.5690248626e-15 -5.2156840976e-15 2.4936451902e-12
2023029122242.000 -4662.5165538869 -196.0398451938 5107.4052532863 2.8484137323 -6.6372658169 2.3395062303
1.2086299980e-06 -1.6167886802e-06 3.3064668461e-06 5.5881477464e-10 -3.9663789738e-09 4.2146951298e-06 2.3805869581e-09
-3.7833247412e-09 7.4401938281e-12 5.4598009549e-12 -1.1806270116e-09 1.6302267341e-09 -6.2688298968e-12 -2.3530274512e-12
1.2052901845e-12 2.8464099723e-12 -6.1605914802e-12 2.1084974633e-09 8.6393552483e-15 -5.5569068481e-15 2.2069925765e-12
2023029122342.000 -4481.6602000565 -593.5652868476 5236.6080203300 3.1779547624 -6.6088087444 1.9657017409
1.2812799750e-06 -1.7802372648e-06 3.7354558551e-06 8.0513776078e-10 -4.8744851080e-09 4.4567407077e-06 2.5575571199e-09
