created:2024-01-15 23:38:09 UTC
ephemeris_start:2024-01-15 23:08:42 UTC ephemeris_stop:2024-01-18 23:08:42 UTC step_size:60
ephemeris_source:blend
UVW
2024015230842.000 -3808.1782591761 -5536.2473240443 -1729.2339178366 4.0271165716 -4.2663635643 4.8022089962
4.6847436650e-07 -3.8737151578e-07 7.7444523900e-07 -1.8996696255e-10 1.9117193100e-10 1.2589743601e-06 8.1117667775e-10
-8.9826627914e-10 -7.6239524786e-13 1.9082481116e-12 -4.6521468081e-10 4.0734473762e-10 8.5694726619e-13 -8.1558273865e-13
4.9803148217e-13 -6.3871284454e-13 2.3382027501e-13 1.6966674040e-09 -5.8377128837e-16 1.4988456777e-15 5.4313832265e-12
2024015230942.000 -3558.5389985717 -5780.1464164368 -1437.5809982606 4.2912176557 -3.8606753098 4.9160612600
5.1649272495e-07 -4.5278898144e-07 8.8230460410e-07 -2.5039878840e-10 2.9313757389e-10 1.4761375900e-06 9.0703300935e-10
-1.0378260654e-09 -9.2669274069e-13 2.1151077296e-12 -5.1426213543e-10 4.7483915972e-10 8.9997081947e-13 -9.1388210400e-13
5.4817675633e-13 -6.4691089797e-13 3.6623509136e-13 1.9177870044e-09 -7.4297803670e-16 1.4596076707e-15 5.2006324876e-12
2024015231042.000 -3293.6001128743 -5999.1945879326 -1139.7300859444 4.5369224035 -3.4383001222 5.0087394048
5.6735764179e-07 -5.2574535772e-07 1.0077987327e-06 -3.1489201567e-10 4.0741478251e-10 1.7179916445e-06 1.0098209602e-09
-1.1952761760e-09 -1.0986980639e-12 2.3371645987e-12 -5.6626473177e-10 5.5008503663e-10 9.1251263760e-13 -1.0194058523e-12
6.0139727412e-13 -6.3687705186e-13 4.6518443087e-13 2.1076295198e-09 -8.4629705759e-16 1.3459375897e-15 4.9402850134e-12
2024015231142.000 -3014.4977099313 -6192.4449250967 -836.9641027180 4.7631621537 -3.0010544548 5.0798333531
6.2088680173e-07 -6.0648609830e-07 1.1528825715e-06 -3.8189996169e-10 5.2879096672e-10 1.9805848429e-06 1.1194584105e-09
-1.3720814051e-09 -1.2691876789e-12 2.5754401009e-12 -6.2103299716e-10 6.3333565551e-10 8.8539827419e-13 -1.1320627288e-12
6.5750163756e-13 -6.0499987953e-13 5.1725646566e-13 2.2629235283e-09 -8.7723399381e-16 1.1616197315e-15 4.6550630219e-12
2024015231242.000 -2722.4297261017 -6359.0613523336 -530.5881646039 4.9689514261 -2.5508223252 5.1290263632
6.7686074448e-07 -6.9519351525e-07 1.3195624836e-06 -4.5032901177e-10 6.4995113640e-10 2.2596032103e-06 1.2358226029e-09
-1.5697086095e-09 -1.4258643768e-12 2.8309498196e-12 -6.7833359791e-10 7.2476112392e-10 8.1006833667e-13 -1.2516916416e-12
7.1624165822e-13 -5.4679479432e-13 5.0887043876e-13 2.3809877794e-09 -8.1935102861e-16 9.1173727349e-16 4.3501267653e-12
2024015231342.000 -2418.6505505910 -6498.3227053774 -221.9234388249 5.1533933310 -2.0895469810 5.1560975646
7.3502200564e-07 -7.9197248031e-07 1.5098801343e-06 -5.1852300918e-10 7.6231030411e-10 2.5504502350e-06 1.3587335601e-09
-1.7896133639e-09 -1.5547868758e-12 3.1046829990e-12 -7.3789317481e-10 8.2445112678e-10 6.7966555107e-13 -1.3780756396e-12
7.7732867902e-13 -4.5796227176e-13 4.2730098506e-13 2.4597834278e-09 -6.5898711961e-16 6.0304780991e-16 4.0309789733e-12
2024015231442.000 -2104.4656022437 -6609.6259714779 87.6985818373 5.3156838698 -1.6192217609 5.1609239204
7.9507955445e-07 -8.9684427015e-07 1.7258911370e-06 -5.8437690551e-10 8.5629486776e-10 2.8483250686e-06 1.4879533468e-09
-2.0332268330e-09 -1.6406152838e-12 3.3975965695e-12 -7.9940272945e-10 9.3240531475e-10 4.8925775511e-13 -1.5109358492e-12
8.4043612216e-13 -3.3435732242e-13 2.6102426627e-13 2.4979486998e-09 -3.8522712926e-16 2.4389704951e-16 3.7033707766e-12
2024015231542.000 -1781.2256954840 -6692.4889680597 396.9419815317 5.4551164818 -1.1418797736 5.1434808966
8.5671307787e-07 -1.0097404089e-06 1.9696424770e-06 -6.4533041630e-10 9.2167558010e-10 3.1483053314e-06 1.6231836512e-09
-2.3019416175e-09 -1.6672103787e-12 3.7106064220e-12 -8.6252256986e-10 1.0485271988e-09 2.3593791154e-13 -1.6499294759e-12
9.0520513863e-13 -1.7219038355e-13 -4.6672742933e-17 2.4948228459e-09 9.7108231012e-18 -1.5627043891e-16 3.3732019283e-12
2024015231642.000 -1450.3209814907 -6746.5524439028 704.4722796431 5.5710847316 -0.6595835811 5.1038404989
9.1957775614e-07 -1.1304977864e-06 2.2431485564e-06 -6.9851599951e-10 9.4777385340e-10 3.4454320633e-06 1.7640641744e-09
-2.5970970424e-09 -1.6185512843e-12 4.0445785794e-12 -9.2688777326e-10 1.1726195263e-09 -8.1291464017e-14 -1.7946487017e-12
9.7125080306e-13 3.1660439306e-14 -3.6451499542e-13 2.4504578788e-09 5.3000113561e-16 -5.8755720783e-16 3.0464182871e-12
2024015231742.000 -1113.1749899799 -6771.5816087934 1008.9621953312 5.6630834969 -0.1744184378 5.0421709894
9.8330948028e-07 -1.2588551795e-06 2.5483661954e-06 -7.4079509701e-10 9.2388478323e-10 3.7347953367e-06 1.9101719339e-09
-2.9199641163e-09 -1.4793426247e-12 4.4003204667e-12 -9.9211406087e-10 1.3043811969e-09 -4.6137239471e-13 -1.9446205195e-12
1.0381686868e-12 2.7947812114e-13 -8.3916651236e-13 2.3656178660e-09 1.1761223492e-15 -1.0396556410e-15 2.7289083951e-12
2024015231842.000 -771.2384347808 -6767.4672516319 1309.0974676583 5.7307123339 0.3115168476 4.9587380385
1.0475303945e-06 -1.3944512488e-06 2.8871690073e-06 -7.6873104967e-10 8.3975726058e-10 4.0116190383e-06 2.0610214646e-09
-3.2717304088e-09 -1.2354333786e-12 4.7785723431e-12 -1.0578039950e-09 1.4434058489e-09 -9.0113067844e-13 -2.0993075868e-12
1.1055417488e-12 5.7260251242e-13 -1.4286839154e-12 2.2417657944e-09 1.9449900508e-15 -1.5020036097e-15 2.4264010266e-12
2024015231942.000 -425.9828532370 -6734.2262124967 1603.5826489607 5.7736777216 0.7961210392 4.8539025516
1.1118546640e-06 -1.5368240681e-06 3.2613215610e-06 -7.7877058934e-10 6.8585390641e-10 4.2713433389e-06 2.2160659278e-09
-3.6534850781e-09 -8.7463191953e-13 5.1799990037e-12 -1.1235533850e-09 1.5891821672e-09 -1.3955069429e-12 -2.2581100741e-12
1.1729474158e-12 9.1118959042e-13 -2.1356264947e-12 2.0810382366e-09 2.8299029836e-15 -1.9642781798e-15 2.1443655475e-12
2024015232042.000 -78.8941743577 -6672.0012564784 1891.1467378835 5.7917935337 1.2772992237 4.7281182507
1.1758944133e-06 -1.6854122478e-06 3.6724537001e-06 -7.6742435897e-10 4.5366862384e-10 4.5097034131e-06 2.3746992002e-09
