created:2024-01-15 23:38:08 UTC
ephemeris_start:2024-01-15 23:15:42 UTC ephemeris_stop:2024-01-18 23:15:42 UTC step_size:60
ephemeris_source:blend
UVW
2024015231542.000 163.0881889620 6680.4742574743 -1866.7654701901 -5.7981181352 -1.1798710927 -4.7403919475
4.9065374372e-07 -4.0055112095e-07 7.9025563806e-07 1.4764743122e-10 8.1993519558e-11 1.2779897778e-06 8.4768180125e-10
-9.2408372601e-10 -3.5855133851e-13 1.9713536605e-12 -4.7474824298e-10 4.1634933142e-10 6.4112211219e-13 -8.3302370328e-13
5.0437339055e-13 4.7631499823e-13 -1.6071958196e-13 1.7169147575e-09 -4.9833530190e-17 5.6588328515e-16 5.4166257318e-12
2024015231642.000 -184.9002714878 6595.3762070238 -2146.9619678959 -5.7973391173 -1.6556945643 -4.5961390928
5.4143395137e-07 -4.6869915197e-07 9.0118878933e-07 1.7050339505e-10 1.3420288680e-10 1.4974412762e-06 9.4828477994e-10
-1.0685388356e-09 -4.9202101943e-13 2.1863099958e-12 -5.2568402350e-10 4.8545010853e-10 8.8381376528e-13 -9.3448291597e-13
5.5536049805e-13 3.3516711135e-13 5.4127921893e-14 1.9356391675e-09 -4.2850165481e-16 1.0015185243e-15 5.1831955413e-12
2024015231742.000 -532.0942227247 6481.9355146872 -2417.9067619208 -5.7716493322 -2.1242888100 -4.4321185418
5.9528058172e-07 -5.4479392873e-07 1.0303410081e-06 1.8400559133e-10 2.2456067701e-10 1.7412816927e-06 1.0562231699e-09
-1.2316457074e-09 -6.9500454269e-13 2.4172485036e-12 -5.7979388176e-10 5.6260762564e-10 1.1886086515e-12 -1.0435446187e-12
6.0962018371e-13 1.6120202190e-13 3.4641254114e-13 2.1228428747e-09 -9.1030304525e-16 1.4775358939e-15 4.9206661940e-12
2024015231842.000 -877.0023180360 6340.6464509203 -2678.4350766087 -5.7211718662 -2.5836405776 -4.2490476923
6.5200891596e-07 -6.2911836088e-07 1.1797583394e-06 1.8523604386e-10 3.6342750570e-10 2.0055330344e-06 1.1714290737e-09
-1.4149490717e-09 -9.8194505284e-13 2.6652401870e-12 -6.3689592163e-10 6.4811655286e-10 1.5580584009e-12 -1.1601386269e-12
6.6697860632e-13 -4.7027300649e-14 7.2108137486e-13 2.2753230404e-09 -1.4960700757e-15 1.9832298139e-15 4.6338097920e-12
2024015231942.000 -1218.1436200655 6172.1229366417 -2927.4274042169 -5.6461366906 -3.0317794823 -4.0477253252
7.1139298181e-07 -7.2189005562e-07 1.3515487034e-06 1.7132321322e-10 5.6156016936e-10 2.2858650724e-06 1.2937889584e-09
-1.6200009140e-09 -1.3678409194e-12 2.9313514593e-12 -6.9676253771e-10 7.4219368036e-10 1.9931054355e-12 -1.2841302861e-12
7.2720686047e-13 -2.9112922696e-13 1.1815281756e-12 2.3904728736e-09 -2.1839943472e-15 2.5069711332e-15 4.3278155239e-12
2024015232042.000 -1554.0541952964 5977.0955905703 -3163.8145588069 -5.5468787699 -3.4667864639 -3.8290275134
7.7316585526e-07 -8.2324813993e-07 1.5478650774e-06 1.3916687415e-10 8.2947963559e-10 2.5776737511e-06 1.4231309741e-09
-1.8483476275e-09 -1.8665138598e-12 3.2166281915e-12 -7.5912362949e-10 8.4497666178e-10 2.4924021835e-12 -1.4153287428e-12
7.9003321971e-13 -5.7166544987e-13 1.7288080927e-12 2.4663291964e-09 -2.9681057481e-15 3.0366579734e-15 4.0081949755e-12
2024015232142.000 -1883.2933095066 5756.4084502930 -3386.5821436453 -5.4238361878 -3.8868011947 -3.5939038816
8.3702383462e-07 -9.3324617322e-07 1.7708843011e-06 8.5581240908e-11 1.1770926947e-09 2.8761597052e-06 1.5592235089e-09
-2.1015171914e-09 -2.4901801324e-12 3.5220899834e-12 -8.2367062257e-10 9.5651425518e-10 3.0524278955e-12 -1.5534814530e-12
8.5514561174e-13 -8.8820301828e-13 2.3615704731e-12 2.5016045731e-09 -3.8386176514e-15 3.5599900245e-15 3.6806877241e-12
2024015232242.000 -2204.4495688896 5511.0152151822 -3594.7748543402 -5.2775485577 -4.2900300581 -3.3433738469
9.0263074960e-07 -1.0518453624e-06 2.0227843379e-06 7.3796305944e-12 1.6132852023e-09 3.1764107361e-06 1.7017727598e-09
-2.3810053348e-09 -3.2488738210e-12 3.8487223462e-12 -8.9006102775e-10 1.0767592404e-09 3.6675809012e-12 -1.6982716240e-12
9.2219645176e-13 -1.2391952400e-12 3.0759588578e-12 2.4957084692e-09 -4.7821128496e-15 4.0648174566e-15 3.3511624921e-12
2024015232342.000 -2516.1469375893 5241.9749839273 -3787.5005187577 -5.1086542282 -4.6747546158 -3.0785214171
9.6962281065e-07 -1.1789090428e-06 2.3057199761e-06 -9.8509741481e-11 2.1455699909e-09 3.4734861117e-06 1.8504210539e-09
-2.6882610593e-09 -4.1498952981e-12 4.1974686204e-12 -9.5792353659e-10 1.2055626382e-09 4.3303855092e-12 -1.8493163924e-12
9.9080800976e-13 -1.6218735552e-12 3.8656115636e-12 2.4487564232e-09 -5.7818079276e-15 4.5395312202e-15 3.0255164619e-12
2024015232442.000 -2817.0505454405 4950.4475427749 -3963.9338040149 -4.9178864879 -5.0393380357 -2.8004897497
1.0376139368e-06 -1.3141985528e-06 2.6217972873e-06 -2.3491080153e-10 2.7797803078e-09 3.7625012416e-06 2.0047459937e-09
-3.0246716892e-09 -5.1973319332e-12 4.5692217318e-12 -1.0268635594e-09 1.3426693044e-09 5.0317540040e-12 -2.0061657464e-12
1.0605781842e-12 -2.0321700487e-12 4.7217097983e-12 2.3615671308e-09 -6.8179114642e-15 4.9733794101e-15 2.7095744735e-12
2024015232542.000 -3105.8722995614 4637.6882810193 -4123.3196228991 -4.7060702494 -5.3822310906 -2.5104764301
1.1062014803e-06 -1.4573706025e-06 2.9730471941e-06 -4.0427211547e-10 3.5197978429e-09 4.0387112806e-06 2.1642604694e-09
-3.3915476317e-09 -6.3917082476e-12 4.9648158729e-12 -1.0964691149e-09 1.4877149728e-09 5.7612734299e-12 -2.1683022248e-12
1.1310865815e-12 -2.4646908483e-12 5.6330484782e-12 2.2356475451e-09 -7.8680897991e-15 5.3566915169e-15 2.4089898128e-12
2024015232642.000 -3381.3762275775 4305.0427869980 -4264.9762601859 -4.4741187804 -5.7019783426 -2.2097287859
1.1749722416e-06 -1.6079762071e-06 3.3613985368e-06 -6.0856368386e-10 4.3673246485e-09 4.2975922408e-06 2.3284135413e-09
-3.7901070352e-09 -7.7298085338e-12 5.3850181514e-12 -1.1663169813e-09 1.6402248271e-09 6.5075252401e-12 -2.3351414300e-12
1.2019008276e-12 -2.9127504854e-12 6.5861428248e-12 2.0731663031e-09 -8.9080340179e-15 5.6810438321e-15 2.1291482533e-12
2024015232742.000 -3642.3837433395 3953.9409704188 -4388.2981918080 -4.2230295317 -5.9972245755 -1.8995381193
1.2435086617e-06 -1.7654612218e-06 3.7886510440e-06 -8.4912780818e-10 5.3217635272e-09 4.5349182387e-06 2.4965921773e-09
