created:2024-01-15 23:38:05 UTC
ephemeris_start:2024-01-15 23:14:42 UTC ephemeris_stop:2024-01-18 23:14:42 UTC step_size:60
ephemeris_source:blend
UVW
2024015231442.000 -1764.5974214626 6414.3490577260 -1820.7762407473 -5.2244748805 -2.7882511385 -4.7701624405
5.1259351492e-07 -4.1216094395e-07 8.0495268729e-07 1.5376606132e-10 9.0229670995e-11 1.3017925234e-06 8.8791222389e-10
-9.5511753961e-10 -3.5737452327e-13 2.0529401145e-12 -4.8574693224e-10 4.2746700401e-10 6.5222649602e-13 -8.5796531061e-13
5.1614805958e-13 4.3464132568e-13 -1.0545871730e-13 1.7398884857e-09 -1.5203090232e-16 6.0709483695e-16 5.3725107002e-12
2024015231542.000 -2073.9770184706 6233.1437802969 -2102.7824444219 -5.0844222699 -3.2497038530 -4.6266116633
5.6631800598e-07 -4.8336828759e-07 9.1959980496e-07 1.7466404726e-10 1.4692854760e-10 1.5236193494e-06 9.9457118249e-10
-1.1065531915e-09 -5.0209060543e-13 2.2804813338e-12 -5.3901927616e-10 4.9894832585e-10 9.0388050682e-13 -9.6440943409e-13
5.6877967652e-13 2.7833635313e-13 1.2317824994e-13 1.9521162678e-09 -5.6164061818e-16 1.0547103144e-15 5.1314676462e-12
2024015231642.000 -2374.2839005908 6024.6710964420 -2375.5644020706 -4.9221633252 -3.6968336879 -4.4628018555
6.2334836121e-07 -5.6301417672e-07 1.0532992898e-06 1.8506732536e-10 2.4346174798e-10 1.7690034305e-06 1.1091575440e-09
-1.2778897543e-09 -7.1974658204e-13 2.5255622531e-12 -5.9570768856e-10 5.7891699501e-10 1.2193188587e-12 -1.0790530110e-12
6.2492789218e-13 8.6876382021e-14 4.3303526972e-13 2.1319388224e-09 -1.0800576180e-15 1.5450418136e-15 4.8618137750e-12
2024015231742.000 -2664.2068501196 5789.8492975412 -2637.9280012452 -4.7384193244 -4.1276880983 -4.2794616881
6.8349696501e-07 -6.5142459790e-07 1.2082271540e-06 1.8208342347e-10 3.9073413453e-10 2.0338622184e-06 1.2316316160e-09
-1.4708136382e-09 -1.0259829078e-12 2.7893829785e-12 -6.5562838297e-10 6.6770281316e-10 1.6014760797e-12 -1.2018386703e-12
6.8441600034e-13 -1.4196533525e-13 8.2988360326e-13 2.2762227998e-09 -1.7090301984e-15 2.0668932973e-15 4.5685337888e-12
2024015231842.000 -2942.4807588230 5529.7116531892 -2888.7254328460 -4.5340053234 -4.5403888727 -4.0774055867
7.4652979754e-07 -7.4885459344e-07 1.3866329657e-06 1.6258396653e-10 5.9982120234e-10 2.3137739989e-06 1.3618971263e-09
-1.6870239905e-09 -1.4361358606e-12 3.0731355380e-12 -7.1854848832e-10 7.6556156419e-10 2.0510281381e-12 -1.3326497658e-12
7.4701506790e-13 -4.0971914468e-13 1.3173526264e-12 2.3824585736e-09 -2.4464260014e-15 2.6081131282e-15 4.2570209282e-12
2024015231942.000 -3207.8921028265 5245.4016829054 -3126.8602147593 -4.3098250044 -4.9331401268 -3.8575292065
8.1216929254e-07 -8.5547845268e-07 1.5908204140e-06 1.2320334145e-10 8.8147778235e-10 2.6040555671e-06 1.4997966861e-09
-1.9282196905e-09 -1.9646312809e-12 3.3779957208e-12 -7.8418923763e-10 8.7266514239e-10 2.5662505667e-12 -1.4713063816e-12
8.1244772574e-13 -7.1705818588e-13 1.8966181204e-12 2.4488034479e-09 -3.2861939215e-15 3.1558565650e-15 3.9329815972e-12
2024015232042.000 -3459.2841690702 4938.1680277344 -3351.2919445108 -4.0668679458 -5.3042352379 -3.6208055158
8.8009803587e-07 -9.7138105630e-07 1.8231254357e-06 6.0486275565e-11 1.2458146993e-09 2.8998442324e-06 1.6451082835e-09
-2.1960853033e-09 -2.6241770324e-12 3.7051148710e-12 -8.5222991059e-10 9.8909238611e-10 3.1432667061e-12 -1.6175615284e-12
8.8039233686e-13 -1.0635736720e-12 2.5664543494e-12 2.4741129453e-09 -4.2182906975e-15 3.6974047396e-15 3.6023350123e-12
2024015232142.000 -3695.5620779059 4609.3588187583 -3561.0407754077 -3.8062045334 -5.6520655435 -3.3682789797
9.4996311399e-07 -1.0965503437e-06 2.0858922814e-06 -2.8899810492e-11 1.7020161447e-09 3.1961828710e-06 1.7975424491e-09
-2.4922761114e-09 -3.4249082049e-12 4.0556112282e-12 -9.2231245080e-10 1.1148211707e-09 3.7762955371e-12 -1.7710981466e-12
9.5048792209e-13 -1.4475451039e-12 3.3232739917e-12 2.4579598399e-09 -5.2286872778e-15 4.2206358180e-15 3.2711094794e-12
2024015232242.000 -3915.6974483776 4260.4156539502 -3755.1915611795 -3.5289803250 -5.9751250612 -3.1010615523
1.0213810922e-06 -1.2308711020e-06 2.3814477875e-06 -1.4812921530e-10 2.2578445676e-09 3.4881065118e-06 1.9567402729e-09
-2.8184023921e-09 -4.3740405595e-12 4.4305610222e-12 -9.9404666716e-10 1.2497217917e-09 4.4576118617e-12 -1.9315268435e-12
1.0223396257e-12 -1.8659214341e-12 4.1608665834e-12 2.4006406379e-09 -6.2998397526e-15 4.7138676551e-15 2.9453371539e-12
2024015232342.000 -4118.7327740962 3892.8672025957 -3932.8978212637 -3.2364111240 -6.2720189427 -2.8203288883
1.0939435090e-06 -1.3741201975e-06 2.7120742376e-06 -3.0025340504e-10 2.9191814181e-09 3.7707289431e-06 2.1222722725e-09
-3.1760131416e-09 -5.4757651084e-12 4.8309893334e-12 -1.0670159471e-09 1.3935518139e-09 5.1776996344e-12 -2.0983844795e-12
1.0955246893e-12 -2.3143718209e-12 5.0703037839e-12 2.3031694557e-09 -7.4113180892e-15 5.1660202815e-15 2.6309491266e-12
2024015232442.000 -4303.7854309578 3508.3223472863 -4093.3853065692 -2.9297763555 -6.5414684985 -2.5273118795
1.1672227934e-06 -1.5259633548e-06 3.0799811943e-06 -4.8785463768e-10 3.6899887576e-09 4.0393278351e-06 2.2936381449e-09
-3.5665794298e-09 -6.7304032135e-12 5.2578607841e-12 -1.1407833817e-09 1.5459524841e-09 5.9258480386e-12 -2.2711335953e-12
1.1695988311e-12 -2.7870674034e-12 6.0402845470e-12 2.1672594554e-09 -8.5399228170e-15 5.5673250482e-15 2.3336726328e-12
2024015232542.000 -4470.0513707787 3108.4631294804 -4235.9551640831 -2.6104145863 -6.7823142920 -2.2232922241
1.2407785602e-06 -1.6859536022e-06 3.4872766431e-06 -7.1281138751e-10 4.5721064424e-09 4.2894269057e-06 2.4702675225e-09
-3.9914775787e-09 -8.1339827436e-12 5.7120702532e-12 -1.2148981858e-09 1.7064466872e-09 6.6904201632e-12 -2.4491626573e-12
1.2441028344e-12 -3.2766488058e-12 7.0571759939e-12 1.9952922098e-09 -9.6601471541e-15 5.9093746457e-15 2.0589321256e-12
2024015232642.000 -4616.8084425345 2695.0374902456 -4359.9868310561 -2.2797170219 -6.9935207650 -1.9095968283
1.3141641405e-06 -1.8535314239e-06 3.9359379036e-06 -9.7620151482e-10 5.5649850973e-09 4.5168737143e-06 2.6515216786e-09
