created:2023-01-29 12:35:06 UTC
ephemeris_start:2023-01-29 11:33:42 UTC ephemeris_stop:2023-02-01 11:33:42 UTC step_size:60
ephemeris_source:blend
UVW
2023029113342.000 -5327.0857396804 2332.7952957363 3751.9024062130 0.4740505486 -6.1218518617 4.4651630044
5.6047402756e-07 -4.7433697273e-07 9.4788057533e-07 -1.0476654333e-10 -2.2276607675e-10 1.4655565885e-06 9.6197278618e-10
-1.1009411132e-09 9.7795033888e-13 2.1989303693e-12 -5.3151906874e-10 4.8316150121e-10 -1.3594329264e-12 -9.2628825068e-13
5.5725908670e-13 -3.3580790578e-13 1.9811457175e-13 1.8066502676e-09 3.0434647613e-16 -1.4041528153e-15 5.7982677023e-12
2023029113442.000 -5287.1447734523 1960.7048398608 4011.4838762375 0.8568259585 -6.2766820371 4.1844232786
6.1498539927e-07 -5.5084951761e-07 1.0777536554e-06 -1.0190068257e-10 -3.4032223782e-10 1.6962736429e-06 1.0710558771e-09
-1.2659637600e-09 1.2478905110e-12 2.4360825926e-12 -5.8561090582e-10 5.5954124113e-10 -1.7056821746e-12 -1.0348452393e-12
6.1070988370e-13 -1.2546596684e-13 -1.6182395953e-13 2.0333231467e-09 9.0014933812e-16 -1.9632590117e-15 5.5497848104e-12
2023029113542.000 -5224.3414558078 1580.1365220847 4253.6709806927 1.2358582989 -6.4043572502 3.8855703712
6.7242583322e-07 -6.3569064878e-07 1.2279117239e-06 -8.2873863082e-11 -5.1476761174e-10 1.9522179905e-06 1.1877528299e-09
-1.4514615503e-09 1.6163687543e-12 2.6908769494e-12 -6.4274591095e-10 6.4430002311e-10 -2.1191233877e-12 -1.1512865556e-12
6.6731441029e-13 1.2141867268e-13 -6.1142347120e-13 2.2265769383e-09 1.6081299120e-15 -2.5398511720e-15 5.2709868452e-12
2023029113642.000 -5138.9494808162 1192.7361723267 4477.4159228725 1.6095085309 -6.5043311422 3.5699043768
7.3258322864e-07 -7.2908802494e-07 1.4004946847e-06 -4.4477869940e-11 -7.5704866731e-10 2.2291795763e-06 1.3119498618e-09
-1.6590598096e-09 2.0964448892e-12 2.9644412879e-12 -7.0273090112e-10 7.3769713781e-10 -2.5983330926e-12 -1.2755307059e-12
7.2689882785e-13 4.0302164564e-13 -1.1502192761e-12 2.3830804859e-09 2.4197279937e-15 -3.1223030737e-15 4.9669447395e-12
2023029113742.000 -5031.3403894887 800.1794030621 4681.7506360226 1.9761620361 -6.5761774694 3.2387969515
7.9521145748e-07 -8.3120451357e-07 1.5976879879e-06 1.6611121499e-11 -1.0780176566e-09 2.5225781301e-06 1.4434954884e-09
-1.8903820079e-09 2.7022161675e-12 3.2579022912e-12 -7.6532584489e-10 8.3990078204e-10 -3.1407033872e-12 -1.4074101528e-12
7.8923080401e-13 7.1904551201e-13 -1.7761112311e-12 2.5001328257e-09 3.3244082279e-15 -3.6973165941e-15 4.6431725747e-12
2023029113842.000 -4901.9816533788 404.1636023400 4865.7914291710 2.3342358677 -6.6195916013 2.8936849822
8.6002496954e-07 -9.4212002211e-07 1.8217097394e-06 1.0367475979e-10 -1.4876003766e-09 2.8275514332e-06 1.5821751559e-09
-2.1470391142e-09 3.4449933216e-12 3.5723623133e-12 -8.3025081910e-10 9.5099960975e-10 -3.7413726734e-12 -1.5467017107e-12
8.5403820903e-13 1.0674808335e-12 -2.4841186739e-12 2.5757166095e-09 4.3069976308e-15 -4.2519943993e-15 4.3055205684e-12
2023029113942.000 -4751.4345970269 6.4007834664 5028.7426306134 2.6821854874 -6.6343912309 2.5360645104
9.2670407606e-07 -1.0618259786e-06 2.0747880006e-06 2.1984785061e-10 -1.9944293023e-09 3.1390379002e-06 1.7277122896e-09
-2.4306158433e-09 4.3332776721e-12 3.9088944365e-12 -8.9718939786e-10 1.0709913725e-09 -4.3934675164e-12 -1.6931177629e-12
9.2101000260e-13 1.4450406663e-12 -3.2664306971e-12 2.6085311525e-09 5.3485147979e-15 -4.7736984390e-15 3.9600755370e-12
2023029114042.000 -4580.3519104107 -391.3897799448 5169.8999531922 3.0185108988 -6.6205167518 2.1674846276
9.9489950051e-07 -1.1902193090e-06 2.3591373379e-06 3.6800341667e-10 -2.6054549230e-09 3.4518640201e-06 1.8797664149e-09
-2.7426562626e-09 5.3722902212e-12 4.2685342564e-12 -9.6579305639e-10 1.1997759924e-09 -5.0882780591e-12 -1.8463035618e-12
9.8980051863e-13 1.8471164011e-12 -4.1123865142e-12 2.5980143330e-09 6.4266019271e-15 -5.2503784686e-15 3.6130557504e-12
2023029114142.000 -4389.4748004416 -787.4889378343 5288.6534897612 3.3417625375 -6.5780319918 1.7895411934
1.0642374603e-06 -1.3270977342e-06 2.6769339034e-06 5.5056809528e-10 -3.3256633110e-09 3.7608336624e-06 2.0379320546e-09
-3.0846487519e-09 6.5634620064e-12 4.6522713220e-12 -1.0356860856e-09 1.3371498238e-09 -5.8155839804e-12 -2.0058351837e-12
1.0600342411e-12 2.2677238046e-12 -5.0086104251e-12 2.5443517707e-09 7.5159548352e-15 -5.6710164991e-15 3.2707038214e-12
2023029114242.000 -4179.6297699128 -1180.1850835070 5384.4903287853 3.6505480350 -6.5071245795 1.4038703580
1.1343251791e-06 -1.4721564912e-06 3.0302893869e-06 7.6941986101e-10 -4.1577633388e-09 4.0608177167e-06 2.2017384194e-09
-3.4580104713e-09 7.9042367492e-12 5.0610402469e-12 -1.1064709463e-09 1.4828012371e-09 -6.5639065570e-12 -2.1712182014e-12
1.1313110283e-12 2.6995672481e-12 -5.9390835180e-12 2.4484731798e-09 8.5889691822e-15 -6.0257701270e-15 2.9391794512e-12
2023029114342.000 -3951.7249645805 -1567.7815569075 5456.9967377000 3.9435393039 -6.4081046694 1.0121405006
1.2047567211e-06 -1.6249865563e-06 3.4212242128e-06 1.0258449584e-09 -5.1019327122e-09 4.3468425292e-06 2.3706498970e-09
-3.8640714999e-09 9.3881117655e-12 5.4957115212e-12 -1.1777339829e-09 1.6363076428e-09 -7.3208386288e-12 -2.3418871211e-12
1.2032117329e-12 3.1341771414e-12 -6.8853005488e-12 2.3120360027e-09 9.6164901264e-15 -6.3061367759e-15 2.6244538244e-12
2023029114442.000 -3706.7461702843 -1948.6039194931 5505.8598561248 4.2194770973 -6.2814025241 0.6160445240
1.2751190738e-06 -1.7850744468e-06 3.8516403305e-06 1.3203546597e-09 -6.1557703055e-09 4.6141756260e-06 2.5440674052e-09
-4.3040588138e-09 1.1004463252e-11 5.9570821456e-12 -1.2490513987e-09 1.7971339917e-09 -8.0735352423e-12 -2.5172055867e-12
1.2753040997e-12 3.5619727610e-12 -7.8266081077e-12 2.1373966279e-09 1.0568360709e-14 -6.5052674220e-15 2.3322073889e-12
2023029114542.000 -3445.7525403202 -2321.0071116073 5530.8689622930 4.4771760763 -6.1275668191 0.2172928903
1.3449983680e-06 -1.9518036363e-06 4.3232939932e-06 1.6525550136e-09 -7.3142637293e-09 4.8584072624e-06 2.7213306138e-09
