created:2024-01-15 23:38:27 UTC
ephemeris_start:2024-01-15 23:12:42 UTC ephemeris_stop:2024-01-18 23:12:42 UTC step_size:60
ephemeris_source:blend
UVW
2024015231242.000 5366.6833961859 4330.5717099856 746.5812090049 -3.0743609352 4.6970396067 -5.0999527043
4.8430957484e-07 -4.0375823529e-07 8.0091013811e-07 1.7914434697e-10 -1.4287991504e-10 1.3042710060e-06 8.4196977919e-10
-9.3431136644e-10 4.7914923126e-13 1.9722889445e-12 -4.7686798691e-10 4.2385741453e-10 -4.9450971598e-13 -8.4011164625e-13
5.1042269541e-13 5.8389842652e-13 -2.5157750130e-13 1.7468821033e-09 3.8544437174e-16 -1.0140044883e-15 5.3819987614e-12
2024015231342.000 5170.8057888041 4602.8729547869 439.1928927856 -3.4525453884 4.3764157066 -5.1426371007
5.3387888574e-07 -4.7141953931e-07 9.1319590021e-07 2.2705271313e-10 -2.0822667362e-10 1.5270616274e-06 9.4090529073e-10
-1.0789357849e-09 5.5806670834e-13 2.1851582540e-12 -5.2704965828e-10 4.9332770831e-10 -4.5232072896e-13 -9.4088210694e-13
5.6133679380e-13 5.3978369412e-13 -2.8508307761e-13 1.9612477862e-09 3.7832826410e-16 -8.4415055510e-16 5.1442124296e-12
2024015231442.000 4952.6757721910 4855.3654393048 129.9087515720 -3.8158403434 4.0369861270 -5.1631249874
5.8637018951e-07 -5.4680462617e-07 1.0436647044e-06 2.7385023615e-10 -2.7081671876e-10 1.7736887226e-06 1.0469314002e-09
-1.2419857272e-09 6.1988014489e-13 2.4137247053e-12 -5.8024983243e-10 5.7068507474e-10 -3.6640388094e-13 -1.0490116786e-12
6.1535404559e-13 4.7211853214e-13 -2.6771575363e-13 2.1435883961e-09 2.9649886772e-16 -6.0443538508e-16 4.8779030847e-12
2024015231542.000 4713.2341471150 5086.9645890321 -179.9364300990 -4.1626772709 3.6802234341 -5.1613324604
6.4160115696e-07 -6.3016833562e-07 1.1943079069e-06 3.1789647875e-10 -3.2286735933e-10 2.0401156892e-06 1.1599736361e-09
-1.4249554531e-09 6.5220809506e-13 2.6590300259e-12 -6.3627996286e-10 6.5617993258e-10 -2.2855466684e-13 -1.1644019704e-12
6.7228042671e-13 3.7734192490e-13 -1.8743290514e-13 2.2907718428e-09 1.2658779597e-16 -3.0142521518e-16 4.5879162155e-12
2024015231642.000 4453.5136209220 5296.6764749838 -489.0057402242 -4.4915608573 3.3076742857 -5.1372729158
6.9934882545e-07 -7.2169733485e-07 1.3671712815e-06 3.5726586510e-10 -3.5531888784e-10 2.3219658275e-06 1.2799058454e-09
-1.6293405966e-09 6.4105766425e-13 2.9220994291e-12 -6.9490825806e-10 7.4998929460e-10 -3.2239300712e-14 -1.2868986328e-12
7.3187561725e-13 2.5198066043e-13 -3.3207899349e-14 2.4002735342e-09 -1.4225313264e-16 5.6765239136e-17 4.2795044259e-12
2024015231742.000 4174.6343005182 5483.6020214031 -795.9659878106 -4.8010745870 2.9209531676 -5.0910569078
7.5935247077e-07 -8.2150156078e-07 1.5643363273e-06 3.8969491684e-10 -3.5820297100e-10 2.6145982259e-06 1.4065459109e-09
-1.8566257071e-09 5.7143310515e-13 3.2039332224e-12 -7.5586315858e-10 8.5220875085e-10 2.2711413067e-13 -1.4162885653e-12
7.9385753621e-13 9.2857876012e-14 2.0458952267e-13 2.4702199730e-09 -5.1783340237e-16 4.6066163217e-16 3.9582355575e-12
2024015231842.000 3877.7987510190 5646.9408849016 -1099.4935267093 -5.0898874690 2.5217354086 -5.0228918692
8.2131728993e-07 -9.2960697167e-07 1.7878994654e-06 4.1262322051e-10 -3.2098451420e-10 2.9131878714e-06 1.5396528178e-09
-2.1082709699e-09 4.2798829876e-13 3.5054988275e-12 -8.1883748399e-10 9.6284496563e-10 5.5200309881e-13 -1.5522969458e-12
8.5790689528e-13 -1.0272517529e-13 5.3395673274e-13 2.4994206689e-09 -1.0045942304e-15 8.9982505215e-16 3.6298957510e-12
2024015231942.000 3564.2866755653 5785.9948718136 -1398.2800271789 -5.3567601066 2.1117493132 -4.9330806234
8.8491860177e-07 -1.0459493619e-06 2.0399495726e-06 4.2328400414e-10 -2.3289603575e-10 3.2128089328e-06 1.6789243373e-09
-2.3856982060e-09 1.9579201100e-13 3.8277224963e-12 -8.8349315698e-10 1.0818095545e-09 9.4282403361e-13 -1.6945852251e-12
9.2367248612e-13 -3.3677012632e-13 9.6108490582e-13 2.4873881596e-09 -1.6033299539e-15 1.3632656250e-15 3.3003887788e-12
2024015232042.000 3235.4492766530 5900.1708745916 -1691.0381521335 -5.6005492868 1.6927681533 -4.8220199202
9.4980654373e-07 -1.1703694290e-06 2.3225441363e-06 4.1872068857e-10 -8.3406834588e-11 3.5085197124e-06 1.8239955231e-09
-2.6902763645e-09 -1.3912007041e-13 4.1714809876e-12 -9.4946642232e-10 1.2089143404e-09 1.3977416234e-12 -1.8427499699e-12
9.9077695879e-13 -6.1045721315e-13 1.4900561820e-12 2.4343457639e-09 -2.3112006290e-15 1.8395605905e-15 2.9756335183e-12
2024015232142.000 2892.7033506983 5988.9833387765 -1976.5071576149 -5.8202126328 1.2666024936 -4.6901991257
1.0156111908e-06 -1.3026092023e-06 2.6376843759e-06 3.9577273934e-10 1.3730064072e-10 3.7954477860e-06 1.9744380701e-09
-3.0233067192e-09 -5.8931008415e-13 4.5375933166e-12 -1.0163734717e-09 1.3438680832e-09 1.9126960029e-12 -1.9963226006e-12
1.0588229851e-12 -9.2405755607e-13 2.1226464584e-12 2.3412229626e-09 -3.1219049320e-15 2.3171381026e-15 2.6614614027e-12
2024015232242.000 2537.5250805842 6052.0562711407 -2253.4583735454 -6.0148137960 0.8350924928 -4.5381974630
1.0819480082e-06 -1.4423099161e-06 2.9872897065e-06 3.5127547332e-10 4.3809551507e-10 4.0688738508e-06 2.1297605549e-09
-3.3860079896e-09 -1.1650997608e-12 4.9268126716e-12 -1.0838163793e-09 1.4862747639e-09 2.4817188628e-12 -2.1547700440e-12
1.1273997062e-12 -1.2766998626e-12 2.8584153563e-12 2.2096385305e-09 -4.0256487878e-15 2.7848868871e-15 2.3635156768e-12
2024015232342.000 2171.4435343709 6089.1247656919 -2520.7005048586 -6.1835268738 0.4000993331 -4.3666811065
1.1484235468e-06 -1.5890113878e-06 3.3731719315e-06 2.8223918043e-10 8.2658909676e-10 4.3243128308e-06 2.2894095689e-09
-3.7795015959e-09 -1.8739093034e-12 5.3398185917e-12 -1.1513892458e-09 1.6356334642e-09 3.0971200920e-12 -2.3174962956e-12
1.1960893463e-12 -1.6662210074e-12 3.6946620096e-12 2.0418717589e-09 -5.0093377322e-15 3.2324065162e-15 2.0871542297e-12
2024015232442.000 1796.0339529579 6100.0359811313 -2777.0847624864 -6.3256390378 -0.0365041288 -4.1764001409
1.2146412960e-06 -1.7421529434e-06 3.7970095493e-06 1.8578858552e-10 1.3086972366e-09 4.5575908408e-06 2.4527717551e-09
