created:2024-01-15 23:38:12 UTC
ephemeris_start:2024-01-15 23:05:42 UTC ephemeris_stop:2024-01-18 23:05:42 UTC step_size:60
ephemeris_source:blend
UVW
2024015230542.000 -4944.4722309514 1225.4688040426 -4712.5655729755 -2.0785328817 -7.2798088082 0.2876370828
4.6122189407e-07 -3.7429350075e-07 7.5623257188e-07 -6.8795322284e-11 3.1683545503e-10 1.2117974141e-06 7.9306691500e-10
-8.7056077245e-10 -1.4284809041e-12 1.8643226987e-12 -4.5517892949e-10 3.9265848549e-10 1.8635791505e-12 -7.9326294474e-13
4.8636183660e-13 -2.2082191423e-13 -2.2444415497e-14 1.6302880450e-09 -6.9390495383e-16 2.5222641340e-15 5.5025622466e-12
2024015230642.000 -5058.5024861687 786.3667557640 -4685.1962561204 -1.7211137111 -7.3516897417 0.6243474757
5.0884580261e-07 -4.3815962805e-07 8.6036180419e-07 -1.2105081074e-10 5.0139821938e-10 1.4214969972e-06 8.8751196580e-10
-1.0062122660e-09 -1.7993340688e-12 2.0678138975e-12 -5.0375504984e-10 4.5841721539e-10 2.2127100604e-12 -8.8999456452e-13
5.3582685402e-13 -4.0578613608e-13 4.0437553553e-13 1.8599501536e-09 -1.3675298113e-15 3.0323836853e-15 5.2815705431e-12
2024015230742.000 -5150.8580474543 343.8959864735 -4637.6972097848 -1.3563026731 -7.3920723754 0.9583909946
5.5936819886e-07 -5.0953704443e-07 9.8169786365e-07 -1.9089165553e-10 7.4858786200e-10 1.6569792505e-06 9.8891777184e-10
-1.1594370431e-09 -2.2676844773e-12 2.2862379771e-12 -5.5538403719e-10 5.3192733191e-10 2.6033666187e-12 -9.9405787225e-13
5.8850116214e-13 -6.0890454798e-13 8.8769268288e-13 2.0594535377e-09 -2.1028091439e-15 3.4996921438e-15 5.0298231834e-12
2024015230842.000 -5221.1419593985 -100.0482060962 -4570.2712222704 -0.9856519183 -7.4007807152 1.2883416481
6.1261327134e-07 -5.8868985204e-07 1.1221952581e-06 -2.7988232063e-10 1.0653942865e-09 1.9144200791e-06 1.0972121829e-09
-1.3317126928e-09 -2.8399534867e-12 2.5206317419e-12 -6.0989415009e-10 6.1348283641e-10 3.0271160283e-12 -1.1054002332e-12
6.4422404992e-13 -8.2663683706e-13 1.4164522038e-12 2.2253764152e-09 -2.8790612812e-15 3.9153530114e-15 4.7518685651e-12
2024015230942.000 -5269.0510296835 -543.5632687238 -4483.2062877558 -0.6107393708 -7.3777720560 1.6127892074
6.6836921709e-07 -6.7582435181e-07 1.2838657384e-06 -3.9037173150e-10 1.4565050933e-09 2.1896109596e-06 1.2122909302e-09
-1.5245256884e-09 -3.5201601954e-12 2.7720397860e-12 -6.6706721608e-10 7.0329256991e-10 3.4743759677e-12 -1.2238921863e-12
7.0277015447e-13 -1.0553117539e-12 1.9774912853e-12 2.3548636067e-09 -3.6726285954e-15 4.2702617119e-15 4.4527125687e-12
2024015231042.000 -5294.3773800196 -984.7482437837 -4376.8743549182 -0.2331619973 -7.3231374696 1.9303457922
7.2638483209e-07 -7.7107119248e-07 1.4687648277e-06 -5.2423310715e-10 1.9247324466e-09 2.4780392830e-06 1.3339937758e-09
-1.7393588382e-09 -4.3085208684e-12 3.0414881662e-12 -7.2664255557e-10 8.0148829252e-10 3.9347294003e-12 -1.3493506813e-12
7.6387056300e-13 -1.2899443047e-12 2.5555919633e-12 2.4456837493e-09 -4.4578549391e-15 4.5570019219e-15 4.1377241855e-12
2024015231142.000 -5297.0093593164 -1421.7116532776 -4251.7298242254 0.1454707380 -7.2371017875 2.2396518785
7.8637421557e-07 -8.7447936165e-07 1.6789707501e-06 -6.8290573337e-10 2.4707900260e-09 2.7749639972e-06 1.4621045760e-09
-1.9776786153e-09 -5.2014713321e-12 3.3299794802e-12 -7.8832076625e-10 9.0811282626e-10 4.3973063592e-12 -1.4815303493e-12
8.2721336821e-13 -1.5244716969e-12 3.1337857518e-12 2.4962663081e-09 -5.2076646180e-15 4.7697660837e-15 3.8125464863e-12
2024015231242.000 -5276.9320916043 -1852.5795028897 -4108.3076752708 0.5235435713 -7.1200228116 2.5393819452
8.4802100211e-07 -9.8600962657e-07 1.9165621735e-06 -8.6726273635e-10 3.0932157413e-09 3.0754966634e-06 1.5963485072e-09
-2.2409211626e-09 -6.1916485426e-12 3.6384838503e-12 -8.5176816307e-10 1.0231124364e-09 4.8511084702e-12 -1.6201201190e-12
8.9244833185e-13 -1.7518433047e-12 3.6935990072e-12 2.5057289481e-09 -5.8942494554e-15 4.9043712950e-15 3.4830010923e-12
2024015231342.000 -5234.2276187107 -2275.5032285463 -3947.2212570977 0.8994423369 -6.9723901162 2.8282501335
9.1098308610e-07 -1.1055291932e-06 2.1835943329e-06 -1.0774976526e-09 3.7883418722e-09 3.3746851043e-06 1.7363899664e-09
-2.5304774187e-09 -7.2680164314e-12 3.9679293648e-12 -9.1662181409e-10 1.1463305577e-09 5.2853163588e-12 -1.7647406292e-12
9.5919225598e-13 -1.9641636616e-12 4.2153087643e-12 2.4738932901e-09 -6.4897785362e-15 4.9582285156e-15 3.1549893963e-12
2024015231442.000 -5169.0746225274 -2688.6675570915 -3769.1597469903 1.2715607284 -6.7948229931 3.1050155448
9.7489776075e-07 -1.2328076975e-06 2.4820738664e-06 -1.3130325095e-09 4.5503203834e-09 3.6675982295e-06 1.8818312192e-09
-2.8476775540e-09 -8.4161238176e-12 4.3191921059e-12 -9.8249509340e-10 1.2775030176e-09 5.6895894671e-12 -1.9149425298e-12
1.0270349827e-12 -2.1528813591e-12 4.6782239357e-12 2.4012887467e-09 -6.9670977974e-15 4.9302954919e-15 2.8343921510e-12
2024015231542.000 -5081.7477821764 -3090.2981641003 -3574.8852980300 1.6383070209 -6.5880681437 3.3684874018
1.0393871863e-06 -1.3675146226e-06 2.8139327308e-06 -1.5724715724e-09 5.3711911384e-09 3.9494105994e-06 2.0322118542e-09
-3.1937749278e-09 -9.6185261470e-12 4.6930859031e-12 -1.0489836642e-09 1.4162548910e-09 6.0543427203e-12 -2.0702057606e-12
1.0955459344e-12 -2.3090317543e-12 5.0609801737e-12 2.2891443230e-09 -7.3004206229e-15 4.8209907432e-15 2.5269690863e-12
2024015231642.000 -4972.6166517529 -3478.6693176572 -3365.2298852532 1.9981107252 -6.3529965667 3.6175298588
1.1040640992e-06 -1.5092182126e-06 3.1810015882e-06 -1.8535872423e-09 6.2410247372e-09 4.2154852863e-06 2.1870090968e-09
-3.5699298025e-09 -1.0855314342e-11 5.0903519803e-12 -1.1156717954e-09 1.5620990927e-09 6.3710317911e-12 -2.2299398776e-12
1.1642810888e-12 -2.4235071927e-12 5.3418824453e-12 2.1393684679e-09 -7.4659515440e-15 4.6321182494e-15 2.2382602394e-12
2024015231742.000 -4842.1442375746 -3852.1111776028 -3141.0918663399 2.3494284933 -6.0906002368 3.8510668018
1.1685376759e-06 -1.6573859358e-06 3.5849830701e-06 -2.1532571998e-09 7.1481853483e-09 4.4614536132e-06 2.3456390304e-09
