utc,x_TLE,y_TLE,z_TLE
2020-03-01 21:44:59.985,4097.003396100366,19211.023977357698,17511.676050029975
2020-03-01 21:49:59.985,3058.172579304512,18943.38070800587,17986.571690607154
2020-03-01 21:54:59.985,2013.31374213532,18638.394602239827,18426.003440262037
2020-03-01 21:59:59.985,964.480095829391,18296.60668605095,18829.045382958935
2020-03-01 22:04:59.985,-86.26043265635182,17918.634774575847,19194.842842594517
2020-03-01 22:09:59.985,-1136.8296099511433,17505.17260394505,19522.61468535563
2020-03-01 22:14:59.985,-2185.1433817743814,17056.9887656602,19811.655466942462
2020-03-01 22:19:59.985,-3229.1164222917223,16574.925442914282,20061.337414989364
2020-03-01 22:24:59.985,-4266.666734346824,16059.896949095253,20271.112237434976
2020-03-01 22:29:59.985,-5295.7202870244155,15512.888069566072,20440.512748088837
2020-03-01 22:34:59.985,-6314.215676496204,14934.952208748122,20569.1543011562
2020-03-01 22:39:59.985,-7320.108795612134,14327.209345012818,20656.736027427498
2020-03-01 22:44:59.985,-8311.377497489957,13690.843798012322,20703.04186458353
2020-03-01 22:49:59.985,-9286.026237809787,13027.101811941582,20707.941376402774
2020-03-01 22:54:59.985,-10242.090680584512,12337.288961150325,20671.390354878517
2020-03-01 22:59:59.985,-11177.642251901716,11622.767384190794,20593.431201069427
2020-03-01 23:04:59.985,-12090.792626173283,10884.952853648325,20474.193081091704
2020-03-01 23:09:59.985,-12979.698129488082,10125.311689881955,20313.891854651396
2020-03-01 23:14:59.985,-13842.564044835362,9345.357527598448,20112.829774491955
2020-03-01 23:19:59.985,-14677.64880422958,8546.647944939074,19871.394956132288
2020-03-01 23:24:59.985,-15483.26805312661,7730.780965467017,19590.060618290958
2020-03-01 23:29:59.985,-16257.79857297478,6899.391444093028,19269.384095417456
2020-03-01 23:34:59.985,-16999.68204828553,6054.147348569091,18910.00562478198
2020-03-01 23:39:59.985,-17707.428665241718,5196.745948702286,18512.646911595602
2020-03-01 23:44:59.985,-18379.620529572174,4328.909925894491,18078.10947663855
2020-03-01 23:49:59.985,-19014.914892216413,3452.383415986625,17607.272791854793
2020-03-01 23:54:59.985,-19612.047172161758,2568.9279986879733,17101.09221032281
2020-03-01 23:59:59.985,-20169.833766764237,1680.3186470842377,16560.596697920046
