TCA,DCA
2023-05-05 09:59:42.016400,6.922109235906233
2023-05-05 09:59:42.020100,8.410583301839614
2023-05-05 09:59:42.017800,7.068588148168784
2023-05-05 09:59:42.010200,4.5025283990531095
2023-05-05 09:59:42.023,9.314092207439414
2023-05-05 09:59:42.015500,6.4202787952811295
2023-05-05 09:59:42.019300,7.883817596757816
2023-05-05 09:59:42.017800,7.08671047452088
2023-05-05 09:59:42.022800,9.30564048633409
2023-05-05 09:59:42.020900,8.590344173287933
2023-05-05 09:59:42.018900,7.775716278904794
2023-05-05 09:59:42.021400,8.935667881314892
2023-05-05 09:59:42.016700,6.8626609626919
2023-05-05 09:59:42.020300,8.567348090897573
2023-05-05 09:59:42.015100,6.054951626300163
2023-05-05 09:59:42.014700,5.806375145174251
2023-05-05 09:59:42.022200,8.933111414628247
2023-05-05 09:59:42.018500,7.598254708874218
2023-05-05 09:59:42.018,7.4216983898934945
2023-05-05 09:59:42.019500,8.244013115727338
2023-05-05 09:59:42.019800,7.893255537821289
2023-05-05 09:59:42.019400,7.47830848729917
2023-05-05 09:59:42.020300,8.459290581684341
2023-05-05 09:59:42.014900,6.273063884016137
2023-05-05 09:59:42.018900,7.731251993365623
2023-05-05 09:59:42.020100,8.201564607416696
2023-05-05 09:59:42.016200,6.535131644642735
2023-05-05 09:59:42.015900,6.334097533355199
2023-05-05 09:59:42.015400,6.422021576628221
2023-05-05 09:59:42.023500,9.289528678960002
2023-05-05 09:59:42.022900,9.071605654469703
2023-05-05 09:59:42.017400,7.596732476239381
2023-05-05 09:59:42.021500,8.71940577913454
2023-05-05 09:59:42.022500,9.030914296022322
2023-05-05 09:59:42.021200,8.407204870956466
2023-05-05 09:59:42.021200,8.458479677909601
2023-05-05 09:59:42.021300,8.92215030222666
2023-05-05 09:59:42.020500,8.535239429939647
2023-05-05 09:59:42.022100,9.068711221676423
2023-05-05 09:59:42.012100,5.329842252134681
2023-05-05 09:59:42.026700,10.426627428444682
2023-05-05 09:59:42.019900,7.97916008016055
2023-05-05 09:59:42.018900,7.897802545661875
2023-05-05 09:59:42.016100,6.403709290608144
2023-05-05 09:59:42.016200,7.0317263103888985
2023-05-05 09:59:42.019100,7.6537920545173295
2023-05-05 09:59:42.017400,7.321952003438184
